asset_id,production_pct,production_delay_days,supplier_reliability,ts,source
A1522,100,1.2,0.7688,1786262323.858179,production_system
A1523,55,0,0.992,1787597464.858183,production_system
A1524,55,13.57,0.9565,1786246671.858187,production_system
A1525,81,6.28,0.6753,1787453170.858191,production_system
A1526,59,13.53,0.7344,1786870421.8581948,production_system
A1527,100,0,0.9488,1785877076.8581991,production_system
A1528,70,6.15,0.9417,1786501235.858203,production_system
A1529,53,6.33,0.5561,1787044103.858208,production_system
A1530,66,6.78,0.6208,1787542890.858211,production_system
A1531,30,11.06,0.8523,1786012808.8582149,production_system
A1532,58,2.53,0.7614,1785559426.858219,production_system
A1533,78,0,0.8619,1786163982.8582242,production_system
A1534,100,0,0.8776,1786740686.858227,production_system
A1535,37,0.98,0.9417,1787843785.858232,production_system
A1536,100,0,0.6004,1786707101.8582358,production_system
A1537,100,9.85,0.9195,1787903486.858239,production_system
A1538,100,3.22,0.4156,1787754177.858243,production_system
A1539,68,6.92,0.9134,1785999550.858248,production_system
A1540,77,0,0.7736,1785569502.858252,production_system
A1541,77,0.98,0.8622,1787296562.8582568,production_system
A1542,65,0,0.912,1785719645.858262,production_system
A1543,100,0,0.7521,1786911587.858266,production_system
A1544,100,0.63,0.8071,1786580568.858271,production_system
A1545,77,0.13,0.6434,1786883650.8582752,production_system
A1546,54,7.27,0.9866,1785870871.858279,production_system
A1547,50,0.82,0.6916,1786270406.858283,production_system
A1548,36,3.43,0.8978,1786031745.858287,production_system
A1549,72,8.93,0.9571,1786580734.858291,production_system
A1550,55,10.47,0.7835,1786770935.858295,production_system
A1551,91,5.87,0.6071,1785597495.8582988,production_system
A1552,100,0,0.8136,1787354822.858304,production_system
A1553,96,11.75,0.9246,1785719983.858308,production_system
A1554,64,14.77,0.7954,1787845848.858312,production_system
A1555,64,3.73,0.8736,1787151073.858316,production_system
A1556,51,3.83,0.8194,1787423195.8583198,production_system
A1557,100,1.97,0.9161,1785931167.858324,production_system
A1558,69,1.08,0.9164,1785962523.858328,production_system
A1559,56,4.34,0.8705,1787170609.8583329,production_system
A1560,68,9.5,0.7418,1786480744.858337,production_system
A1561,93,0.26,0.9434,1786993524.858342,production_system
A1562,18,0,0.8648,1786173072.858345,production_system
A1563,97,2.8,0.8887,1786032494.858351,production_system
A1564,69,0.94,0.831,1787553644.858356,production_system
A1565,100,4.31,0.9831,1785735136.85836,production_system
A1566,51,10.71,0.8867,1785933578.858367,production_system
A1567,96,0.99,0.5194,1786276984.858371,production_system
A1568,97,4.67,0.6594,1785440290.8583748,production_system
A1569,74,1.2,0.7302,1785478779.858378,production_system
A1570,92,9.39,0.876,1786862373.8583832,production_system
A1571,78,3.2,0.8108,1787773771.858387,production_system
A1572,100,0,0.8437,1787842812.858391,production_system
A1573,54,1.8,0.4311,1786241895.8583949,production_system
A1574,100,0,0.8075,1786529671.858399,production_system
A1575,100,10.33,0.9434,1786824102.858403,production_system
A1576,79,0,0.6564,1785616971.858408,production_system
A1577,100,0,0.499,1785678266.858412,production_system
A1578,100,0,0.7302,1787835999.858416,production_system
A1579,100,0,0.8186,1787323799.858421,production_system
A1580,16,0.61,0.5332,1786351107.858426,production_system
A1581,100,4.52,0.6822,1785375540.85843,production_system
A1582,43,4.96,0.7903,1787280019.858434,production_system
A1583,45,5.72,0.9162,1785419080.8584378,production_system
A1584,70,3.1,0.7676,1785655068.858443,production_system
A1585,96,6.25,0.9219,1786620398.858447,production_system
A1586,70,0,0.782,1787076039.858451,production_system
A1587,100,7.05,0.525,1786788927.8584561,production_system
A1588,100,5.51,0.8175,1787170495.85846,production_system
A1589,100,6.82,0.7895,1786308299.858464,production_system
A1590,87,0,0.8467,1786471058.858468,production_system
A1591,76,19.37,0.7094,1787644776.8584719,production_system
A1592,100,0,0.6016,1786765598.858477,production_system
A1593,63,6.46,0.3663,1786374125.8584828,production_system
A1594,60,0,0.8727,1786393074.8584871,production_system
A1595,44,0,0.8207,1786281110.858491,production_system
A1596,69,0,0.8029,1785541738.858494,production_system
A1597,69,0,0.7869,1787539638.858498,production_system
A1598,50,2.94,0.8897,1787298351.8585029,production_system
A1599,45,2.66,0.7356,1785477359.858507,production_system
A1600,99,0,0.4635,1786580049.8585112,production_system
A1601,70,4.13,0.7148,1786516704.858516,production_system
A1602,67,0,0.6777,1786524602.85852,production_system
A1603,100,3.88,0.6437,1787393280.8585238,production_system
A1604,100,0.55,0.5566,1785359472.858528,production_system
A1605,60,8.07,0.7295,1786090708.8585322,production_system
A1606,76,3.49,0.8598,1785427256.858537,production_system
A1607,61,0,0.9841,1786611298.858542,production_system
A1608,100,5.52,0.9215,1785996637.858546,production_system
A1609,37,0,0.5584,1785430998.858551,production_system
A1610,56,2.28,0.8211,1787692503.8585548,production_system
A1611,43,0.75,0.6834,1786508891.858559,production_system
A1612,71,0.24,0.833,1787409923.8585632,production_system
A1613,68,7.68,0.8931,1787350221.858568,production_system
A1614,91,0,0.7669,1787129106.858572,production_system
A1615,47,4.99,0.897,1787487642.8585758,production_system
A1616,46,2.46,0.8872,1786745750.858581,production_system
A1617,100,0,0.7557,1786255887.8585851,production_system
A1618,42,6.27,0.8123,1787310177.858589,production_system
A1619,85,5.65,0.7008,1785811232.858593,production_system
A1620,88,0,0.9009,1786052812.858598,production_system
A1621,46,6.21,0.8086,1785565630.858602,production_system
A1622,94,3.68,0.8765,1787819494.858606,production_system
A1623,82,6.14,0.8156,1786669066.85861,production_system
A1624,90,1.24,0.8384,1787674125.858615,production_system
A1625,89,7.41,0.7389,1786798863.858619,production_system
A1626,100,0,0.7881,1786363159.858623,production_system
A1627,47,11.29,0.84,1786034495.8586292,production_system
A1628,84,10.66,0.8554,1785749527.858633,production_system
A1629,24,3.4,0.7732,1787922656.858638,production_system
A1630,87,0,0.6473,1786363445.8586419,production_system
A1631,76,1.98,0.5031,1787803334.858647,production_system
A1632,100,6.48,0.7496,1787027658.858651,production_system
A1633,36,1.71,0.7138,1786719792.858655,production_system
A1634,100,0,0.7873,1786980183.858659,production_system
A1635,57,0,0.9375,1786106019.8586628,production_system
A1636,100,3.48,0.755,1786961837.858668,production_system
A1637,62,8.89,0.5805,1787333917.8586721,production_system
A1638,100,3.14,0.9789,1786304122.858677,production_system
A1639,48,3.46,0.659,1786400473.8586812,production_system
A1640,85,7.18,0.7747,1785981852.858685,production_system
A1641,100,4.39,0.8678,1786530871.858689,production_system
A1642,74,0,0.8019,1786720680.8586931,production_system
A1643,58,3.03,0.9014,1786017752.858698,production_system
A1644,62,1.35,0.8553,1787076574.8587022,production_system
A1645,51,6.35,0.5289,1787535529.858707,production_system
A1646,100,0,0.8332,1787588436.858712,production_system
A1647,58,0,0.7827,1785373885.858716,production_system
A1648,70,7.15,0.7289,1787664606.85872,production_system
A1649,85,0,0.6433,1787790931.858724,production_system
A1650,87,14.21,0.8843,1785749188.858728,production_system
A1651,100,1.1,0.4725,1786818304.858732,production_system
A1652,29,1.4,0.9032,1785514594.858737,production_system
A1653,39,4.7,0.7227,1786881383.858741,production_system
A1654,73,0.37,0.9681,1786041570.858745,production_system
A1655,17,0.27,0.9763,1786111019.8587499,production_system
A1656,78,2.85,0.8207,1786470044.858755,production_system
A1657,48,0,0.7663,1787314180.858759,production_system
A1658,56,0,0.4842,1786509213.858764,production_system
A1659,27,0,0.7211,1785854326.858768,production_system
A1660,90,6.84,0.8364,1787639788.858773,production_system
A1661,49,1.98,0.8135,1785417038.858777,production_system
A1662,100,2.68,0.8591,1787235767.858782,production_system
A1663,100,4.55,0.949,1787257798.858786,production_system
A1664,90,1.0,0.8609,1786576856.85879,production_system
A1665,75,0,0.7477,1787063309.858794,production_system
A1666,71,4.42,0.849,1786630038.858798,production_system
A1667,98,7.65,0.7443,1786514522.858803,production_system
A1668,44,0,0.8978,1785683298.858807,production_system
A1669,61,0,0.7604,1786987877.858811,production_system
A1670,81,3.21,0.8909,1785860116.858817,production_system
A1671,46,0,0.7505,1787216224.8588219,production_system
A1672,100,12.45,0.5379,1787474845.858826,production_system
A1673,65,5.83,0.9243,1785749766.8588312,production_system
A1674,92,1.69,0.6797,1785855197.858835,production_system
A1675,52,10.7,0.916,1787448076.85884,production_system
A1676,100,1.32,0.8503,1787847811.8588438,production_system
A1677,100,2.44,0.5657,1785601162.858849,production_system
A1678,76,1.94,0.9344,1785534934.8588538,production_system
A1679,55,3.66,0.705,1785345766.8588579,production_system
A1680,70,7.82,0.8765,1786878097.858863,production_system
A1681,32,4.43,0.5024,1786215166.858867,production_system
A1682,92,0,0.8715,1786019030.858871,production_system
A1683,74,8.74,0.8525,1786797806.858876,production_system
A1684,100,7.16,0.8637,1786224654.85888,production_system
A1685,76,0,0.9908,1785602047.858884,production_system
A1686,63,3.75,0.689,1787725843.8588889,production_system
A1687,54,1.18,0.8138,1787868892.858894,production_system
A1688,100,13.13,0.8159,1785868237.858898,production_system
A1689,62,0,0.8966,1787728356.858902,production_system
A1690,94,5.96,0.9538,1786357348.858907,production_system
A1691,80,2.08,0.513,1786017705.858911,production_system
A1692,100,6.14,0.6148,1785490178.858915,production_system
A1693,76,2.35,0.9653,1786908654.8589199,production_system
A1694,72,11.01,0.6998,1785992005.8589242,production_system
A1695,87,4.43,0.6171,1786468354.858929,production_system
A1696,68,0,0.4717,1786622068.858933,production_system
A1697,66,2.07,0.7887,1786576099.858937,production_system
A1698,90,3.87,0.8129,1785744900.858942,production_system
A1699,75,0,0.8142,1785780308.858946,production_system
A1700,70,10.63,0.574,1786398577.85895,production_system
A1701,79,2.71,0.6726,1786703531.858955,production_system
A1702,94,0.48,0.862,1785989942.8589592,production_system
A1703,75,9.32,0.7322,1787420391.858964,production_system
A1704,100,1.84,0.8636,1786299343.858968,production_system
A1705,90,0,0.7318,1786742646.8589718,production_system
A1706,87,0,0.7188,1785461358.858977,production_system
A1707,98,2.76,0.8795,1787759816.8589811,production_system
A1708,100,5.03,0.8223,1787817980.858986,production_system
A1709,97,8.52,0.8435,1786909715.8589911,production_system
A1710,75,13.58,0.9273,1786038486.858995,production_system
A1711,81,8.47,0.8055,1785515815.858999,production_system
A1712,69,2.82,0.5591,1787126663.859005,production_system
A1713,78,5.51,0.7071,1786067719.85901,production_system
A1714,85,0,0.5785,1787345652.8590138,production_system
A1715,34,15.41,0.895,1787520254.859018,production_system
A1716,100,2.62,0.9681,1787011945.859023,production_system
A1717,77,3.29,0.681,1786584337.859027,production_system
A1718,86,6.93,0.6381,1787383376.8590322,production_system
A1719,94,0,0.8614,1787639875.859036,production_system
A1720,85,8.53,0.9087,1787449194.85904,production_system
A1721,99,4.42,0.8016,1786717162.859045,production_system
A1722,88,0,0.9266,1787251473.8590488,production_system
A1723,95,0,0.5095,1785656303.859054,production_system
A1724,43,3.35,0.9068,1786949911.859058,production_system
A1725,52,6.63,0.7833,1785757417.859062,production_system
A1726,74,6.64,0.4286,1785668660.859068,production_system
A1727,74,3.79,0.6143,1787551483.859073,production_system
A1728,94,4.25,0.7825,1785825254.8590772,production_system
A1729,73,0,0.8551,1786413709.859081,production_system
A1730,84,0,0.7686,1787354468.859086,production_system
A1731,96,0,0.8,1787186196.8590899,production_system
A1732,100,4.35,0.8195,1785741385.859095,production_system
A1733,95,0,0.7819,1785924785.859099,production_system
A1734,30,1.56,0.5848,1785732340.859103,production_system
A1735,82,0,0.6929,1785446841.859107,production_system
A1736,69,0,0.8909,1786063844.859112,production_system
A1737,92,9.52,0.7516,1785830285.859116,production_system
A1738,58,4.46,0.8821,1786575903.8591201,production_system
A1739,76,1.04,0.7462,1787320873.859124,production_system
A1740,13,0,0.8824,1785716075.859128,production_system
A1741,37,8.28,0.6054,1785688035.859133,production_system
A1742,100,0,0.6396,1787553887.859137,production_system
A1743,71,0,0.5735,1787798804.859141,production_system
A1744,100,0,0.9037,1785506105.859145,production_system
A1745,87,6.02,0.8759,1785354344.8591502,production_system
A1746,52,3.31,0.7314,1785501428.859154,production_system
A1747,98,0,0.8118,1786485232.859158,production_system
A1748,54,0,0.7226,1787480361.8591628,production_system
A1749,54,8.26,0.9466,1785776669.8591669,production_system
A1750,100,7.14,0.8962,1787715147.8591712,production_system
A1751,98,7.63,0.8737,1786129930.859176,production_system
A1752,70,3.37,0.635,1786532623.85918,production_system
A1753,80,6.24,0.7766,1785488753.859184,production_system
A1754,72,3.28,0.7444,1785921983.859189,production_system
A1755,66,0.21,0.8996,1787911374.859193,production_system
A1756,79,2.23,0.8533,1786896549.859197,production_system
A1757,79,0,0.3731,1786051348.859201,production_system
A1758,100,7.13,0.8324,1786963868.859206,production_system
A1759,100,7.01,0.7228,1787815053.85921,production_system
A1760,100,2.97,0.728,1785950848.859214,production_system
A1761,67,0.8,0.9566,1785490721.8592188,production_system
A1762,28,0,0.8398,1785455603.8592231,production_system
A1763,52,0.67,0.9186,1787722799.859227,production_system
A1764,74,0,0.6619,1786139905.859231,production_system
A1765,60,2.97,0.5451,1787313847.859236,production_system
A1766,84,10.23,0.8233,1785795682.859242,production_system
A1767,79,3.77,0.8249,1787263165.859246,production_system
A1768,81,12.34,0.5487,1786137161.8592498,production_system
A1769,100,12.74,0.7239,1786693255.8592541,production_system
A1770,39,13.57,0.829,1786437382.8592582,production_system
A1771,64,1.2,0.7101,1787651996.859263,production_system
A1772,74,0,0.9055,1787252291.8592682,production_system
A1773,100,8.25,0.6203,1785772588.859273,production_system
A1774,75,0.03,0.7489,1785343102.859277,production_system
A1775,88,7.39,0.8334,1786420487.859282,production_system
A1776,57,9.09,0.7481,1787498491.859286,production_system
A1777,72,2.74,0.8721,1786118862.8592908,production_system
A1778,46,7.58,0.8804,1786835455.859295,production_system
A1779,89,0.7,0.7687,1786621334.8593001,production_system
A1780,100,3.78,0.9818,1785921256.859304,production_system
A1781,57,9.74,0.8899,1787303841.859308,production_system
A1782,70,0.88,0.8805,1787381435.859312,production_system
A1783,65,4.16,0.8675,1787338190.859317,production_system
A1784,77,17.51,0.646,1787216895.859321,production_system
A1785,55,4.0,0.8552,1786583609.859325,production_system
A1786,66,0.86,0.8706,1786834905.85933,production_system
A1787,100,0,0.7033,1787322643.859334,production_system
A1788,98,2.57,0.7845,1787489805.859338,production_system
A1789,64,6.11,0.9144,1787306435.859342,production_system
A1790,82,0.62,0.6442,1787807364.8593469,production_system
A1791,77,0,0.5744,1787114520.859352,production_system
A1792,29,0,0.8614,1786553133.8593569,production_system
A1793,42,1.98,0.7104,1785967009.859361,production_system
A1794,75,11.19,0.511,1785581009.8593652,production_system
A1795,69,6.57,0.8582,1786033027.859371,production_system
A1796,100,10.89,0.6688,1785873571.859375,production_system
A1797,79,4.31,0.6247,1786395390.859381,production_system
A1798,95,0.48,0.8125,1786230655.8593862,production_system
A1799,66,2.3,0.8994,1786924170.85939,production_system
A1800,61,9.08,0.7962,1787727051.859395,production_system
A1801,96,6.08,0.8618,1785548544.8594,production_system
A1802,9,0,0.9351,1785677660.859404,production_system
A1803,100,3.81,0.5309,1785745266.859408,production_system
A1804,93,5.95,0.8514,1786247921.859413,production_system
A1805,91,13.05,0.9384,1787486578.8594172,production_system
A1806,76,0,0.6258,1786236154.859423,production_system
A1807,65,7.45,0.7251,1786079015.8594282,production_system
A1808,79,3.05,0.5978,1786149882.859433,production_system
A1809,54,0,0.8935,1787796464.8594382,production_system
A1810,61,5.25,0.7427,1787406783.859442,production_system
A1811,95,5.25,0.751,1787506734.859447,production_system
A1812,78,10.27,0.8878,1785798630.8594508,production_system
A1813,100,0,0.957,1786632255.859456,production_system
A1814,40,0,0.913,1787173470.859461,production_system
A1815,95,8.06,0.8607,1786534923.859465,production_system
A1816,87,0,0.7666,1787216550.859469,production_system
A1817,89,8.08,0.9538,1786893551.859474,production_system
A1818,53,8.33,0.7569,1787317082.859478,production_system
A1819,46,9.54,0.9155,1787638003.8594828,production_system
A1820,100,5.12,0.7844,1787651838.859488,production_system
A1821,84,1.07,0.859,1786310847.859492,production_system
A1822,84,2.25,0.5408,1786501197.8594959,production_system
A1823,81,6.19,0.6496,1785693433.8595011,production_system
A1824,88,2.25,0.7414,1786992604.859506,production_system
A1825,66,0,0.7576,1786533975.85951,production_system
A1826,92,4.37,0.7825,1787607877.859514,production_system
A1827,55,0,0.8094,1786931012.859519,production_system
A1828,65,4.26,0.8763,1787022510.859523,production_system
A1829,100,0,0.9016,1786372941.8595269,production_system
A1830,51,7.96,0.8125,1787826177.859531,production_system
A1831,100,3.33,0.908,1785690774.859536,production_system
A1832,100,3.2,0.7683,1786281040.85954,production_system
A1833,100,14.62,0.7978,1786372863.859545,production_system
A1834,53,2.56,0.6308,1786443810.859549,production_system
A1835,100,5.39,0.6389,1786337369.859553,production_system
A1836,100,6.33,0.4487,1786825668.8595572,production_system
A1837,9,12.17,0.6133,1787172294.859562,production_system
A1838,59,7.9,0.6101,1786768453.859566,production_system
A1839,60,0,0.6903,1786970860.85957,production_system
A1840,100,0,0.765,1786562853.859576,production_system
A1841,100,3.2,0.6012,1787514909.8595798,production_system
A1842,100,6.03,0.6985,1787372131.859585,production_system
A1843,80,0,0.6716,1787077249.859589,production_system
A1844,96,0,0.8518,1785567194.859593,production_system
A1845,57,0,0.8482,1786851107.859597,production_system
A1846,27,7.84,0.9218,1786578381.859603,production_system
A1847,51,2.85,0.8324,1785355800.859607,production_system
A1848,100,0,0.7535,1786772018.8596108,production_system
A1849,91,0,0.7714,1787506737.859616,production_system
A1850,93,8.86,0.8464,1787423296.85962,production_system
A1851,100,0,0.6209,1787123319.859624,production_system
A1852,81,10.64,0.8072,1787646358.8596292,production_system
A1853,98,4.68,0.7663,1785655490.859633,production_system
A1854,93,4.06,0.4263,1787257935.859638,production_system
A1855,100,5.01,0.9212,1785537233.859642,production_system
A1856,51,9.28,0.8624,1786610359.8596458,production_system
A1857,82,4.95,0.5961,1787743822.8596501,production_system
A1858,98,0,0.6854,1785658318.859655,production_system
A1859,75,0,0.5842,1787282472.859659,production_system
A1860,100,0.32,0.6848,1787521260.859664,production_system
A1861,85,0,0.7844,1785430254.859668,production_system
A1862,50,1.0,0.8648,1787835130.859672,production_system
A1863,34,8.36,0.8864,1786639813.8596768,production_system
A1864,45,1.52,0.9028,1786262523.8596811,production_system
A1865,100,17.34,0.8206,1787833851.8596852,production_system
A1866,100,4.9,0.894,1786232941.859689,production_system
A1867,100,0,0.774,1787273708.859694,production_system
A1868,100,10.0,0.8451,1787893373.8596978,production_system
A1869,84,4.33,0.8497,1786236593.859702,production_system
A1870,58,0,0.8082,1787561869.8597069,production_system
A1871,91,3.8,0.6412,1787677882.859712,production_system
A1872,74,4.79,0.7986,1785334498.8597162,production_system
A1873,90,9.88,0.8864,1787050720.85972,production_system
A1874,100,2.57,0.9259,1787267619.859725,production_system
A1875,67,0,0.9788,1785878930.8597288,production_system
A1876,70,4.92,0.7447,1785673963.859733,production_system
A1877,0,6.18,0.8728,1786560374.8597372,production_system
A1878,76,4.53,0.7542,1787664813.859742,production_system
A1879,84,1.8,0.6776,1787456710.859746,production_system
A1880,20,0,0.9492,1787901579.8597498,production_system
A1881,48,6.34,0.7661,1786548739.859755,production_system
A1882,85,0,0.565,1787086830.85976,production_system
A1883,79,0,0.71,1787794168.859765,production_system
A1884,67,0,0.8851,1785943193.85977,production_system
A1885,47,8.21,0.8195,1786384943.8597739,production_system
A1886,92,9.27,0.6723,1787661588.8597791,production_system
A1887,100,3.85,0.9143,1787236020.859784,production_system
A1888,41,8.75,0.7483,1787016920.859788,production_system
A1889,47,7.24,0.7273,1785728000.859793,production_system
A1890,65,0,0.8417,1787437699.859797,production_system
A1891,85,1.77,0.7551,1786064767.859802,production_system
A1892,39,0,0.6916,1785718358.859806,production_system
A1893,76,0.57,0.7287,1785498553.85981,production_system
A1894,77,9.29,0.6478,1787344173.859815,production_system
A1895,87,0,0.8935,1787598629.859819,production_system
A1896,100,11.05,0.8323,1786053854.8598242,production_system
A1897,75,4.6,0.7177,1787117401.859828,production_system
A1898,57,0,0.6528,1785822006.859832,production_system
A1899,90,8.19,0.6578,1785534124.8598368,production_system
A1900,67,0,0.6981,1786928203.859841,production_system
A1901,98,6.62,0.9632,1786335227.8598452,production_system
A1902,89,9.67,0.8091,1786221592.859849,production_system
A1903,24,3.22,0.8235,1785456622.859854,production_system
A1904,68,0,0.8593,1786819478.859858,production_system
A1905,77,4.43,0.73,1787091314.859863,production_system
A1906,100,3.68,0.8648,1785387423.8598669,production_system
A1907,71,0.92,0.9181,1786431567.859871,production_system
A1908,90,0.5,0.9647,1787532398.859875,production_system
A1909,79,4.28,0.5357,1786706833.859879,production_system
A1910,100,4.83,0.719,1787774135.859884,production_system
A1911,43,0,0.7595,1787126708.859888,production_system
A1912,95,0,0.7896,1786237524.859892,production_system
A1913,22,8.83,0.8855,1786503757.8598971,production_system
A1914,100,13.58,0.8326,1786607769.859901,production_system
A1915,100,0,0.643,1787216265.859906,production_system
A1916,100,2.08,0.6969,1787822422.8599098,production_system
A1917,100,7.78,0.8496,1787122483.859915,production_system
A1918,94,5.04,0.6954,1787889351.859919,production_system
A1919,98,0,0.7536,1787425569.859924,production_system
A1920,100,0,0.7768,1786680420.8599281,production_system
A1921,100,0,0.5867,1786534985.859933,production_system
A1922,78,0,0.6102,1786098082.8599381,production_system
A1923,98,7.37,0.9582,1785855488.859942,production_system
A1924,46,1.11,0.7626,1786477730.859947,production_system
A1925,32,5.77,0.8904,1787109382.859951,production_system
A1926,85,5.04,0.4723,1787029198.859957,production_system
A1927,100,0.3,0.7922,1787233522.8599622,production_system
A1928,100,0,0.9266,1786214252.859966,production_system
A1929,98,2.87,0.9052,1787064555.859971,production_system
A1930,28,0,0.4173,1787431417.859976,production_system
A1931,69,0.54,0.9029,1785468015.859981,production_system
A1932,96,0,0.5799,1787900377.8599858,production_system
A1933,84,2.86,0.9349,1787503134.859992,production_system
A1934,58,0,0.7127,1785735030.8599958,production_system
A1935,61,0,0.962,1786182416.860002,production_system
A1936,58,4.3,0.7595,1787756049.8600059,production_system
A1937,42,0,0.8348,1785612056.860012,production_system
A1938,82,0,0.8219,1786681649.8600168,production_system
A1939,61,11.78,0.9081,1787025971.860022,production_system
A1940,86,3.94,0.7277,1786247484.8600261,production_system
A1941,71,0,0.8325,1786582588.860031,production_system
A1942,58,0.22,0.9463,1787265212.8600361,production_system
A1943,53,2.28,0.6463,1787404141.86004,production_system
A1944,52,0,0.8172,1787176503.860045,production_system
A1945,88,0,0.6422,1787336345.86005,production_system
A1946,100,2.39,0.6069,1785470173.860055,production_system
A1947,78,0,0.8975,1786210026.86006,production_system
A1948,100,7.58,0.8407,1787210903.860065,production_system
A1949,65,0,0.7278,1787501572.86007,production_system
A1950,100,4.6,0.7834,1787132985.860076,production_system
A1951,72,3.01,0.8375,1786118853.8600802,production_system
A1952,30,6.01,0.8893,1785877890.860085,production_system
A1953,50,0,0.8853,1786432413.86009,production_system
A1954,100,0,0.705,1787795729.860096,production_system
A1955,83,0,0.7593,1786749717.8601012,production_system
A1956,28,1.64,0.6742,1786492090.860106,production_system
A1957,52,0,0.7908,1787653751.860111,production_system
A1958,52,4.68,0.833,1786772026.860116,production_system
A1959,53,2.23,0.8932,1787661750.860121,production_system
A1960,67,14.23,0.6146,1786837944.860126,production_system
A1961,94,7.08,0.737,1785673975.86013,production_system
A1962,38,4.33,0.4851,1786793587.8601348,production_system
A1963,65,0,0.837,1786612868.86014,production_system
A1964,67,0,0.736,1787169007.8601449,production_system
A1965,69,2.09,0.9411,1786498606.860149,production_system
A1966,100,8.54,0.701,1786697363.8601549,production_system
A1967,100,4.22,0.7685,1787899857.860162,production_system
A1968,100,5.03,0.9674,1786755689.8601658,production_system
A1969,88,0.08,0.8076,1786865153.860171,production_system
A1970,49,1.83,0.9331,1786071848.8601758,production_system
A1971,53,3.34,0.7327,1787369311.860181,production_system
A1972,64,7.85,0.8191,1785454258.860186,production_system
A1973,76,11.07,0.7735,1786476467.8601909,production_system
A1974,100,6.85,0.7992,1785498411.860196,production_system
A1975,49,7.57,0.7355,1786136192.860201,production_system
A1976,67,0.15,0.8165,1786548424.860207,production_system
A1977,58,8.12,0.976,1787840471.860211,production_system
A1978,77,6.44,0.7568,1786259727.8602161,production_system
A1979,100,1.15,0.8552,1786939088.860221,production_system
A1980,53,1.54,0.8881,1787447790.8602262,production_system
A1981,63,0,0.7211,1787697391.860231,production_system
A1982,55,0,0.7528,1787511327.860235,production_system
A1983,100,7.43,0.9297,1787787565.86024,production_system
A1984,99,2.66,0.9206,1785580797.860245,production_system
A1985,47,10.4,0.8756,1787197388.86025,production_system
A1986,87,0,0.3025,1786670578.860255,production_system
A1987,88,1.76,0.7192,1787914730.86026,production_system
A1988,100,7.1,0.8325,1786927240.8602638,production_system
A1989,100,0.55,0.7949,1785473800.860269,production_system
A1990,81,0,0.7914,1786333250.8602738,production_system
A1991,81,6.83,0.8499,1785369993.860279,production_system
A1992,88,0,0.9024,1787901870.8602839,production_system
A1993,28,0,0.9062,1785751237.860288,production_system
A1994,49,9.87,0.7593,1787695506.8602931,production_system
A1995,99,2.0,0.6528,1787575106.860298,production_system
A1996,100,13.03,0.7244,1786605820.8603032,production_system
A1997,100,7.54,0.9201,1787758061.860308,production_system
A1998,100,0,0.6483,1786979372.8603132,production_system
A1999,96,9.21,0.8531,1787606884.860317,production_system
