po_id,asset_id,product_name,quantity,buyer_id,supplier_id,lender_id,agreed_price,buyer_risk_score,buyer_payment_history,supplier_reliability,payment_terms_days,created_ts,source
PO10200,A1200,smartphones,5643,buyer_gamma,supplier_02,lender_delta,752.04,0.64,0.8737,0.632,30,1785806823.85674,erp
PO10201,A1201,auto components,45479,buyer_zeta,supplier_07,lender_north,570.35,0.136,0.9381,0.8614,90,1786352777.856745,erp
PO10202,A1202,textile rolls,30038,buyer_zeta,supplier_07,lender_north,702.84,0.348,0.8455,0.7477,90,1786655922.85675,erp
PO10203,A1203,auto components,37713,buyer_epsilon,supplier_09,lender_prime,502.15,0.4101,0.7155,0.8912,45,1785494856.8567538,erp
PO10204,A1204,textile rolls,21805,buyer_gamma,supplier_05,lender_delta,938.7,0.2213,0.8553,0.8003,30,1787234881.856758,erp
PO10205,A1205,textile rolls,21266,buyer_zeta,supplier_04,lender_atlas,864.1,0.1987,0.8767,0.8734,60,1787578541.8567622,erp
PO10206,A1206,steel coils,7250,buyer_delta,supplier_03,lender_prime,114.0,0.066,0.8692,0.8897,30,1787766906.856767,erp
PO10207,A1207,auto components,31705,buyer_zeta,supplier_06,lender_delta,1170.98,0.2998,0.7784,0.7946,60,1786458227.856771,erp
PO10208,A1208,laptop batteries,6369,buyer_theta,supplier_09,lender_delta,397.13,0.5432,0.8905,0.6943,90,1786685750.8567748,erp
PO10209,A1209,LED panels,24987,buyer_delta,supplier_01,lender_north,517.61,0.4065,0.8486,0.6189,60,1786182512.856779,erp
PO10210,A1210,laptop batteries,9453,buyer_delta,supplier_02,lender_atlas,168.01,0.2048,0.8973,0.7626,30,1786529193.8567839,erp
PO10211,A1211,smartphones,17965,buyer_beta,supplier_03,lender_delta,122.81,0.172,0.7075,0.7614,90,1786282257.856788,erp
PO10212,A1212,laptop batteries,41732,buyer_epsilon,supplier_06,lender_prime,903.88,0.2947,0.6667,0.9658,30,1786254216.856792,erp
PO10213,A1213,smartphones,38581,buyer_delta,supplier_01,lender_delta,838.55,0.1694,0.9551,0.8811,60,1785572465.8567958,erp
PO10214,A1214,medical devices,13146,buyer_zeta,supplier_08,lender_prime,839.53,0.1216,0.6686,0.5654,45,1787625467.856801,erp
PO10215,A1215,textile rolls,17758,buyer_gamma,supplier_08,lender_atlas,566.73,0.3463,0.7512,0.5155,45,1785343084.856805,erp
PO10216,A1216,steel coils,42502,buyer_epsilon,supplier_06,lender_atlas,168.14,0.2819,0.722,0.8589,30,1787859469.856809,erp
PO10217,A1217,steel coils,5740,buyer_delta,supplier_11,lender_delta,969.18,0.0889,0.8965,0.9138,45,1785523487.856813,erp
PO10218,A1218,medical devices,37078,buyer_gamma,supplier_09,lender_delta,905.49,0.3592,0.5981,0.7649,60,1786592501.856817,erp
PO10219,A1219,steel coils,42000,buyer_zeta,supplier_06,lender_delta,998.34,0.1887,0.8377,0.6854,60,1785592125.856822,erp
PO10220,A1220,smartphones,30670,buyer_gamma,supplier_02,lender_atlas,221.08,0.227,0.7022,0.6468,30,1785417776.856826,erp
PO10221,A1221,medical devices,38267,buyer_epsilon,supplier_01,lender_delta,131.03,0.0873,0.6889,0.5726,30,1786575046.85683,erp
PO10222,A1222,LED panels,46228,buyer_gamma,supplier_06,lender_north,217.71,0.3314,0.8991,0.7529,90,1785809558.856834,erp
PO10223,A1223,laptop batteries,9338,buyer_eta,supplier_12,lender_delta,688.78,0.3534,0.9533,0.9158,90,1786382313.856838,erp
PO10224,A1224,textile rolls,23078,buyer_zeta,supplier_04,lender_prime,932.83,0.0889,0.7197,0.7158,45,1786707718.856842,erp
PO10225,A1225,medical devices,7792,buyer_alpha,supplier_06,lender_atlas,562.07,0.0436,0.7888,0.9547,30,1786842895.856846,erp
PO10226,A1226,textile rolls,13652,buyer_gamma,supplier_01,lender_atlas,101.58,0.1447,0.9218,0.7241,90,1785562663.8568509,erp
PO10227,A1227,laptop batteries,35195,buyer_alpha,supplier_01,lender_atlas,426.94,0.2598,0.6342,0.8422,45,1786480801.8568552,erp
PO10228,A1228,laptop batteries,6253,buyer_eta,supplier_11,lender_delta,644.03,0.3024,0.8569,0.6969,45,1787335083.856859,erp
PO10229,A1229,medical devices,34828,buyer_epsilon,supplier_12,lender_north,538.87,0.463,0.8956,0.7686,90,1786642022.856863,erp
PO10230,A1230,auto components,42236,buyer_theta,supplier_12,lender_atlas,216.27,0.3303,0.7542,0.9116,45,1785807454.856867,erp
PO10231,A1231,medical devices,25007,buyer_theta,supplier_12,lender_north,1028.47,0.3564,0.5904,0.9153,45,1786121058.856871,erp
PO10232,A1232,LED panels,48690,buyer_eta,supplier_01,lender_delta,875.43,0.2102,0.8196,0.9586,30,1787118066.856875,erp
PO10233,A1233,steel coils,20459,buyer_epsilon,supplier_08,lender_atlas,575.16,0.4224,0.704,0.8523,90,1787809868.8568802,erp
PO10234,A1234,LED panels,47203,buyer_gamma,supplier_08,lender_north,1063.76,0.0801,0.8936,0.7101,45,1786326063.856884,erp
PO10235,A1235,auto components,11699,buyer_eta,supplier_01,lender_atlas,695.97,0.2854,0.7604,0.8151,60,1787863153.856888,erp
PO10236,A1236,auto components,33179,buyer_theta,supplier_08,lender_prime,745.26,0.2285,0.9835,0.8635,60,1787760337.8568919,erp
PO10237,A1237,medical devices,38385,buyer_gamma,supplier_01,lender_atlas,424.09,0.1197,0.793,0.9694,60,1786368464.856896,erp
PO10238,A1238,auto components,28505,buyer_eta,supplier_02,lender_prime,379.69,0.1519,0.7344,0.7446,60,1786123164.8569002,erp
PO10239,A1239,LED panels,38192,buyer_zeta,supplier_05,lender_atlas,1115.44,0.2593,0.9121,0.7187,45,1785333568.856904,erp
PO10240,A1240,smartphones,22375,buyer_eta,supplier_07,lender_atlas,690.08,0.1042,0.9852,0.6895,45,1787100596.856908,erp
PO10241,A1241,medical devices,31898,buyer_zeta,supplier_06,lender_delta,964.82,0.3026,0.634,0.8847,60,1785585775.856912,erp
PO10242,A1242,LED panels,45424,buyer_alpha,supplier_04,lender_atlas,967.46,0.0464,0.752,0.8818,90,1787550300.856916,erp
PO10243,A1243,textile rolls,30116,buyer_theta,supplier_04,lender_atlas,290.72,0.1362,0.5587,0.8687,45,1787502260.85692,erp
PO10244,A1244,medical devices,2895,buyer_gamma,supplier_04,lender_delta,489.6,0.1242,0.9097,0.9118,60,1786754004.8569238,erp
PO10245,A1245,medical devices,8210,buyer_zeta,supplier_08,lender_atlas,213.21,0.4194,0.6319,0.6624,90,1787701595.856928,erp
PO10246,A1246,steel coils,44769,buyer_gamma,supplier_01,lender_prime,162.88,0.1092,0.7046,0.6245,30,1785961089.856933,erp
PO10247,A1247,auto components,46283,buyer_gamma,supplier_02,lender_delta,152.83,0.1425,0.7551,0.7392,30,1786212786.856938,erp
PO10248,A1248,LED panels,43062,buyer_beta,supplier_06,lender_prime,959.22,0.3043,0.8291,0.7144,60,1785630445.8569422,erp
PO10249,A1249,medical devices,44383,buyer_delta,supplier_03,lender_prime,897.67,0.5261,0.7645,0.6675,90,1786541107.8569448,erp
PO10250,A1250,medical devices,4529,buyer_theta,supplier_11,lender_prime,292.43,0.0885,0.8425,0.8969,60,1785522444.856949,erp
PO10251,A1251,medical devices,23061,buyer_epsilon,supplier_07,lender_prime,715.96,0.2184,0.5895,0.9344,90,1786580034.856954,erp
PO10252,A1252,steel coils,29020,buyer_eta,supplier_07,lender_north,808.49,0.2857,0.9579,0.711,90,1785379195.856958,erp
PO10253,A1253,laptop batteries,30279,buyer_eta,supplier_10,lender_delta,680.38,0.3393,0.8824,0.8127,90,1786368426.856962,erp
PO10254,A1254,steel coils,45752,buyer_beta,supplier_10,lender_prime,204.82,0.397,0.7121,0.8034,90,1786009997.856967,erp
PO10255,A1255,medical devices,22226,buyer_theta,supplier_10,lender_delta,449.38,0.12,0.7869,0.8637,30,1786711364.856971,erp
PO10256,A1256,laptop batteries,33634,buyer_theta,supplier_02,lender_prime,1027.68,0.2248,0.8604,0.7613,30,1786476348.856975,erp
PO10257,A1257,LED panels,10602,buyer_beta,supplier_03,lender_delta,913.2,0.1986,0.8019,0.6237,45,1786321357.856979,erp
PO10258,A1258,textile rolls,10012,buyer_eta,supplier_08,lender_delta,53.76,0.3037,0.9103,0.7096,45,1785445068.8569841,erp
PO10259,A1259,textile rolls,44914,buyer_delta,supplier_09,lender_north,403.39,0.0792,0.6903,0.8909,30,1787411136.856988,erp
PO10260,A1260,laptop batteries,25138,buyer_beta,supplier_10,lender_north,1079.36,0.374,0.8772,0.9088,30,1786751329.856993,erp
PO10261,A1261,steel coils,22300,buyer_alpha,supplier_07,lender_prime,339.56,0.1198,0.79,0.8201,30,1787608510.856997,erp
PO10262,A1262,medical devices,16923,buyer_beta,supplier_10,lender_delta,61.77,0.2944,0.9864,0.8599,30,1785648892.857001,erp
PO10263,A1263,steel coils,45671,buyer_delta,supplier_01,lender_delta,180.6,0.3279,0.5287,0.6854,60,1787062407.8570051,erp
PO10264,A1264,smartphones,25676,buyer_gamma,supplier_09,lender_north,386.69,0.1846,0.9807,0.539,90,1785674850.857009,erp
PO10265,A1265,smartphones,22735,buyer_theta,supplier_01,lender_prime,431.75,0.477,0.6618,0.6387,30,1786896472.857013,erp
PO10266,A1266,laptop batteries,41962,buyer_gamma,supplier_01,lender_prime,1089.41,0.5128,0.6017,0.4832,90,1786554417.857017,erp
PO10267,A1267,LED panels,36275,buyer_beta,supplier_11,lender_north,413.04,0.1371,0.8672,0.8828,90,1787252690.8570209,erp
PO10268,A1268,smartphones,916,buyer_alpha,supplier_08,lender_prime,248.12,0.0529,0.7653,0.8344,30,1785413411.857025,erp
PO10269,A1269,steel coils,40611,buyer_gamma,supplier_12,lender_prime,767.54,0.5743,0.4902,0.627,45,1787441746.8570292,erp
PO10270,A1270,auto components,31591,buyer_gamma,supplier_11,lender_delta,244.54,0.3542,0.9687,0.9419,90,1785428365.857033,erp
PO10271,A1271,laptop batteries,49461,buyer_zeta,supplier_07,lender_atlas,306.87,0.1438,0.9114,0.7693,45,1786289775.857037,erp
PO10272,A1272,steel coils,47674,buyer_zeta,supplier_03,lender_north,773.14,0.2286,0.9339,0.7425,45,1785489539.857041,erp
PO10273,A1273,steel coils,34694,buyer_delta,supplier_02,lender_delta,1040.15,0.1603,0.8598,0.9358,30,1786128851.8570461,erp
PO10274,A1274,auto components,46155,buyer_eta,supplier_08,lender_prime,564.83,0.4237,0.9124,0.4965,30,1786006616.8570502,erp
PO10275,A1275,auto components,46580,buyer_theta,supplier_03,lender_delta,254.54,0.4696,0.8781,0.7875,30,1786506351.857054,erp
PO10276,A1276,medical devices,24354,buyer_alpha,supplier_09,lender_prime,168.72,0.2431,0.6907,0.5159,60,1786792976.857058,erp
PO10277,A1277,smartphones,4652,buyer_eta,supplier_05,lender_atlas,440.46,0.3917,0.8776,0.6909,30,1787124344.8570619,erp
PO10278,A1278,smartphones,26103,buyer_theta,supplier_02,lender_north,374.51,0.1792,0.8562,0.8409,30,1786691646.857066,erp
PO10279,A1279,smartphones,15725,buyer_delta,supplier_02,lender_atlas,517.56,0.2427,0.8335,0.8374,90,1786354485.85707,erp
PO10280,A1280,laptop batteries,23642,buyer_epsilon,supplier_01,lender_atlas,568.87,0.1043,0.9216,0.8169,45,1787053873.857074,erp
PO10281,A1281,textile rolls,23034,buyer_alpha,supplier_11,lender_north,472.58,0.34,0.8974,0.6094,60,1786674701.857078,erp
PO10282,A1282,auto components,38099,buyer_theta,supplier_05,lender_north,967.51,0.4339,0.6899,0.7239,60,1787683529.8570821,erp
PO10283,A1283,LED panels,15058,buyer_delta,supplier_10,lender_atlas,267.03,0.0741,0.7713,0.7133,90,1786350589.857086,erp
PO10284,A1284,textile rolls,23526,buyer_alpha,supplier_05,lender_atlas,1173.93,0.4507,0.8931,0.9645,90,1787543378.8570912,erp
PO10285,A1285,medical devices,18412,buyer_alpha,supplier_07,lender_delta,242.88,0.1724,0.8489,0.8767,45,1786812609.857096,erp
PO10286,A1286,auto components,42217,buyer_epsilon,supplier_11,lender_delta,184.05,0.4574,0.6765,0.7762,90,1787412786.857101,erp
PO10287,A1287,medical devices,38200,buyer_zeta,supplier_09,lender_prime,1020.52,0.1593,0.7867,0.9096,60,1786588074.857106,erp
PO10288,A1288,medical devices,46241,buyer_epsilon,supplier_05,lender_atlas,151.17,0.6177,0.8162,0.7986,30,1786163879.857111,erp
PO10289,A1289,smartphones,9100,buyer_theta,supplier_02,lender_prime,596.24,0.1319,0.8507,0.7309,45,1786964034.8571148,erp
PO10290,A1290,laptop batteries,9033,buyer_epsilon,supplier_03,lender_prime,532.77,0.0446,0.5241,0.9098,45,1785449771.857119,erp
PO10291,A1291,medical devices,23538,buyer_delta,supplier_03,lender_prime,145.3,0.6032,0.7963,0.889,60,1787193886.8571231,erp
PO10292,A1292,smartphones,14525,buyer_alpha,supplier_12,lender_delta,465.1,0.3482,0.8892,0.8554,60,1785577575.857128,erp
PO10293,A1293,textile rolls,32855,buyer_alpha,supplier_02,lender_prime,486.35,0.2085,0.4696,0.7724,90,1786077007.857132,erp
PO10294,A1294,laptop batteries,26374,buyer_beta,supplier_02,lender_delta,846.24,0.2913,0.7893,0.7959,90,1786420776.857136,erp
PO10295,A1295,LED panels,27005,buyer_theta,supplier_11,lender_delta,633.24,0.2041,0.9494,0.9774,60,1787273733.85714,erp
PO10296,A1296,LED panels,6813,buyer_epsilon,supplier_10,lender_prime,806.85,0.2852,0.7599,0.6502,30,1786305296.857144,erp
PO10297,A1297,auto components,25163,buyer_theta,supplier_06,lender_delta,573.2,0.0327,0.929,0.6936,90,1785918241.857148,erp
PO10298,A1298,smartphones,26149,buyer_gamma,supplier_09,lender_atlas,613.84,0.2486,0.6828,0.6541,60,1786415455.857152,erp
PO10299,A1299,smartphones,43835,buyer_eta,supplier_06,lender_north,327.23,0.3956,0.5646,0.8713,30,1786586799.857156,erp
PO10300,A1300,steel coils,21630,buyer_eta,supplier_10,lender_prime,977.66,0.1203,0.7875,0.5478,45,1786709100.8571599,erp
PO10301,A1301,textile rolls,38086,buyer_epsilon,supplier_01,lender_delta,973.34,0.2673,0.7688,0.9314,60,1786098598.8571641,erp
PO10302,A1302,steel coils,26865,buyer_zeta,supplier_04,lender_atlas,764.96,0.3432,0.7881,0.7578,90,1785539892.857168,erp
PO10303,A1303,laptop batteries,24373,buyer_alpha,supplier_09,lender_delta,211.38,0.1562,0.93,0.6915,45,1786212031.857172,erp
PO10304,A1304,laptop batteries,13077,buyer_delta,supplier_02,lender_prime,324.88,0.4436,0.9154,0.6413,30,1785876588.857175,erp
PO10305,A1305,auto components,6000,buyer_alpha,supplier_01,lender_atlas,737.86,0.5319,0.9227,0.8152,60,1785832090.857179,erp
PO10306,A1306,LED panels,8513,buyer_beta,supplier_04,lender_atlas,421.97,0.241,0.8871,0.7264,60,1787440562.857183,erp
PO10307,A1307,steel coils,31620,buyer_zeta,supplier_09,lender_north,1157.45,0.5607,0.8311,0.8844,90,1786842571.857188,erp
PO10308,A1308,auto components,15931,buyer_epsilon,supplier_02,lender_atlas,284.05,0.4924,0.9712,0.8515,60,1786142825.857192,erp
PO10309,A1309,medical devices,17602,buyer_beta,supplier_03,lender_prime,448.15,0.2515,0.8385,0.8811,45,1785422872.857197,erp
PO10310,A1310,steel coils,31850,buyer_eta,supplier_06,lender_north,342.39,0.2703,0.5065,0.8466,30,1785974806.8572009,erp
PO10311,A1311,medical devices,11559,buyer_delta,supplier_05,lender_prime,505.2,0.3876,0.7492,0.6103,60,1785841665.857205,erp
PO10312,A1312,steel coils,14040,buyer_eta,supplier_03,lender_north,1194.44,0.1965,0.796,0.8692,45,1786305860.8572092,erp
PO10313,A1313,LED panels,17292,buyer_eta,supplier_12,lender_prime,150.52,0.1042,0.8078,0.7247,60,1787201885.857214,erp
PO10314,A1314,steel coils,9145,buyer_theta,supplier_06,lender_prime,408.09,0.4189,0.4464,0.7553,60,1786086582.857218,erp
PO10315,A1315,medical devices,32696,buyer_gamma,supplier_06,lender_north,684.58,0.4319,0.7851,0.879,90,1785994373.8572218,erp
PO10316,A1316,auto components,47670,buyer_theta,supplier_02,lender_north,183.44,0.1444,0.7442,0.814,90,1787518812.857226,erp
PO10317,A1317,textile rolls,45150,buyer_zeta,supplier_01,lender_prime,497.24,0.4817,0.9879,0.8646,45,1787027820.8572302,erp
PO10318,A1318,textile rolls,21679,buyer_alpha,supplier_11,lender_prime,902.81,0.4471,0.7631,0.7523,45,1787408515.857234,erp
PO10319,A1319,auto components,28835,buyer_epsilon,supplier_08,lender_atlas,1088.33,0.4751,0.756,0.8243,45,1786093584.857238,erp
PO10320,A1320,smartphones,34142,buyer_eta,supplier_02,lender_atlas,1169.0,0.2935,0.9348,0.7428,60,1786871428.857242,erp
PO10321,A1321,LED panels,3627,buyer_eta,supplier_05,lender_prime,1104.07,0.2956,0.8651,0.6882,30,1787565011.857246,erp
PO10322,A1322,textile rolls,21074,buyer_eta,supplier_12,lender_delta,918.53,0.2862,0.956,0.7531,90,1787424972.85725,erp
PO10323,A1323,medical devices,31768,buyer_alpha,supplier_03,lender_delta,842.5,0.4743,0.8478,0.8762,30,1787114075.857253,erp
PO10324,A1324,medical devices,12835,buyer_beta,supplier_01,lender_prime,282.71,0.3559,0.8916,0.8962,90,1785879923.857257,erp
PO10325,A1325,auto components,29959,buyer_theta,supplier_01,lender_north,273.55,0.2665,0.8042,0.7362,90,1786941673.857261,erp
PO10326,A1326,smartphones,28156,buyer_alpha,supplier_09,lender_atlas,681.78,0.1545,0.8954,0.7687,60,1785388966.857266,erp
PO10327,A1327,textile rolls,47882,buyer_theta,supplier_03,lender_delta,1153.37,0.3921,0.7941,0.9345,90,1787491136.85727,erp
PO10328,A1328,textile rolls,15882,buyer_eta,supplier_08,lender_north,685.92,0.2497,0.8383,0.7199,60,1787718582.857274,erp
PO10329,A1329,auto components,45728,buyer_epsilon,supplier_03,lender_prime,859.43,0.3849,0.7447,0.7298,30,1787267193.857279,erp
PO10330,A1330,auto components,9529,buyer_zeta,supplier_06,lender_prime,1024.37,0.1826,0.8378,0.8082,45,1785692842.857284,erp
PO10331,A1331,laptop batteries,28603,buyer_eta,supplier_04,lender_delta,1104.9,0.5392,0.8246,0.5894,90,1787758774.857288,erp
PO10332,A1332,smartphones,41893,buyer_gamma,supplier_10,lender_atlas,526.39,0.3834,0.533,0.8323,90,1786466270.8572931,erp
PO10333,A1333,textile rolls,6023,buyer_eta,supplier_04,lender_prime,663.42,0.1363,0.7809,0.9617,60,1786902104.857297,erp
PO10334,A1334,steel coils,33613,buyer_epsilon,supplier_12,lender_prime,889.1,0.2093,0.9856,0.6763,45,1786444936.857301,erp
PO10335,A1335,medical devices,47348,buyer_epsilon,supplier_05,lender_north,868.65,0.3221,0.9507,0.6353,60,1785707081.857305,erp
PO10336,A1336,LED panels,34509,buyer_eta,supplier_10,lender_delta,1051.54,0.3279,0.7953,0.6885,30,1787256523.8573089,erp
PO10337,A1337,LED panels,27279,buyer_zeta,supplier_02,lender_prime,180.21,0.4179,0.9068,0.3908,30,1785617819.857314,erp
PO10338,A1338,auto components,3428,buyer_zeta,supplier_02,lender_delta,598.16,0.2253,0.9418,0.7323,60,1787539742.857318,erp
PO10339,A1339,laptop batteries,26412,buyer_eta,supplier_07,lender_atlas,667.55,0.267,0.695,0.8232,30,1785522578.857322,erp
PO10340,A1340,LED panels,1723,buyer_delta,supplier_08,lender_prime,803.58,0.3449,0.8186,0.747,30,1786488475.857326,erp
PO10341,A1341,steel coils,2076,buyer_eta,supplier_03,lender_atlas,483.13,0.091,0.8605,0.7178,30,1786572005.8573298,erp
PO10342,A1342,textile rolls,17403,buyer_gamma,supplier_07,lender_delta,1132.23,0.2182,0.8622,0.9658,30,1786785419.857334,erp
PO10343,A1343,auto components,36853,buyer_beta,supplier_04,lender_north,393.35,0.2017,0.9949,0.8119,90,1786440403.857339,erp
PO10344,A1344,auto components,33944,buyer_delta,supplier_10,lender_atlas,92.76,0.4542,0.6404,0.6761,60,1786015519.857343,erp
PO10345,A1345,medical devices,21578,buyer_epsilon,supplier_04,lender_atlas,284.32,0.1091,0.7393,0.9426,90,1785392276.8573482,erp
PO10346,A1346,laptop batteries,46180,buyer_zeta,supplier_07,lender_prime,184.73,0.5286,0.7418,0.9721,45,1787884428.857352,erp
PO10347,A1347,steel coils,7770,buyer_delta,supplier_11,lender_atlas,700.16,0.2286,0.9526,0.5869,60,1787109673.857356,erp
PO10348,A1348,medical devices,35426,buyer_alpha,supplier_12,lender_atlas,829.59,0.206,0.7799,0.7744,45,1787717372.85736,erp
PO10349,A1349,LED panels,29916,buyer_epsilon,supplier_07,lender_atlas,45.98,0.1346,0.8477,0.8034,30,1787797450.857364,erp
PO10350,A1350,auto components,2074,buyer_theta,supplier_07,lender_atlas,1014.99,0.1123,0.6669,0.8525,30,1786331447.857368,erp
PO10351,A1351,smartphones,8858,buyer_zeta,supplier_12,lender_prime,1106.17,0.2166,0.8767,0.7888,30,1786012612.8573718,erp
PO10352,A1352,auto components,28556,buyer_eta,supplier_08,lender_prime,433.96,0.3383,0.7666,0.5984,45,1787336915.857376,erp
PO10353,A1353,laptop batteries,20925,buyer_alpha,supplier_01,lender_delta,635.23,0.3175,0.6271,0.8916,30,1786144104.8573802,erp
PO10354,A1354,laptop batteries,42479,buyer_zeta,supplier_04,lender_north,950.91,0.167,0.7654,0.9115,30,1785834272.857384,erp
PO10355,A1355,medical devices,15116,buyer_delta,supplier_01,lender_north,581.18,0.1117,0.868,0.8935,60,1787730206.857388,erp
PO10356,A1356,laptop batteries,19118,buyer_alpha,supplier_04,lender_north,293.98,0.2424,0.6446,0.7628,60,1787195621.8573928,erp
PO10357,A1357,smartphones,8265,buyer_eta,supplier_12,lender_north,1063.96,0.1121,0.6723,0.9299,60,1787383951.857397,erp
PO10358,A1358,medical devices,5835,buyer_theta,supplier_04,lender_delta,957.56,0.3515,0.8199,0.8239,90,1786788876.8574011,erp
PO10359,A1359,auto components,38771,buyer_eta,supplier_11,lender_prime,280.35,0.1745,0.8034,0.82,30,1785962944.857405,erp
PO10360,A1360,steel coils,31141,buyer_zeta,supplier_07,lender_delta,514.39,0.2879,0.5308,0.9017,60,1786865681.85741,erp
PO10361,A1361,auto components,45296,buyer_epsilon,supplier_12,lender_atlas,261.15,0.2126,0.6463,0.6702,45,1786247098.857414,erp
PO10362,A1362,medical devices,49595,buyer_delta,supplier_04,lender_north,590.35,0.2121,0.8407,0.9133,30,1786342750.8574169,erp
PO10363,A1363,auto components,8911,buyer_gamma,supplier_10,lender_atlas,1134.29,0.018,0.8003,0.9693,45,1787269729.8574212,erp
PO10364,A1364,medical devices,40018,buyer_zeta,supplier_10,lender_delta,1177.0,0.144,0.686,0.6223,90,1787801788.857425,erp
PO10365,A1365,smartphones,25789,buyer_gamma,supplier_04,lender_atlas,278.84,0.1929,0.8057,0.7928,90,1787248380.85743,erp
PO10366,A1366,laptop batteries,33430,buyer_epsilon,supplier_10,lender_delta,359.51,0.0526,0.8795,0.7406,60,1786274005.857435,erp
PO10367,A1367,laptop batteries,12268,buyer_gamma,supplier_07,lender_delta,571.08,0.2667,0.7965,0.7546,30,1787473013.857439,erp
PO10368,A1368,steel coils,11302,buyer_zeta,supplier_07,lender_atlas,280.55,0.3435,0.953,0.7484,90,1787628149.857443,erp
PO10369,A1369,medical devices,16378,buyer_beta,supplier_09,lender_delta,202.7,0.5738,0.6376,0.5344,60,1787168021.857447,erp
PO10370,A1370,smartphones,44739,buyer_delta,supplier_12,lender_north,552.79,0.0657,0.7259,0.8392,45,1786342983.857451,erp
PO10371,A1371,smartphones,1551,buyer_delta,supplier_04,lender_delta,72.42,0.0289,0.8422,0.6798,90,1786119696.857455,erp
PO10372,A1372,laptop batteries,7439,buyer_beta,supplier_04,lender_atlas,415.11,0.0526,0.9409,0.7603,45,1786857643.85746,erp
PO10373,A1373,textile rolls,41844,buyer_beta,supplier_10,lender_delta,826.36,0.1291,0.7036,0.7701,45,1787825381.857465,erp
PO10374,A1374,laptop batteries,48859,buyer_beta,supplier_05,lender_delta,918.41,0.3581,0.9335,0.6816,60,1786582503.8574688,erp
PO10375,A1375,auto components,27690,buyer_alpha,supplier_09,lender_atlas,910.64,0.1877,0.495,0.9339,30,1785852259.8574731,erp
PO10376,A1376,smartphones,42073,buyer_beta,supplier_04,lender_north,1128.4,0.1077,0.7403,0.7267,60,1786717500.8574772,erp
PO10377,A1377,laptop batteries,18316,buyer_theta,supplier_11,lender_delta,132.82,0.1326,0.8644,0.7938,45,1786835197.857481,erp
PO10378,A1378,textile rolls,30227,buyer_eta,supplier_08,lender_atlas,475.17,0.4467,0.9641,0.5165,60,1786303587.857485,erp
PO10379,A1379,medical devices,39055,buyer_theta,supplier_05,lender_prime,514.19,0.069,0.814,0.8241,30,1786298152.8574889,erp
PO10380,A1380,laptop batteries,16382,buyer_eta,supplier_12,lender_delta,80.03,0.3946,0.8208,0.9703,90,1786246421.857493,erp
PO10381,A1381,laptop batteries,28218,buyer_beta,supplier_09,lender_north,1002.51,0.1905,0.6966,0.6092,90,1786622090.857497,erp
PO10382,A1382,auto components,32725,buyer_alpha,supplier_03,lender_prime,152.37,0.4415,0.8835,0.9201,45,1787135734.857501,erp
PO10383,A1383,medical devices,12475,buyer_delta,supplier_01,lender_north,340.85,0.3878,0.6871,0.9539,30,1785471403.857505,erp
PO10384,A1384,laptop batteries,34731,buyer_alpha,supplier_02,lender_prime,475.77,0.3422,0.8765,0.8506,90,1786327082.8575091,erp
PO10385,A1385,auto components,22143,buyer_alpha,supplier_06,lender_prime,43.58,0.4603,0.8417,0.8103,60,1787844604.857513,erp
PO10386,A1386,auto components,48722,buyer_zeta,supplier_01,lender_atlas,826.4,0.1233,0.6683,0.5971,30,1787378067.8575182,erp
PO10387,A1387,textile rolls,44609,buyer_theta,supplier_02,lender_delta,234.94,0.2102,0.6238,0.8944,90,1786738450.857522,erp
PO10388,A1388,textile rolls,44142,buyer_delta,supplier_12,lender_delta,1143.74,0.2033,0.8383,0.9469,90,1785557577.857526,erp
PO10389,A1389,laptop batteries,17479,buyer_eta,supplier_04,lender_prime,377.53,0.096,0.7313,0.8664,90,1786573677.85753,erp
PO10390,A1390,auto components,8777,buyer_zeta,supplier_11,lender_north,163.64,0.0353,0.6407,0.4995,30,1785402470.857534,erp
PO10391,A1391,LED panels,45628,buyer_zeta,supplier_05,lender_prime,357.2,0.4417,0.9313,0.4464,45,1787693877.857538,erp
PO10392,A1392,medical devices,26177,buyer_gamma,supplier_08,lender_atlas,1181.89,0.3913,0.8411,0.7519,30,1786638978.857543,erp
PO10393,A1393,laptop batteries,38324,buyer_theta,supplier_11,lender_north,552.59,0.3449,0.7663,0.7296,30,1787422168.857547,erp
PO10394,A1394,steel coils,10236,buyer_zeta,supplier_10,lender_delta,324.2,0.1372,0.5252,0.8226,90,1786760017.857551,erp
PO10395,A1395,smartphones,8364,buyer_theta,supplier_06,lender_prime,135.86,0.2614,0.8696,0.8408,90,1786662930.857555,erp
PO10396,A1396,textile rolls,4661,buyer_gamma,supplier_02,lender_north,510.18,0.2701,0.5844,0.7361,30,1787156596.857559,erp
PO10397,A1397,LED panels,29809,buyer_gamma,supplier_01,lender_atlas,182.73,0.1761,0.7819,0.8502,60,1785722135.857564,erp
PO10398,A1398,LED panels,33962,buyer_zeta,supplier_10,lender_north,838.0,0.0986,0.6866,0.7214,90,1787565164.857568,erp
PO10399,A1399,steel coils,46015,buyer_epsilon,supplier_11,lender_north,661.65,0.1225,0.7663,0.7178,45,1787589195.857572,erp
PO10400,A1400,LED panels,7708,buyer_epsilon,supplier_02,lender_delta,116.51,0.3818,0.825,0.7408,60,1785601021.8575768,erp
