asset_id,received,condition,inventory_age_days,location_verified,ts,source
A1407,True,NORMAL,44.7,True,1785856209.8576078,warehouse_iot
A1408,False,NORMAL,30.2,True,1786816229.8576121,warehouse_iot
A1409,False,NORMAL,15.6,True,1786249228.857616,warehouse_iot
A1410,True,NORMAL,0,True,1786750083.85762,warehouse_iot
A1411,False,DETERIORATED,0,True,1785506711.857624,warehouse_iot
A1412,False,NORMAL,0,True,1786418791.8576288,warehouse_iot
A1413,False,NORMAL,34.0,True,1787274123.857633,warehouse_iot
A1414,True,NORMAL,17.7,True,1785638068.8576362,warehouse_iot
A1415,False,NORMAL,21.8,True,1786595938.857641,warehouse_iot
A1416,True,NORMAL,15.1,True,1786400568.857646,warehouse_iot
A1417,False,NORMAL,14.2,True,1787511945.8576498,warehouse_iot
A1418,False,NORMAL,9.8,True,1787601187.857654,warehouse_iot
A1419,True,NORMAL,33.0,True,1786736436.8576581,warehouse_iot
A1420,False,NORMAL,24.3,True,1786481921.857663,warehouse_iot
A1421,True,NORMAL,25.6,True,1786335476.857667,warehouse_iot
A1422,False,NORMAL,27.6,True,1787595203.857671,warehouse_iot
A1423,True,NORMAL,27.2,True,1787698039.857675,warehouse_iot
A1424,False,NORMAL,12.3,True,1787199613.8576791,warehouse_iot
A1425,True,NORMAL,0,True,1786989729.857683,warehouse_iot
A1426,True,NORMAL,0,True,1787233833.857687,warehouse_iot
A1427,True,NORMAL,20.4,True,1786931518.8576908,warehouse_iot
A1428,False,DAMAGED,1.0,True,1785847673.8576949,warehouse_iot
A1429,False,NORMAL,45.8,True,1787793330.8577,warehouse_iot
A1430,False,NORMAL,12.5,True,1787202395.857704,warehouse_iot
A1431,False,NORMAL,36.8,True,1787578572.857708,warehouse_iot
A1432,False,NORMAL,13.6,True,1786486805.857712,warehouse_iot
A1433,False,DETERIORATED,21.5,True,1787347227.857716,warehouse_iot
A1434,True,NORMAL,21.0,False,1786189915.8577201,warehouse_iot
A1435,False,NORMAL,4.2,True,1785516796.857725,warehouse_iot
A1436,True,NORMAL,23.3,True,1787004586.857729,warehouse_iot
A1437,False,NORMAL,8.5,True,1785745223.857733,warehouse_iot
A1438,False,NORMAL,6.4,True,1787563588.857737,warehouse_iot
A1439,False,NORMAL,43.8,True,1787907658.857741,warehouse_iot
A1440,True,NORMAL,30.0,True,1786559287.857745,warehouse_iot
A1441,True,NORMAL,14.6,True,1785649303.85775,warehouse_iot
A1442,True,NORMAL,14.3,True,1786955690.857753,warehouse_iot
A1443,True,NORMAL,15.1,True,1787052857.857758,warehouse_iot
A1444,False,DETERIORATED,0,True,1785779984.857762,warehouse_iot
A1445,False,NORMAL,16.4,True,1786005833.857766,warehouse_iot
A1446,False,NORMAL,28.1,True,1786599028.857771,warehouse_iot
A1447,True,DETERIORATED,0,True,1786152978.8577752,warehouse_iot
A1448,True,DETERIORATED,15.7,True,1785546642.857779,warehouse_iot
A1449,False,NORMAL,18.1,True,1786031545.857783,warehouse_iot
A1450,True,NORMAL,15.3,True,1785891953.857787,warehouse_iot
A1451,False,NORMAL,0,True,1786540251.857792,warehouse_iot
A1452,False,NORMAL,29.2,True,1786592962.8577962,warehouse_iot
A1453,True,NORMAL,13.2,True,1787497506.8578,warehouse_iot
A1454,False,NORMAL,34.7,True,1787466548.857804,warehouse_iot
A1455,True,DETERIORATED,46.7,True,1786174292.8578079,warehouse_iot
A1456,True,DETERIORATED,24.6,True,1786246311.857812,warehouse_iot
A1457,True,NORMAL,15.0,True,1787142977.8578181,warehouse_iot
A1458,True,NORMAL,8.7,True,1787349943.857822,warehouse_iot
A1459,False,NORMAL,0,True,1787448602.857826,warehouse_iot
A1460,True,DETERIORATED,21.3,True,1785729549.8578298,warehouse_iot
A1461,True,NORMAL,21.4,True,1785748755.857835,warehouse_iot
A1462,False,NORMAL,19.5,True,1787600432.857839,warehouse_iot
A1463,False,NORMAL,10.1,True,1786583378.857843,warehouse_iot
A1464,True,NORMAL,24.1,True,1785996633.857847,warehouse_iot
A1465,False,DETERIORATED,0,False,1785784872.8578508,warehouse_iot
A1466,True,NORMAL,33.9,True,1785585751.857854,warehouse_iot
A1467,False,NORMAL,4.4,True,1785925090.8578591,warehouse_iot
A1468,False,NORMAL,25.3,True,1786725519.857863,warehouse_iot
A1469,False,NORMAL,32.6,True,1785977012.857867,warehouse_iot
A1470,False,DETERIORATED,18.8,True,1787418321.8578718,warehouse_iot
A1471,False,NORMAL,22.4,True,1786202913.857876,warehouse_iot
A1472,False,DETERIORATED,19.3,True,1787120893.85788,warehouse_iot
A1473,True,NORMAL,8.1,True,1785856838.857884,warehouse_iot
A1474,False,NORMAL,20.3,True,1786877985.857888,warehouse_iot
A1475,True,NORMAL,21.2,True,1787112951.857892,warehouse_iot
A1476,True,DETERIORATED,11.7,True,1787403743.8578959,warehouse_iot
A1477,False,NORMAL,19.0,True,1785663398.857901,warehouse_iot
A1478,True,NORMAL,0,True,1787415272.857905,warehouse_iot
A1479,False,NORMAL,18.4,True,1786108007.857908,warehouse_iot
A1480,True,NORMAL,1.8,True,1787449914.857912,warehouse_iot
A1481,True,NORMAL,16.1,True,1786098803.8579159,warehouse_iot
A1482,True,NORMAL,27.0,True,1786520332.85792,warehouse_iot
A1483,False,NORMAL,25.9,True,1786910428.8579252,warehouse_iot
A1484,False,DETERIORATED,0,True,1786861763.85793,warehouse_iot
A1485,False,NORMAL,17.4,True,1787871952.857933,warehouse_iot
A1486,False,NORMAL,10.1,True,1786357085.8579378,warehouse_iot
A1487,True,NORMAL,22.5,True,1786326751.857942,warehouse_iot
A1488,False,NORMAL,32.7,True,1786971131.8579462,warehouse_iot
A1489,True,NORMAL,34.2,True,1786506901.857951,warehouse_iot
A1490,False,NORMAL,19.8,True,1787228578.857955,warehouse_iot
A1491,False,NORMAL,0,True,1786081953.8579588,warehouse_iot
A1492,True,DETERIORATED,0,False,1786677986.857963,warehouse_iot
A1493,True,DETERIORATED,19.5,True,1786087806.8579671,warehouse_iot
A1494,True,NORMAL,27.7,True,1786095427.857972,warehouse_iot
A1495,False,NORMAL,0,True,1786062790.857976,warehouse_iot
A1496,True,NORMAL,8.3,True,1786739848.85798,warehouse_iot
A1497,False,NORMAL,13.4,True,1786956125.857984,warehouse_iot
A1498,False,NORMAL,26.9,True,1786496106.857988,warehouse_iot
A1499,False,NORMAL,34.6,True,1787050021.858082,warehouse_iot
A1500,False,NORMAL,3.5,True,1786445823.8580868,warehouse_iot
A1501,False,NORMAL,30.0,True,1787769400.858092,warehouse_iot
A1502,False,NORMAL,14.5,True,1786592548.8580961,warehouse_iot
A1503,True,NORMAL,1.3,True,1786358181.8581,warehouse_iot
A1504,True,NORMAL,26.2,False,1785762234.858104,warehouse_iot
A1505,False,NORMAL,27.9,False,1786614870.8581078,warehouse_iot
A1506,False,NORMAL,5.5,True,1786293128.858112,warehouse_iot
A1507,False,NORMAL,0.2,True,1787386303.8581161,warehouse_iot
A1508,False,NORMAL,30.7,True,1787869493.858121,warehouse_iot
A1509,False,DETERIORATED,21.2,True,1786579964.858125,warehouse_iot
A1510,False,NORMAL,33.0,True,1785848031.8581288,warehouse_iot
A1511,False,NORMAL,20.4,True,1785883955.858133,warehouse_iot
A1512,False,NORMAL,41.0,True,1786590731.8581371,warehouse_iot
A1513,True,NORMAL,33.0,True,1785893887.858141,warehouse_iot
A1514,True,NORMAL,19.3,True,1786544258.858145,warehouse_iot
A1515,False,NORMAL,26.9,True,1786645238.858149,warehouse_iot
A1516,False,NORMAL,10.5,True,1787712252.858154,warehouse_iot
A1517,True,NORMAL,28.3,True,1787238934.8581572,warehouse_iot
A1518,False,NORMAL,31.1,True,1787832854.858162,warehouse_iot
A1519,False,NORMAL,0,True,1785374897.858166,warehouse_iot
A1520,False,NORMAL,37.2,True,1785466415.85817,warehouse_iot
A1521,False,NORMAL,14.2,True,1786137338.858175,warehouse_iot
A1522,False,NORMAL,8.9,True,1786283923.858179,warehouse_iot
A1523,False,NORMAL,12.1,True,1787637064.858183,warehouse_iot
A1524,False,NORMAL,0,True,1786243071.858187,warehouse_iot
A1525,True,NORMAL,15.6,True,1787478370.858191,warehouse_iot
A1526,False,DETERIORATED,0,True,1786906421.8581948,warehouse_iot
A1527,False,NORMAL,0,True,1785862676.8581991,warehouse_iot
A1528,True,NORMAL,12.8,True,1786540835.858203,warehouse_iot
A1529,False,NORMAL,27.6,True,1787036903.858208,warehouse_iot
A1530,True,NORMAL,32.4,True,1787535690.858211,warehouse_iot
A1531,False,DETERIORATED,3.4,True,1786023608.8582149,warehouse_iot
A1532,False,NORMAL,38.8,True,1785563026.858219,warehouse_iot
A1533,False,NORMAL,14.1,True,1786196382.8582242,warehouse_iot
A1534,True,NORMAL,9.8,False,1786729886.858227,warehouse_iot
A1535,False,NORMAL,0,True,1787832985.858232,warehouse_iot
A1536,False,NORMAL,6.6,True,1786703501.8582358,warehouse_iot
A1537,False,NORMAL,2.3,True,1787910686.858239,warehouse_iot
A1538,True,NORMAL,0,True,1787775777.858243,warehouse_iot
A1539,True,NORMAL,11.6,True,1786031950.858248,warehouse_iot
A1540,False,NORMAL,30.0,True,1785573102.858252,warehouse_iot
A1541,True,NORMAL,25.0,True,1787278562.8582568,warehouse_iot
A1542,False,NORMAL,42.9,True,1785762845.858262,warehouse_iot
A1543,False,NORMAL,28.8,True,1786911587.858266,warehouse_iot
A1544,False,NORMAL,51.2,False,1786616568.858271,warehouse_iot
A1545,True,NORMAL,47.2,True,1786890850.8582752,warehouse_iot
A1546,False,NORMAL,13.5,True,1785863671.858279,warehouse_iot
A1547,False,NORMAL,0.1,True,1786295606.858283,warehouse_iot
A1548,False,NORMAL,44.8,True,1786042545.858287,warehouse_iot
A1549,True,NORMAL,24.1,True,1786573534.858291,warehouse_iot
A1550,False,NORMAL,0.3,True,1786810535.858295,warehouse_iot
A1551,True,NORMAL,9.4,True,1785586695.8582988,warehouse_iot
A1552,False,NORMAL,20.9,True,1787354822.858304,warehouse_iot
A1553,True,NORMAL,0,True,1785712783.858308,warehouse_iot
A1554,False,NORMAL,6.4,True,1787842248.858312,warehouse_iot
A1555,False,NORMAL,28.9,True,1787140273.858316,warehouse_iot
A1556,False,NORMAL,0.1,True,1787433995.8583198,warehouse_iot
A1557,True,NORMAL,12.7,True,1785941967.858324,warehouse_iot
A1558,False,NORMAL,11.4,True,1785958923.858328,warehouse_iot
A1559,False,NORMAL,27.2,True,1787203009.8583329,warehouse_iot
A1560,False,NORMAL,0,True,1786505944.858337,warehouse_iot
A1561,False,DETERIORATED,14.1,True,1786986324.858342,warehouse_iot
A1562,False,NORMAL,19.4,True,1786180272.858345,warehouse_iot
A1563,True,NORMAL,32.3,True,1786032494.858351,warehouse_iot
A1564,False,NORMAL,46.7,True,1787550044.858356,warehouse_iot
A1565,True,DETERIORATED,29.7,True,1785727936.85836,warehouse_iot
A1566,False,DETERIORATED,0,True,1785969578.858367,warehouse_iot
A1567,False,DETERIORATED,37.0,True,1786312984.858371,warehouse_iot
A1568,True,NORMAL,13.1,True,1785418690.8583748,warehouse_iot
A1569,False,NORMAL,3.3,True,1785467979.858378,warehouse_iot
A1570,False,NORMAL,19.0,True,1786869573.8583832,warehouse_iot
A1571,True,NORMAL,0,True,1787791771.858387,warehouse_iot
A1572,True,DETERIORATED,40.6,True,1787846412.858391,warehouse_iot
A1573,False,NORMAL,10.3,True,1786267095.8583949,warehouse_iot
A1574,False,NORMAL,0.1,True,1786551271.858399,warehouse_iot
A1575,False,DETERIORATED,5.8,True,1786856502.858403,warehouse_iot
A1576,False,NORMAL,11.7,True,1785598971.858408,warehouse_iot
A1577,True,NORMAL,2.2,True,1785699866.858412,warehouse_iot
A1578,False,NORMAL,22.0,True,1787871999.858416,warehouse_iot
A1579,True,NORMAL,22.7,True,1787316599.858421,warehouse_iot
A1580,False,NORMAL,40.2,True,1786361907.858426,warehouse_iot
A1581,False,DAMAGED,17.8,True,1785422340.85843,warehouse_iot
A1582,False,NORMAL,29.9,True,1787312419.858434,warehouse_iot
A1583,False,NORMAL,0,True,1785433480.8584378,warehouse_iot
A1584,False,DETERIORATED,8.5,True,1785655068.858443,warehouse_iot
A1585,True,NORMAL,0,False,1786649198.858447,warehouse_iot
A1586,True,NORMAL,12.7,True,1787058039.858451,warehouse_iot
A1587,False,NORMAL,26.8,True,1786806927.8584561,warehouse_iot
A1588,False,NORMAL,41.7,True,1787163295.85846,warehouse_iot
A1589,True,NORMAL,30.4,True,1786301099.858464,warehouse_iot
A1590,True,NORMAL,42.6,True,1786481858.858468,warehouse_iot
A1591,False,NORMAL,9.4,True,1787648376.8584719,warehouse_iot
A1592,True,NORMAL,23.7,True,1786783598.858477,warehouse_iot
A1593,False,NORMAL,21.0,True,1786413725.8584828,warehouse_iot
A1594,False,NORMAL,0,True,1786411074.8584871,warehouse_iot
A1595,False,NORMAL,1.7,True,1786317110.858491,warehouse_iot
A1596,False,NORMAL,22.4,True,1785556138.858494,warehouse_iot
A1597,True,NORMAL,19.4,True,1787536038.858498,warehouse_iot
A1598,False,NORMAL,20.2,True,1787287551.8585029,warehouse_iot
A1599,False,DETERIORATED,0,True,1785480959.858507,warehouse_iot
A1600,True,NORMAL,26.5,True,1786601649.8585112,warehouse_iot
A1601,True,NORMAL,23.3,True,1786523904.858516,warehouse_iot
A1602,False,NORMAL,12.2,True,1786549802.85852,warehouse_iot
A1603,False,NORMAL,55.1,True,1787418480.8585238,warehouse_iot
A1604,False,DETERIORATED,18.8,True,1785363072.858528,warehouse_iot
A1605,False,NORMAL,39.6,True,1786112308.8585322,warehouse_iot
A1606,False,NORMAL,17.6,True,1785416456.858537,warehouse_iot
A1607,False,NORMAL,0,True,1786622098.858542,warehouse_iot
A1608,False,NORMAL,21.4,True,1785971437.858546,warehouse_iot
A1609,False,NORMAL,32.4,True,1785463398.858551,warehouse_iot
A1610,False,NORMAL,14.9,True,1787685303.8585548,warehouse_iot
A1611,False,NORMAL,34.4,True,1786537691.858559,warehouse_iot
A1612,False,NORMAL,22.5,True,1787435123.8585632,warehouse_iot
A1613,False,NORMAL,5.3,True,1787357421.858568,warehouse_iot
A1614,True,DAMAGED,6.9,True,1787107506.858572,warehouse_iot
A1615,False,NORMAL,33.9,True,1787509242.8585758,warehouse_iot
A1616,False,NORMAL,0,True,1786749350.858581,warehouse_iot
A1617,True,NORMAL,31.2,True,1786281087.8585851,warehouse_iot
A1618,False,NORMAL,57.2,True,1787284977.858589,warehouse_iot
A1619,True,NORMAL,25.4,True,1785818432.858593,warehouse_iot
A1620,False,NORMAL,44.8,True,1786063612.858598,warehouse_iot
A1621,False,NORMAL,19.9,True,1785583630.858602,warehouse_iot
A1622,False,NORMAL,34.5,True,1787823094.858606,warehouse_iot
A1623,False,NORMAL,6.1,True,1786694266.85861,warehouse_iot
A1624,False,DAMAGED,21.7,True,1787702925.858615,warehouse_iot
A1625,False,NORMAL,50.5,True,1786780863.858619,warehouse_iot
A1626,True,NORMAL,2.3,False,1786373959.858623,warehouse_iot
A1627,False,NORMAL,0,True,1786074095.8586292,warehouse_iot
A1628,False,NORMAL,9.0,True,1785789127.858633,warehouse_iot
A1629,False,NORMAL,18.0,True,1787955056.858638,warehouse_iot
A1630,False,NORMAL,16.9,True,1786392245.8586419,warehouse_iot
A1631,False,NORMAL,28.9,True,1787806934.858647,warehouse_iot
A1632,True,NORMAL,11.5,True,1787038458.858651,warehouse_iot
A1633,False,DETERIORATED,19.9,True,1786690992.858655,warehouse_iot
A1634,True,DAMAGED,14.6,True,1786998183.858659,warehouse_iot
A1635,False,NORMAL,31.1,False,1786116819.8586628,warehouse_iot
A1636,True,NORMAL,0,True,1786990637.858668,warehouse_iot
A1637,False,NORMAL,0,True,1787355517.8586721,warehouse_iot
A1638,False,NORMAL,0,True,1786300522.858677,warehouse_iot
A1639,False,NORMAL,0,True,1786404073.8586812,warehouse_iot
A1640,True,NORMAL,0,True,1785999852.858685,warehouse_iot
A1641,False,NORMAL,6.5,True,1786545271.858689,warehouse_iot
A1642,True,NORMAL,31.2,True,1786731480.8586931,warehouse_iot
A1643,False,NORMAL,31.6,True,1786050152.858698,warehouse_iot
A1644,False,NORMAL,22.1,True,1787072974.8587022,warehouse_iot
A1645,False,NORMAL,24.0,True,1787567929.858707,warehouse_iot
A1646,False,NORMAL,25.5,True,1787602836.858712,warehouse_iot
A1647,False,DETERIORATED,11.8,True,1785424285.858716,warehouse_iot
A1648,False,NORMAL,15.3,True,1787657406.85872,warehouse_iot
A1649,True,NORMAL,20.2,True,1787816131.858724,warehouse_iot
A1650,False,NORMAL,34.3,True,1785770788.858728,warehouse_iot
A1651,True,NORMAL,46.7,True,1786839904.858732,warehouse_iot
A1652,False,NORMAL,25.9,True,1785532594.858737,warehouse_iot
A1653,False,NORMAL,35.3,True,1786913783.858741,warehouse_iot
A1654,False,NORMAL,18.7,True,1786055970.858745,warehouse_iot
A1655,False,NORMAL,32.1,True,1786121819.8587499,warehouse_iot
A1656,False,NORMAL,5.1,True,1786498844.858755,warehouse_iot
A1657,False,NORMAL,43.1,True,1787339380.858759,warehouse_iot
A1658,False,NORMAL,22.6,True,1786491213.858764,warehouse_iot
A1659,False,NORMAL,24.3,True,1785847126.858768,warehouse_iot
A1660,True,DETERIORATED,0,True,1787675788.858773,warehouse_iot
A1661,False,NORMAL,0,True,1785417038.858777,warehouse_iot
A1662,False,NORMAL,0,True,1787235767.858782,warehouse_iot
A1663,True,DETERIORATED,11.9,True,1787304598.858786,warehouse_iot
A1664,False,NORMAL,0,True,1786591256.85879,warehouse_iot
A1665,True,NORMAL,5.1,True,1787088509.858794,warehouse_iot
A1666,True,NORMAL,19.5,True,1786622838.858798,warehouse_iot
A1667,False,NORMAL,21.1,True,1786539722.858803,warehouse_iot
A1668,False,DETERIORATED,13.2,True,1785661698.858807,warehouse_iot
A1669,False,NORMAL,14.5,True,1786995077.858811,warehouse_iot
A1670,False,NORMAL,18.0,True,1785852916.858817,warehouse_iot
A1671,False,NORMAL,31.3,True,1787216224.8588219,warehouse_iot
A1672,True,NORMAL,34.4,True,1787449645.858826,warehouse_iot
A1673,False,NORMAL,17.8,True,1785771366.8588312,warehouse_iot
A1674,True,NORMAL,29.3,True,1785883997.858835,warehouse_iot
A1675,False,DETERIORATED,12.3,True,1787458876.85884,warehouse_iot
A1676,True,NORMAL,24.3,False,1787855011.8588438,warehouse_iot
A1677,False,NORMAL,18.6,True,1785622762.858849,warehouse_iot
A1678,True,NORMAL,26.8,True,1785570934.8588538,warehouse_iot
A1679,False,NORMAL,12.1,True,1785363766.8588579,warehouse_iot
A1680,False,NORMAL,27.6,True,1786903297.858863,warehouse_iot
A1681,False,NORMAL,0,True,1786225966.858867,warehouse_iot
A1682,True,NORMAL,3.2,True,1786008230.858871,warehouse_iot
A1683,False,NORMAL,7.7,True,1786819406.858876,warehouse_iot
A1684,False,NORMAL,14.5,True,1786246254.85888,warehouse_iot
A1685,False,NORMAL,20.1,True,1785634447.858884,warehouse_iot
A1686,False,NORMAL,0,True,1787743843.8588889,warehouse_iot
A1687,False,NORMAL,10.7,True,1787901292.858894,warehouse_iot
A1688,True,DETERIORATED,18.8,False,1785911437.858898,warehouse_iot
A1689,False,DETERIORATED,40.8,True,1787753556.858902,warehouse_iot
A1690,False,NORMAL,36.9,False,1786339348.858907,warehouse_iot
A1691,True,NORMAL,20.8,True,1786046505.858911,warehouse_iot
A1692,True,NORMAL,27.9,True,1785482978.858915,warehouse_iot
A1693,True,NORMAL,20.1,True,1786912254.8589199,warehouse_iot
A1694,True,NORMAL,33.4,True,1786006405.8589242,warehouse_iot
A1695,False,NORMAL,6.7,True,1786471954.858929,warehouse_iot
A1696,True,NORMAL,34.8,True,1786622068.858933,warehouse_iot
A1697,False,NORMAL,11.6,True,1786590499.858937,warehouse_iot
A1698,True,NORMAL,7.6,True,1785734100.858942,warehouse_iot
A1699,True,NORMAL,33.7,True,1785769508.858946,warehouse_iot
A1700,True,NORMAL,44.0,True,1786391377.85895,warehouse_iot
A1701,True,NORMAL,25.7,True,1786735931.858955,warehouse_iot
A1702,False,NORMAL,39.0,True,1786011542.8589592,warehouse_iot
A1703,True,NORMAL,14.6,True,1787423991.858964,warehouse_iot
A1704,False,DETERIORATED,4.6,True,1786320943.858968,warehouse_iot
A1705,True,NORMAL,10.6,True,1786742646.8589718,warehouse_iot
A1706,False,NORMAL,24.2,True,1785508158.858977,warehouse_iot
A1707,False,NORMAL,18.7,True,1787741816.8589811,warehouse_iot
A1708,True,DETERIORATED,30.0,True,1787850380.858986,warehouse_iot
A1709,True,NORMAL,28.8,True,1786906115.8589911,warehouse_iot
A1710,False,NORMAL,4.0,True,1786045686.858995,warehouse_iot
A1711,True,NORMAL,23.8,True,1785544615.858999,warehouse_iot
A1712,True,DETERIORATED,27.5,False,1787130263.859005,warehouse_iot
A1713,False,NORMAL,9.8,True,1786067719.85901,warehouse_iot
A1714,False,NORMAL,27.4,True,1787352852.8590138,warehouse_iot
A1715,False,DETERIORATED,35.2,True,1787534654.859018,warehouse_iot
A1716,True,NORMAL,22.2,True,1787019145.859023,warehouse_iot
A1717,True,NORMAL,15.9,True,1786587937.859027,warehouse_iot
A1718,False,NORMAL,14.0,True,1787412176.8590322,warehouse_iot
A1719,False,NORMAL,30.3,True,1787665075.859036,warehouse_iot
A1720,True,NORMAL,28.2,True,1787477994.85904,warehouse_iot
A1721,False,NORMAL,25.6,True,1786695562.859045,warehouse_iot
A1722,True,NORMAL,15.2,True,1787269473.8590488,warehouse_iot
A1723,False,NORMAL,28.8,True,1785641903.859054,warehouse_iot
A1724,False,NORMAL,14.2,True,1786935511.859058,warehouse_iot
A1725,False,NORMAL,35.4,True,1785728617.859062,warehouse_iot
A1726,False,NORMAL,21.8,True,1785661460.859068,warehouse_iot
A1727,True,NORMAL,17.5,True,1787558683.859073,warehouse_iot
A1728,True,NORMAL,23.4,True,1785839654.8590772,warehouse_iot
A1729,False,NORMAL,22.5,True,1786446109.859081,warehouse_iot
A1730,False,NORMAL,0,True,1787332868.859086,warehouse_iot
A1731,True,NORMAL,41.6,True,1787193396.8590899,warehouse_iot
A1732,True,NORMAL,4.3,True,1785752185.859095,warehouse_iot
A1733,False,NORMAL,10.6,True,1785924785.859099,warehouse_iot
A1734,False,NORMAL,21.2,True,1785743140.859103,warehouse_iot
A1735,False,NORMAL,41.0,True,1785439641.859107,warehouse_iot
A1736,True,NORMAL,28.0,True,1786063844.859112,warehouse_iot
A1737,True,NORMAL,33.7,True,1785862685.859116,warehouse_iot
A1738,False,NORMAL,0,True,1786557903.8591201,warehouse_iot
A1739,True,NORMAL,0,True,1787342473.859124,warehouse_iot
A1740,False,NORMAL,16.8,True,1785759275.859128,warehouse_iot
A1741,False,NORMAL,24.8,True,1785724035.859133,warehouse_iot
A1742,True,NORMAL,21.7,True,1787575487.859137,warehouse_iot
A1743,False,NORMAL,6.6,True,1787845604.859141,warehouse_iot
A1744,True,NORMAL,32.3,True,1785545705.859145,warehouse_iot
A1745,True,NORMAL,28.4,True,1785368744.8591502,warehouse_iot
A1746,False,NORMAL,20.0,True,1785508628.859154,warehouse_iot
A1747,False,NORMAL,13.3,True,1786460032.859158,warehouse_iot
A1748,False,NORMAL,35.4,True,1787487561.8591628,warehouse_iot
A1749,False,DAMAGED,11.6,True,1785794669.8591669,warehouse_iot
A1750,True,NORMAL,26.6,True,1787697147.8591712,warehouse_iot
A1751,False,NORMAL,19.6,True,1786147930.859176,warehouse_iot
A1752,True,NORMAL,1.7,True,1786518223.85918,warehouse_iot
A1753,True,DETERIORATED,27.2,True,1785495953.859184,warehouse_iot
A1754,True,NORMAL,23.0,True,1785954383.859189,warehouse_iot
A1755,False,NORMAL,24.8,True,1787922174.859193,warehouse_iot
A1756,True,NORMAL,22.2,True,1786925349.859197,warehouse_iot
A1757,True,NORMAL,14.4,True,1786044148.859201,warehouse_iot
A1758,False,NORMAL,15.2,True,1786996268.859206,warehouse_iot
A1759,True,NORMAL,5.8,True,1787829453.85921,warehouse_iot
A1760,False,NORMAL,14.9,True,1785950848.859214,warehouse_iot
A1761,False,NORMAL,13.2,True,1785487121.8592188,warehouse_iot
A1762,False,NORMAL,0,True,1785459203.8592231,warehouse_iot
A1763,False,NORMAL,47.4,True,1787719199.859227,warehouse_iot
A1764,False,NORMAL,30.5,True,1786154305.859231,warehouse_iot
A1765,False,NORMAL,0,True,1787310247.859236,warehouse_iot
A1766,True,NORMAL,15.9,True,1785831682.859242,warehouse_iot
A1767,False,NORMAL,39.0,True,1787259565.859246,warehouse_iot
A1768,False,NORMAL,19.4,True,1786158761.8592498,warehouse_iot
A1769,True,NORMAL,0,False,1786693255.8592541,warehouse_iot
A1770,False,NORMAL,9.6,True,1786440982.8592582,warehouse_iot
A1771,False,NORMAL,42.9,True,1787702396.859263,warehouse_iot
A1772,True,NORMAL,38.1,True,1787263091.8592682,warehouse_iot
A1773,False,NORMAL,36.1,True,1785761788.859273,warehouse_iot
A1774,False,NORMAL,32.8,True,1785339502.859277,warehouse_iot
A1775,False,NORMAL,8.0,False,1786413287.859282,warehouse_iot
A1776,False,NORMAL,40.0,True,1787545291.859286,warehouse_iot
A1777,False,NORMAL,1.9,True,1786093662.8592908,warehouse_iot
A1778,False,NORMAL,33.1,False,1786864255.859295,warehouse_iot
A1779,True,NORMAL,33.4,True,1786617734.8593001,warehouse_iot
A1780,True,NORMAL,24.8,True,1785939256.859304,warehouse_iot
A1781,False,NORMAL,0,False,1787339841.859308,warehouse_iot
A1782,True,NORMAL,32.7,True,1787410235.859312,warehouse_iot
A1783,False,NORMAL,1.0,True,1787359790.859317,warehouse_iot
A1784,False,NORMAL,17.7,True,1787209695.859321,warehouse_iot
A1785,False,DETERIORATED,38.1,True,1786569209.859325,warehouse_iot
A1786,False,NORMAL,7.8,True,1786867305.85933,warehouse_iot
A1787,True,NORMAL,0.0,True,1787326243.859334,warehouse_iot
A1788,True,NORMAL,0,True,1787497005.859338,warehouse_iot
A1789,False,NORMAL,31.0,True,1787299235.859342,warehouse_iot
A1790,False,NORMAL,0,True,1787828964.8593469,warehouse_iot
A1791,False,NORMAL,41.6,True,1787128920.859352,warehouse_iot
A1792,False,NORMAL,32.3,True,1786563933.8593569,warehouse_iot
A1793,False,NORMAL,12.6,True,1785988609.859361,warehouse_iot
A1794,False,DETERIORATED,17.8,True,1785606209.8593652,warehouse_iot
A1795,False,NORMAL,15.8,True,1786051027.859371,warehouse_iot
A1796,False,NORMAL,20.1,True,1785887971.859375,warehouse_iot
A1797,False,DETERIORATED,6.7,True,1786431390.859381,warehouse_iot
A1798,True,NORMAL,21.2,True,1786237855.8593862,warehouse_iot
A1799,True,NORMAL,12.9,True,1786952970.85939,warehouse_iot
A1800,False,NORMAL,58.4,True,1787723451.859395,warehouse_iot
A1801,True,NORMAL,29.7,True,1785555744.8594,warehouse_iot
A1802,False,NORMAL,15.3,True,1785699260.859404,warehouse_iot
A1803,False,NORMAL,14.2,True,1785745266.859408,warehouse_iot
A1804,True,NORMAL,17.5,True,1786233521.859413,warehouse_iot
A1805,True,NORMAL,28.3,True,1787511778.8594172,warehouse_iot
A1806,True,NORMAL,6.2,True,1786225354.859423,warehouse_iot
A1807,False,NORMAL,17.1,True,1786107815.8594282,warehouse_iot
A1808,False,NORMAL,28.4,True,1786149882.859433,warehouse_iot
A1809,False,NORMAL,25.2,True,1787789264.8594382,warehouse_iot
A1810,False,NORMAL,14.1,True,1787424783.859442,warehouse_iot
A1811,False,NORMAL,19.3,True,1787513934.859447,warehouse_iot
A1812,False,NORMAL,20.4,True,1785809430.8594508,warehouse_iot
A1813,True,NORMAL,0,True,1786632255.859456,warehouse_iot
A1814,False,DETERIORATED,42.6,True,1787195070.859461,warehouse_iot
