asset_id,invoice_id,issued,disputed,payment_delay_days,ts,source
A1475,,False,False,0,1787094951.857892,invoice_system
A1476,,False,False,0,1787396543.8578959,invoice_system
A1477,,False,False,0,1785652598.857901,invoice_system
A1478,INV21478,True,False,7.3,1787440472.857905,invoice_system
A1479,,False,False,0,1786126007.857908,invoice_system
A1480,,False,False,0,1787417514.857912,invoice_system
A1481,INV21481,True,False,0.4,1786070003.8579159,invoice_system
A1482,INV21482,True,False,10.4,1786523932.85792,invoice_system
A1483,,False,False,0,1786921228.8579252,invoice_system
A1484,INV21484,True,False,3.9,1786865363.85793,invoice_system
A1485,INV21485,True,False,8.9,1787893552.857933,invoice_system
A1486,INV21486,True,False,9.0,1786393085.8579378,invoice_system
A1487,,False,False,1.0,1786377151.857942,invoice_system
A1488,INV21488,True,False,0,1787007131.8579462,invoice_system
A1489,,False,False,0,1786535701.857951,invoice_system
A1490,,False,False,6.2,1787275378.857955,invoice_system
A1491,,False,False,1.1,1786081953.8579588,invoice_system
A1492,,False,False,0,1786713986.857963,invoice_system
A1493,INV21493,True,False,1.1,1786127406.8579671,invoice_system
A1494,INV21494,True,False,0,1786113427.857972,invoice_system
A1495,INV21495,True,False,5.9,1786066390.857976,invoice_system
A1496,INV21496,True,False,6.7,1786779448.85798,invoice_system
A1497,INV21497,True,False,15.1,1786984925.857984,invoice_system
A1498,INV21498,True,False,7.7,1786521306.857988,invoice_system
A1499,INV21499,True,False,12.4,1787064421.858082,invoice_system
A1500,,False,False,8.6,1786496223.8580868,invoice_system
A1501,,False,False,15.1,1787791000.858092,invoice_system
A1502,INV21502,True,False,0.3,1786585348.8580961,invoice_system
A1503,,False,False,0,1786415781.8581,invoice_system
A1504,INV21504,True,False,9.6,1785737034.858104,invoice_system
A1505,INV21505,True,False,0.9,1786586070.8581078,invoice_system
A1506,INV21506,True,False,0,1786311128.858112,invoice_system
A1507,INV21507,True,False,10.4,1787415103.8581161,invoice_system
A1508,INV21508,True,False,3.8,1787916293.858121,invoice_system
A1509,INV21509,True,False,0,1786551164.858125,invoice_system
A1510,INV21510,True,False,5.8,1785873231.8581288,invoice_system
A1511,INV21511,True,False,9.0,1785901955.858133,invoice_system
A1512,INV21512,True,False,3.7,1786587131.8581371,invoice_system
A1513,,False,False,10.9,1785904687.858141,invoice_system
A1514,INV21514,True,False,17.8,1786580258.858145,invoice_system
A1515,INV21515,True,False,9.0,1786645238.858149,invoice_system
A1516,INV21516,True,False,8.5,1787712252.858154,invoice_system
A1517,INV21517,True,False,12.2,1787256934.8581572,invoice_system
A1518,,False,False,0,1787832854.858162,invoice_system
A1519,,False,False,0,1785382097.858166,invoice_system
A1520,INV21520,True,False,8.7,1785466415.85817,invoice_system
A1521,,False,False,3.1,1786115738.858175,invoice_system
A1522,INV21522,True,False,2.2,1786305523.858179,invoice_system
A1523,,False,False,12.2,1787658664.858183,invoice_system
A1524,INV21524,True,False,0,1786239471.858187,invoice_system
A1525,INV21525,True,False,2.5,1787510770.858191,invoice_system
A1526,INV21526,True,False,16.1,1786874021.8581948,invoice_system
A1527,INV21527,True,False,0,1785891476.8581991,invoice_system
A1528,INV21528,True,False,0,1786544435.858203,invoice_system
A1529,INV21529,True,False,2.9,1787080103.858208,invoice_system
A1530,INV21530,True,False,0,1787571690.858211,invoice_system
A1531,,False,False,0.4,1785998408.8582149,invoice_system
A1532,INV21532,True,False,18.9,1785581026.858219,invoice_system
A1533,,False,False,10.2,1786217982.8582242,invoice_system
A1534,INV21534,True,False,0,1786747886.858227,invoice_system
A1535,INV21535,True,False,0.4,1787854585.858232,invoice_system
A1536,INV21536,True,False,6.6,1786721501.8582358,invoice_system
A1537,INV21537,True,False,0,1787917886.858239,invoice_system
A1538,INV21538,True,False,10.9,1787818977.858243,invoice_system
A1539,INV21539,True,False,0,1786031950.858248,invoice_system
A1540,INV21540,True,False,0,1785562302.858252,invoice_system
A1541,INV21541,True,True,5.3,1787289362.8582568,invoice_system
A1542,INV21542,True,False,2.4,1785759245.858262,invoice_system
A1543,INV21543,True,False,0,1786929587.858266,invoice_system
A1544,INV21544,True,False,11.7,1786641768.858271,invoice_system
A1545,,False,False,13.7,1786919650.8582752,invoice_system
A1546,,False,False,3.4,1785896071.858279,invoice_system
A1547,,False,False,0,1786313606.858283,invoice_system
A1548,INV21548,True,False,10.1,1786082145.858287,invoice_system
A1549,INV21549,True,True,9.9,1786605934.858291,invoice_system
A1550,INV21550,True,False,5.7,1786785335.858295,invoice_system
A1551,INV21551,True,False,0,1785651495.8582988,invoice_system
A1552,INV21552,True,False,10.8,1787351222.858304,invoice_system
A1553,INV21553,True,False,6.2,1785741583.858308,invoice_system
A1554,INV21554,True,False,5.0,1787874648.858312,invoice_system
A1555,INV21555,True,False,4.7,1787194273.858316,invoice_system
A1556,INV21556,True,False,10.7,1787451995.8583198,invoice_system
A1557,INV21557,True,False,5.2,1785934767.858324,invoice_system
A1558,INV21558,True,False,0,1786009323.858328,invoice_system
A1559,,False,False,0,1787192209.8583329,invoice_system
A1560,INV21560,True,False,14.9,1786484344.858337,invoice_system
A1561,,False,False,1.8,1787004324.858342,invoice_system
A1562,,False,False,0,1786212672.858345,invoice_system
A1563,INV21563,True,False,1.4,1786050494.858351,invoice_system
A1564,,False,False,2.0,1787557244.858356,invoice_system
A1565,,False,False,4.3,1785749536.85836,invoice_system
A1566,INV21566,True,False,6.5,1785944378.858367,invoice_system
A1567,INV21567,True,False,9.9,1786330984.858371,invoice_system
A1568,INV21568,True,False,0,1785461890.8583748,invoice_system
A1569,INV21569,True,False,14.4,1785511179.858378,invoice_system
A1570,INV21570,True,False,9.5,1786898373.8583832,invoice_system
A1571,INV21571,True,False,11.9,1787806171.858387,invoice_system
A1572,INV21572,True,False,0,1787842812.858391,invoice_system
A1573,INV21573,True,False,14.3,1786299495.8583949,invoice_system
A1574,INV21574,True,False,11.9,1786551271.858399,invoice_system
A1575,INV21575,True,False,6.4,1786874502.858403,invoice_system
A1576,INV21576,True,False,1.7,1785616971.858408,invoice_system
A1577,,False,False,10.2,1785725066.858412,invoice_system
A1578,INV21578,True,False,8.6,1787868399.858416,invoice_system
A1579,INV21579,True,False,0,1787327399.858421,invoice_system
A1580,INV21580,True,False,0.7,1786387107.858426,invoice_system
A1581,INV21581,True,False,4.9,1785429540.85843,invoice_system
A1582,INV21582,True,False,16.0,1787287219.858434,invoice_system
A1583,INV21583,True,False,0,1785408280.8584378,invoice_system
A1584,INV21584,True,False,4.6,1785665868.858443,invoice_system
A1585,INV21585,True,False,0,1786634798.858447,invoice_system
A1586,INV21586,True,False,3.9,1787076039.858451,invoice_system
A1587,INV21587,True,False,20.1,1786788927.8584561,invoice_system
A1588,INV21588,True,False,0,1787192095.85846,invoice_system
A1589,INV21589,True,False,3.3,1786304699.858464,invoice_system
A1590,INV21590,True,False,19.8,1786499858.858468,invoice_system
A1591,,False,False,10.0,1787698776.8584719,invoice_system
A1592,INV21592,True,False,24.7,1786747598.858477,invoice_system
A1593,INV21593,True,False,2.2,1786424525.8584828,invoice_system
A1594,INV21594,True,False,0,1786411074.8584871,invoice_system
A1595,INV21595,True,False,3.8,1786313510.858491,invoice_system
A1596,INV21596,True,False,5.5,1785588538.858494,invoice_system
A1597,INV21597,True,False,21.8,1787561238.858498,invoice_system
A1598,INV21598,True,False,2.2,1787309151.8585029,invoice_system
A1599,INV21599,True,False,12.6,1785495359.858507,invoice_system
A1600,,False,False,0,1786619649.8585112,invoice_system
A1601,INV21601,True,False,3.3,1786549104.858516,invoice_system
A1602,INV21602,True,False,0,1786560602.85852,invoice_system
A1603,INV21603,True,False,0,1787400480.8585238,invoice_system
A1604,INV21604,True,False,0,1785402672.858528,invoice_system
A1605,INV21605,True,False,0.8,1786079908.8585322,invoice_system
A1606,INV21606,True,False,0,1785416456.858537,invoice_system
A1607,INV21607,True,True,0,1786636498.858542,invoice_system
A1608,,False,False,0,1786007437.858546,invoice_system
A1609,,False,False,0,1785452598.858551,invoice_system
A1610,INV21610,True,False,2.3,1787714103.8585548,invoice_system
A1611,,False,False,14.9,1786552091.858559,invoice_system
A1612,INV21612,True,False,0,1787449523.8585632,invoice_system
A1613,,False,False,15.9,1787361021.858568,invoice_system
A1614,INV21614,True,False,8.6,1787129106.858572,invoice_system
A1615,INV21615,True,False,5.9,1787523642.8585758,invoice_system
A1616,INV21616,True,False,0,1786781750.858581,invoice_system
A1617,,False,False,5.5,1786295487.8585851,invoice_system
A1618,,False,False,0,1787320977.858589,invoice_system
A1619,,False,False,7.6,1785836432.858593,invoice_system
A1620,INV21620,True,False,0.6,1786117612.858598,invoice_system
A1621,INV21621,True,False,6.4,1785562030.858602,invoice_system
A1622,INV21622,True,False,4.1,1787819494.858606,invoice_system
A1623,INV21623,True,False,0,1786712266.85861,invoice_system
A1624,,False,False,2.3,1787681325.858615,invoice_system
A1625,INV21625,True,False,0,1786842063.858619,invoice_system
A1626,INV21626,True,False,18.7,1786420759.858623,invoice_system
A1627,,False,False,13.8,1786066895.8586292,invoice_system
A1628,INV21628,True,False,10.0,1785785527.858633,invoice_system
A1629,INV21629,True,False,0,1787929856.858638,invoice_system
A1630,INV21630,True,False,8.4,1786385045.8586419,invoice_system
A1631,INV21631,True,False,2.7,1787868134.858647,invoice_system
A1632,,False,False,0,1787063658.858651,invoice_system
A1633,INV21633,True,False,15.2,1786705392.858655,invoice_system
A1634,INV21634,True,False,1.6,1787005383.858659,invoice_system
A1635,INV21635,True,False,0,1786142019.8586628,invoice_system
A1636,,False,False,13.3,1787001437.858668,invoice_system
A1637,,False,False,0,1787326717.8586721,invoice_system
A1638,INV21638,True,False,0,1786343722.858677,invoice_system
A1639,INV21639,True,False,2.3,1786425673.8586812,invoice_system
A1640,INV21640,True,False,5.3,1786014252.858685,invoice_system
A1641,INV21641,True,False,4.3,1786566871.858689,invoice_system
A1642,INV21642,True,False,0,1786735080.8586931,invoice_system
A1643,INV21643,True,False,6.0,1786078952.858698,invoice_system
A1644,,False,False,0,1787126974.8587022,invoice_system
A1645,,False,False,0,1787567929.858707,invoice_system
A1646,INV21646,True,False,16.0,1787617236.858712,invoice_system
A1647,INV21647,True,False,0,1785409885.858716,invoice_system
A1648,INV21648,True,False,9.1,1787664606.85872,invoice_system
A1649,INV21649,True,False,6.5,1787816131.858724,invoice_system
A1650,INV21650,True,False,0,1785763588.858728,invoice_system
A1651,INV21651,True,False,16.3,1786854304.858732,invoice_system
A1652,INV21652,True,False,13.5,1785557794.858737,invoice_system
A1653,,False,False,18.0,1786906583.858741,invoice_system
A1654,INV21654,True,False,8.8,1786073970.858745,invoice_system
A1655,,False,False,2.8,1786143419.8587499,invoice_system
A1656,INV21656,True,False,7.7,1786513244.858755,invoice_system
A1657,INV21657,True,False,0,1787339380.858759,invoice_system
A1658,,False,False,9.3,1786505613.858764,invoice_system
A1659,INV21659,True,False,3.1,1785861526.858768,invoice_system
A1660,INV21660,True,False,0.4,1787697388.858773,invoice_system
A1661,INV21661,True,False,6.2,1785453038.858777,invoice_system
A1662,,False,False,0,1787257367.858782,invoice_system
A1663,,False,False,3.5,1787286598.858786,invoice_system
A1664,,False,False,21.6,1786616456.85879,invoice_system
A1665,INV21665,True,True,5.3,1787074109.858794,invoice_system
A1666,INV21666,True,False,0,1786633638.858798,invoice_system
A1667,,False,False,0,1786561322.858803,invoice_system
A1668,,False,False,0,1785722898.858807,invoice_system
A1669,,False,False,0,1786991477.858811,invoice_system
A1670,INV21670,True,False,0,1785892516.858817,invoice_system
A1671,INV21671,True,False,3.5,1787252224.8588219,invoice_system
A1672,INV21672,True,False,1.6,1787467645.858826,invoice_system
A1673,,False,False,1.9,1785749766.8588312,invoice_system
A1674,,False,False,0,1785873197.858835,invoice_system
A1675,INV21675,True,False,11.1,1787440876.85884,invoice_system
A1676,INV21676,True,False,3.9,1787873011.8588438,invoice_system
A1677,INV21677,True,False,11.3,1785619162.858849,invoice_system
A1678,INV21678,True,False,3.4,1785599734.8588538,invoice_system
A1679,INV21679,True,False,0,1785406966.8588579,invoice_system
A1680,INV21680,True,False,0.5,1786903297.858863,invoice_system
A1681,INV21681,True,False,4.0,1786261966.858867,invoice_system
A1682,INV21682,True,False,8.6,1786058630.858871,invoice_system
A1683,INV21683,True,False,14.9,1786851806.858876,invoice_system
A1684,INV21684,True,False,0,1786249854.85888,invoice_system
A1685,INV21685,True,False,0,1785656047.858884,invoice_system
A1686,,False,False,0.1,1787779843.8588889,invoice_system
A1687,INV21687,True,False,0,1787901292.858894,invoice_system
A1688,INV21688,True,False,26.2,1785897037.858898,invoice_system
A1689,INV21689,True,False,4.8,1787789556.858902,invoice_system
A1690,INV21690,True,False,8.9,1786382548.858907,invoice_system
A1691,INV21691,True,False,0,1786035705.858911,invoice_system
A1692,,False,False,0,1785515378.858915,invoice_system
A1693,INV21693,True,False,0,1786919454.8589199,invoice_system
A1694,,False,False,5.3,1786013605.8589242,invoice_system
A1695,,False,False,3.4,1786453954.858929,invoice_system
A1696,INV21696,True,False,4.9,1786650868.858933,invoice_system
A1697,INV21697,True,False,10.9,1786597699.858937,invoice_system
A1698,INV21698,True,False,0,1785762900.858942,invoice_system
A1699,INV21699,True,False,0,1785801908.858946,invoice_system
A1700,INV21700,True,False,4.0,1786402177.85895,invoice_system
A1701,,False,False,0,1786743131.858955,invoice_system
A1702,INV21702,True,False,18.7,1786004342.8589592,invoice_system
A1703,INV21703,True,False,0,1787452791.858964,invoice_system
A1704,INV21704,True,False,3.2,1786353343.858968,invoice_system
A1705,INV21705,True,False,2.8,1786775046.8589718,invoice_system
A1706,INV21706,True,False,0,1785500958.858977,invoice_system
A1707,INV21707,True,False,6.2,1787767016.8589811,invoice_system
A1708,,False,False,4.5,1787846780.858986,invoice_system
A1709,,False,False,16.8,1786960115.8589911,invoice_system
A1710,INV21710,True,False,8.0,1786060086.858995,invoice_system
A1711,INV21711,True,False,0.9,1785559015.858999,invoice_system
A1712,INV21712,True,False,5.8,1787148263.859005,invoice_system
A1713,,False,False,0,1786100119.85901,invoice_system
A1714,INV21714,True,False,13.9,1787367252.8590138,invoice_system
A1715,INV21715,True,False,5.8,1787574254.859018,invoice_system
A1716,INV21716,True,False,0,1787004745.859023,invoice_system
A1717,INV21717,True,False,5.2,1786638337.859027,invoice_system
A1718,INV21718,True,False,0,1787426576.8590322,invoice_system
A1719,INV21719,True,False,2.1,1787701075.859036,invoice_system
A1720,INV21720,True,False,2.7,1787510394.85904,invoice_system
A1721,INV21721,True,False,0,1786713562.859045,invoice_system
A1722,INV21722,True,False,6.4,1787255073.8590488,invoice_system
A1723,INV21723,True,False,15.6,1785652703.859054,invoice_system
A1724,INV21724,True,False,6.6,1786964311.859058,invoice_system
A1725,,False,False,4.6,1785768217.859062,invoice_system
A1726,,False,False,0,1785701060.859068,invoice_system
A1727,,False,False,10.7,1787562283.859073,invoice_system
A1728,,False,False,0.0,1785828854.8590772,invoice_system
A1729,INV21729,True,False,0,1786449709.859081,invoice_system
A1730,,False,False,0,1787368868.859086,invoice_system
A1731,INV21731,True,False,0,1787229396.8590899,invoice_system
A1732,,False,False,0,1785809785.859095,invoice_system
A1733,INV21733,True,False,0,1785964385.859099,invoice_system
A1734,,False,False,7.6,1785739540.859103,invoice_system
A1735,INV21735,True,False,13.4,1785486441.859107,invoice_system
A1736,,False,False,10.9,1786067444.859112,invoice_system
A1737,INV21737,True,False,0,1785866285.859116,invoice_system
A1738,INV21738,True,False,16.8,1786611903.8591201,invoice_system
A1739,INV21739,True,False,9.6,1787374873.859124,invoice_system
A1740,INV21740,True,False,0.8,1785741275.859128,invoice_system
A1741,,False,False,0,1785738435.859133,invoice_system
A1742,,False,False,2.0,1787568287.859137,invoice_system
A1743,,False,False,17.5,1787838404.859141,invoice_system
A1744,,False,False,4.1,1785560105.859145,invoice_system
A1745,INV21745,True,False,13.7,1785422744.8591502,invoice_system
A1746,INV21746,True,False,10.0,1785512228.859154,invoice_system
A1747,INV21747,True,False,3.6,1786478032.859158,invoice_system
A1748,INV21748,True,False,10.7,1787487561.8591628,invoice_system
A1749,INV21749,True,False,7.9,1785794669.8591669,invoice_system
A1750,INV21750,True,False,5.3,1787729547.8591712,invoice_system
A1751,,False,False,2.5,1786173130.859176,invoice_system
A1752,INV21752,True,False,5.3,1786521823.85918,invoice_system
A1753,,False,False,0,1785503153.859184,invoice_system
A1754,INV21754,True,False,0,1785929183.859189,invoice_system
A1755,INV21755,True,False,0,1787940174.859193,invoice_system
A1756,,False,False,7.7,1786914549.859197,invoice_system
A1757,INV21757,True,False,4.5,1786051348.859201,invoice_system
A1758,,False,False,9.3,1787010668.859206,invoice_system
A1759,,False,False,0,1787858253.85921,invoice_system
A1760,INV21760,True,False,0,1785940048.859214,invoice_system
A1761,,False,False,7.3,1785530321.8592188,invoice_system
A1762,INV21762,True,False,6.9,1785477203.8592231,invoice_system
A1763,,False,False,0,1787737199.859227,invoice_system
A1764,INV21764,True,False,21.4,1786143505.859231,invoice_system
A1765,,False,False,8.5,1787349847.859236,invoice_system
A1766,INV21766,True,False,0,1785831682.859242,invoice_system
A1767,INV21767,True,False,10.7,1787281165.859246,invoice_system
A1768,INV21768,True,False,8.8,1786158761.8592498,invoice_system
A1769,INV21769,True,False,0,1786711255.8592541,invoice_system
A1770,INV21770,True,False,3.7,1786448182.8592582,invoice_system
A1771,,False,False,19.2,1787669996.859263,invoice_system
A1772,,False,False,0,1787259491.8592682,invoice_system
A1773,,False,False,15.9,1785779788.859273,invoice_system
A1774,INV21774,True,False,0,1785393502.859277,invoice_system
A1775,,False,False,5.4,1786449287.859282,invoice_system
A1776,,False,False,2.0,1787548891.859286,invoice_system
A1777,INV21777,True,False,2.8,1786129662.8592908,invoice_system
A1778,INV21778,True,False,0,1786900255.859295,invoice_system
A1779,INV21779,True,False,15.5,1786606934.8593001,invoice_system
A1780,INV21780,True,False,17.7,1785960856.859304,invoice_system
A1781,,False,False,6.8,1787321841.859308,invoice_system
A1782,INV21782,True,False,0,1787424635.859312,invoice_system
A1783,INV21783,True,True,19.2,1787359790.859317,invoice_system
A1784,INV21784,True,False,0,1787249295.859321,invoice_system
A1785,,False,False,0.1,1786605209.859325,invoice_system
A1786,INV21786,True,False,1.5,1786849305.85933,invoice_system
A1787,,False,False,0,1787329843.859334,invoice_system
A1788,INV21788,True,False,1.5,1787533005.859338,invoice_system
A1789,,False,False,0,1787349635.859342,invoice_system
A1790,,False,False,10.2,1787839764.8593469,invoice_system
A1791,INV21791,True,False,15.3,1787143320.859352,invoice_system
A1792,INV21792,True,False,4.0,1786553133.8593569,invoice_system
A1793,INV21793,True,True,19.3,1786013809.859361,invoice_system
A1794,INV21794,True,False,21.8,1785624209.8593652,invoice_system
A1795,INV21795,True,False,0,1786058227.859371,invoice_system
A1796,INV21796,True,False,6.8,1785902371.859375,invoice_system
A1797,INV21797,True,False,0,1786409790.859381,invoice_system
A1798,INV21798,True,False,6.4,1786216255.8593862,invoice_system
A1799,INV21799,True,False,0,1786942170.85939,invoice_system
A1800,INV21800,True,False,5.8,1787745051.859395,invoice_system
A1801,INV21801,True,False,7.5,1785588144.8594,invoice_system
A1802,INV21802,True,False,0,1785720860.859404,invoice_system
A1803,INV21803,True,False,10.7,1785745266.859408,invoice_system
A1804,INV21804,True,False,0,1786265921.859413,invoice_system
A1805,,False,False,0,1787490178.8594172,invoice_system
A1806,INV21806,True,False,0,1786257754.859423,invoice_system
A1807,INV21807,True,False,19.3,1786111415.8594282,invoice_system
A1808,INV21808,True,False,0.5,1786157082.859433,invoice_system
A1809,,False,False,4.8,1787796464.8594382,invoice_system
A1810,,False,False,0,1787428383.859442,invoice_system
A1811,,False,False,26.3,1787528334.859447,invoice_system
A1812,,False,False,12.5,1785795030.8594508,invoice_system
A1813,INV21813,True,False,19.6,1786628655.859456,invoice_system
A1814,,False,False,0.8,1787177070.859461,invoice_system
A1815,INV21815,True,True,12.2,1786538523.859465,invoice_system
A1816,INV21816,True,False,0,1787234550.859469,invoice_system
A1817,,False,False,0,1786879151.859474,invoice_system
A1818,INV21818,True,False,0,1787338682.859478,invoice_system
A1819,INV21819,True,False,0,1787648803.8594828,invoice_system
A1820,INV21820,True,False,0,1787691438.859488,invoice_system
A1821,INV21821,True,True,0,1786357647.859492,invoice_system
A1822,,False,False,0,1786497597.8594959,invoice_system
A1823,INV21823,True,False,4.1,1785740233.8595011,invoice_system
A1824,INV21824,True,False,0,1787014204.859506,invoice_system
A1825,INV21825,True,False,5.6,1786584375.85951,invoice_system
A1826,INV21826,True,False,0,1787647477.859514,invoice_system
A1827,INV21827,True,False,8.4,1786967012.859519,invoice_system
A1828,,False,False,0,1787044110.859523,invoice_system
A1829,INV21829,True,False,3.4,1786441341.8595269,invoice_system
A1830,INV21830,True,False,5.7,1787880177.859531,invoice_system
A1831,,False,False,0,1785694374.859536,invoice_system
A1832,INV21832,True,False,18.3,1786270240.85954,invoice_system
A1833,,False,False,0,1786412463.859545,invoice_system
A1834,INV21834,True,False,5.2,1786469010.859549,invoice_system
A1835,INV21835,True,False,0,1786358969.859553,invoice_system
A1836,,False,False,0,1786858068.8595572,invoice_system
A1837,,False,False,4.9,1787190294.859562,invoice_system
A1838,,False,False,13.7,1786775653.859566,invoice_system
A1839,INV21839,True,False,0,1787017660.85957,invoice_system
A1840,INV21840,True,False,10.4,1786588053.859576,invoice_system
A1841,,False,False,4.9,1787532909.8595798,invoice_system
A1842,,False,False,4.1,1787426131.859585,invoice_system
A1843,INV21843,True,False,2.4,1787080849.859589,invoice_system
A1844,,False,False,0,1785606794.859593,invoice_system
A1845,INV21845,True,False,2.8,1786869107.859597,invoice_system
A1846,INV21846,True,False,4.5,1786621581.859603,invoice_system
A1847,INV21847,True,False,0.7,1785399000.859607,invoice_system
A1848,INV21848,True,False,3.7,1786775618.8596108,invoice_system
A1849,INV21849,True,True,0,1787546337.859616,invoice_system
A1850,INV21850,True,False,0,1787448496.85962,invoice_system
A1851,,False,False,0,1787155719.859624,invoice_system
A1852,INV21852,True,False,0,1787635558.8596292,invoice_system
A1853,INV21853,True,False,7.9,1785680690.859633,invoice_system
A1854,INV21854,True,False,15.4,1787265135.859638,invoice_system
A1855,INV21855,True,False,13.0,1785551633.859642,invoice_system
A1856,INV21856,True,False,6.7,1786649959.8596458,invoice_system
A1857,INV21857,True,False,10.7,1787740222.8596501,invoice_system
A1858,INV21858,True,False,5.5,1785672718.859655,invoice_system
A1859,INV21859,True,False,8.0,1787322072.859659,invoice_system
A1860,INV21860,True,False,6.3,1787557260.859664,invoice_system
A1861,,False,False,18.3,1785462654.859668,invoice_system
A1862,INV21862,True,False,4.7,1787860330.859672,invoice_system
A1863,INV21863,True,False,0,1786683013.8596768,invoice_system
A1864,INV21864,True,False,8.3,1786302123.8596811,invoice_system
A1865,,False,False,0,1787830251.8596852,invoice_system
A1866,INV21866,True,False,5.6,1786258141.859689,invoice_system
A1867,,False,False,18.6,1787291708.859694,invoice_system
A1868,,False,False,6.0,1787922173.8596978,invoice_system
A1869,INV21869,True,False,0,1786283393.859702,invoice_system
A1870,INV21870,True,False,9.9,1787601469.8597069,invoice_system
A1871,INV21871,True,False,6.9,1787713882.859712,invoice_system
A1872,,False,False,9.6,1785366898.8597162,invoice_system
A1873,INV21873,True,False,3.3,1787072320.85972,invoice_system
A1874,INV21874,True,False,0,1787310819.859725,invoice_system
A1875,,False,False,0,1785882530.8597288,invoice_system
A1876,INV21876,True,True,1.0,1785677563.859733,invoice_system
A1877,INV21877,True,False,0,1786599974.8597372,invoice_system
A1878,,False,False,3.3,1787715213.859742,invoice_system
A1879,INV21879,True,False,0.9,1787471110.859746,invoice_system
A1880,INV21880,True,False,0,1787944779.8597498,invoice_system
A1881,INV21881,True,False,0,1786602739.859755,invoice_system
A1882,INV21882,True,False,6.8,1787079630.85976,invoice_system
A1883,INV21883,True,False,0,1787855368.859765,invoice_system
A1884,,False,False,8.1,1785953993.85977,invoice_system
A1885,INV21885,True,False,13.8,1786413743.8597739,invoice_system
A1886,INV21886,True,False,0,1787668788.8597791,invoice_system
A1887,INV21887,True,False,5.9,1787272020.859784,invoice_system
A1888,INV21888,True,False,0,1787031320.859788,invoice_system
A1889,INV21889,True,False,0,1785760400.859793,invoice_system
A1890,,False,False,12.7,1787455699.859797,invoice_system
A1891,INV21891,True,False,2.1,1786093567.859802,invoice_system
A1892,INV21892,True,True,0,1785743558.859806,invoice_system
A1893,INV21893,True,True,12.4,1785498553.85981,invoice_system
A1894,INV21894,True,False,11.0,1787358573.859815,invoice_system
A1895,INV21895,True,False,0,1787638229.859819,invoice_system
A1896,INV21896,True,False,0,1786089854.8598242,invoice_system
A1897,INV21897,True,False,0,1787135401.859828,invoice_system
A1898,,False,False,4.1,1785868806.859832,invoice_system
A1899,INV21899,True,True,0,1785580924.8598368,invoice_system
A1900,INV21900,True,False,7.6,1786953403.859841,invoice_system
A1901,INV21901,True,False,5.3,1786364027.8598452,invoice_system
A1902,,False,False,0,1786268392.859849,invoice_system
A1903,INV21903,True,False,1.8,1785467422.859854,invoice_system
A1904,,False,False,5.0,1786837478.859858,invoice_system
A1905,,False,False,5.9,1787120114.859863,invoice_system
A1906,INV21906,True,False,12.8,1785441423.8598669,invoice_system
A1907,,False,False,0,1786489167.859871,invoice_system
A1908,INV21908,True,False,5.9,1787571998.859875,invoice_system
A1909,INV21909,True,False,0,1786746433.859879,invoice_system
A1910,,False,False,4.6,1787813735.859884,invoice_system
A1911,,False,False,4.4,1787137508.859888,invoice_system
A1912,INV21912,True,False,0,1786259124.859892,invoice_system
A1913,INV21913,True,False,6.6,1786543357.8598971,invoice_system
A1914,INV21914,True,False,8.1,1786611369.859901,invoice_system
A1915,,False,False,3.3,1787245065.859906,invoice_system
A1916,,False,False,3.9,1787876422.8599098,invoice_system
A1917,INV21917,True,False,6.8,1787158483.859915,invoice_system
A1918,INV21918,True,False,4.9,1787874951.859919,invoice_system
A1919,INV21919,True,False,1.2,1787454369.859924,invoice_system
A1920,,False,False,6.6,1786712820.8599281,invoice_system
A1921,INV21921,True,False,0,1786588985.859933,invoice_system
A1922,,False,False,14.8,1786098082.8599381,invoice_system
A1923,INV21923,True,False,0,1785859088.859942,invoice_system
A1924,INV21924,True,False,6.0,1786506530.859947,invoice_system
A1925,INV21925,True,False,10.5,1787141782.859951,invoice_system
A1926,,False,False,4.9,1787068798.859957,invoice_system
A1927,INV21927,True,False,0,1787280322.8599622,invoice_system
A1928,INV21928,True,False,0,1786271852.859966,invoice_system
A1929,INV21929,True,False,0,1787089755.859971,invoice_system
A1930,INV21930,True,False,0.7,1787442217.859976,invoice_system
A1931,,False,False,0,1785525615.859981,invoice_system
A1932,INV21932,True,False,7.7,1787921977.8599858,invoice_system
A1933,,False,False,0,1787546334.859992,invoice_system
A1934,INV21934,True,False,5.1,1785738630.8599958,invoice_system
A1935,INV21935,True,False,20.2,1786240016.860002,invoice_system
A1936,INV21936,True,True,0.3,1787770449.8600059,invoice_system
A1937,,False,False,0,1785662456.860012,invoice_system
A1938,INV21938,True,False,0,1786685249.8600168,invoice_system
A1939,INV21939,True,False,10.7,1787007971.860022,invoice_system
A1940,INV21940,True,False,7.7,1786279884.8600261,invoice_system
A1941,,False,False,0,1786589788.860031,invoice_system
A1942,INV21942,True,True,0,1787261612.8600361,invoice_system
A1943,,False,False,14.2,1787472541.86004,invoice_system
A1944,INV21944,True,False,10.0,1787176503.860045,invoice_system
A1945,,False,False,0,1787354345.86005,invoice_system
A1946,INV21946,True,False,0,1785466573.860055,invoice_system
A1947,INV21947,True,False,5.0,1786231626.86006,invoice_system
A1948,INV21948,True,False,0,1787221703.860065,invoice_system
A1949,INV21949,True,False,0,1787551972.86007,invoice_system
