record_id,buyer_risk_score,buyer_payment_history,supplier_reliability,production_delay_days,shipment_delay_days,payment_delay_days,inventory_age_days,deterioration,invoice_dispute_flag,duplicate_financing_flag,source_confidence,stage_progress,advance_rate_requested,financing_utilization,demand_volatility,order_value,adverse_outcome
H025395,0.06709,0.60559,0.83791,1.9,2.62,2.22,0.51,0,0,0,0.87585,0.14286,0.48105,0.40957,0.36192,204807.08,0
H025396,0.54003,0.78476,0.8129,0.0,0.02,0.0,1.21,1,0,0,0.94674,1.0,0.41421,0.51072,0.12476,888105.62,0
H025397,0.40325,0.71044,0.92216,11.11,6.45,7.91,11.5,1,0,0,0.76442,0.85714,0.61638,0.70928,0.42554,292775.08,1
H025398,0.19579,0.74195,0.94596,6.64,2.88,4.64,0.0,0,0,0,0.82124,0.85714,0.65167,0.5299,0.36833,83347.03,0
H025399,0.3076,0.88408,0.59112,3.85,5.33,0.0,24.63,0,0,0,0.85237,0.28571,0.54174,0.82816,0.28423,245708.75,0
H025400,0.31644,0.92622,0.42395,2.44,3.79,0.0,44.14,0,0,0,0.74564,0.57143,0.37025,0.68749,0.26094,1248842.9,1
H025401,0.49693,0.81575,0.91137,6.57,5.09,0.0,1.18,0,0,0,0.83077,0.85714,0.75878,0.41715,0.50579,188906.68,0
H025402,0.08886,0.75178,0.75083,9.63,6.73,4.52,41.88,0,0,0,1.0,0.28571,0.91009,0.33748,0.23615,463949.43,1
H025403,0.24315,0.48912,0.98243,3.36,4.71,0.0,0.0,0,0,0,0.9192,0.57143,0.30575,0.63297,0.28641,204571.86,0
H025404,0.09244,0.73009,0.85047,0.19,0.0,0.0,29.13,0,0,0,0.78914,0.14286,0.76399,0.57097,0.19349,1818274.25,0
H025405,0.57224,0.94629,0.90182,1.59,0.0,18.69,15.99,0,0,0,0.79233,0.0,0.54242,0.31885,0.35997,629789.92,0
H025406,0.39396,0.83882,0.67986,0.17,0.54,1.59,38.06,0,0,0,0.59343,0.42857,0.79153,0.52203,0.48773,888715.67,0
H025407,0.10557,0.93176,0.43437,8.63,0.0,14.04,0.0,0,0,0,0.78772,0.85714,0.42035,0.36759,0.26558,478292.04,0
H025408,0.27492,0.67773,0.23605,0.0,1.19,0.79,11.02,0,0,0,0.90044,0.0,0.53282,0.54015,0.07142,258421.35,1
H025409,0.27539,0.9229,0.93739,3.91,0.2,0.0,4.87,0,0,0,0.73913,0.14286,0.62176,0.6939,0.38916,130280.55,0
H025410,0.19795,0.9392,0.78385,0.0,0.69,5.06,26.23,0,0,0,0.89752,0.71429,0.58327,0.33181,0.31837,204227.26,0
H025411,0.14863,0.74024,0.94148,5.08,0.0,0.0,22.33,0,0,0,0.86249,0.57143,0.55802,0.59346,0.62197,270517.93,0
H025412,0.42107,0.77452,0.91761,9.13,0.0,0.0,10.22,0,0,0,0.91572,0.0,0.62209,0.50309,0.2882,284885.51,0
H025413,0.13662,0.87076,0.78156,0.0,0.0,0.33,0.0,0,0,0,0.84814,0.14286,0.42112,0.43294,0.12411,245086.77,0
H025414,0.61662,0.71437,0.75481,7.64,1.73,0.1,18.67,0,0,0,0.51154,0.0,0.47546,0.4771,0.32761,1038750.2,0
H025415,0.24589,0.7993,0.93256,2.33,1.01,0.0,0.23,0,0,0,0.92254,0.71429,0.40152,0.26115,0.45994,143116.07,1
H025416,0.04985,0.82905,0.86085,4.79,6.13,4.76,0.0,0,0,0,0.70066,0.0,0.73246,0.78328,0.33222,389887.98,0
H025417,0.42914,0.80136,0.81275,7.63,2.75,0.0,45.83,0,0,0,0.82471,0.42857,0.89707,0.2047,0.36064,475014.34,1
H025418,0.36075,0.81536,0.92514,0.34,7.04,7.52,0.0,0,0,0,0.84704,0.42857,0.70126,0.26136,0.34343,346689.62,0
H025419,0.47002,0.80239,0.70374,4.73,1.35,5.09,28.43,0,0,0,1.0,0.71429,0.54101,0.02234,0.32781,637644.48,0
H025420,0.29809,0.69545,0.67836,4.53,4.83,6.37,37.99,0,0,0,0.8041,0.42857,0.49063,0.39635,0.18295,245771.81,1
H025421,0.36264,0.91382,0.74093,5.13,0.0,0.0,28.33,0,0,0,0.9344,0.71429,0.70081,0.0,0.33137,489768.66,0
H025422,0.03423,0.62377,0.95019,0.0,0.0,6.39,1.84,0,0,0,0.64358,0.85714,0.71781,0.28472,0.62148,1237136.35,0
H025423,0.23671,0.91667,0.98151,2.24,0.0,0.0,14.89,0,0,0,0.81701,0.0,0.70184,0.03076,0.31355,154635.53,0
H025424,0.15502,0.77177,0.91036,0.0,7.04,5.93,9.32,0,0,0,0.7481,0.71429,0.66372,0.53159,0.73274,197543.61,0
H025425,0.36435,0.50984,0.82944,0.0,0.0,0.0,0.0,0,0,0,0.74527,0.14286,0.63244,0.45679,0.60383,309100.71,0
H025426,0.49221,0.64913,0.85734,0.0,0.14,0.0,7.32,0,0,0,0.97657,0.42857,0.76767,0.32532,0.29317,288509.79,0
H025427,0.2791,0.74656,0.64463,3.29,7.33,6.61,15.1,0,0,0,0.90142,0.28571,0.48037,0.11228,0.41628,192461.92,0
H025428,0.11893,0.98307,0.64152,3.54,0.0,3.88,11.89,0,0,0,0.95296,0.14286,0.50307,0.74082,0.13107,1930755.13,0
H025429,0.20625,0.83017,0.82271,3.79,0.0,0.0,35.6,0,0,0,0.84269,0.57143,0.95,0.3634,0.0,176952.24,1
H025430,0.18794,0.86958,0.73574,8.6,4.62,1.73,9.56,0,0,0,0.88391,0.42857,0.83486,0.46118,0.47625,93233.53,1
H025431,0.24014,0.89143,0.66315,5.52,2.97,6.93,6.6,0,0,0,0.84985,0.85714,0.70397,0.88163,0.39132,180023.17,0
H025432,0.47637,0.89537,0.8567,0.0,4.46,0.0,30.54,0,0,0,0.75346,0.42857,0.58416,0.50142,0.3008,2487371.83,0
H025433,0.28283,0.58882,0.86815,5.58,0.67,0.07,15.25,0,0,0,1.0,0.28571,0.36021,0.61549,0.34368,111702.94,0
H025434,0.42597,0.79937,0.81981,1.94,1.55,10.6,24.49,0,0,0,0.94323,0.28571,0.54944,0.49479,0.70981,192386.15,0
H025435,0.32739,0.92047,0.61825,0.0,2.2,0.0,15.25,0,0,0,1.0,0.28571,0.49074,0.90327,0.21605,1557085.26,0
H025436,0.19301,0.89969,0.94086,10.07,6.92,10.98,16.14,0,0,0,0.86946,0.57143,0.93739,0.51483,0.2017,166757.22,0
H025437,0.19645,0.96459,0.89452,0.0,1.62,0.0,31.25,0,0,1,0.75569,1.0,0.89023,0.87771,0.19499,256625.86,1
H025438,0.34101,0.71582,0.68802,1.97,1.84,0.0,17.45,0,0,0,0.97705,0.28571,0.66398,0.54784,0.40432,233765.65,1
H025439,0.3043,0.8741,0.94225,4.28,0.0,4.52,9.11,0,0,0,0.84797,0.14286,0.60685,0.74409,0.28242,234235.27,0
H025440,0.36102,0.87712,0.86685,11.58,4.08,5.39,22.4,0,0,0,0.90552,0.0,0.76671,0.7582,0.0,1686772.15,1
H025441,0.08146,0.86378,0.76011,7.0,0.0,2.56,24.07,0,0,0,0.89901,0.14286,0.66747,0.51682,0.58556,117925.51,1
H025442,0.38437,0.79899,0.5218,0.0,0.68,7.8,0.0,0,0,0,0.86688,0.85714,0.16959,0.47967,0.32981,389377.99,0
H025443,0.53651,0.68029,0.96548,2.05,0.0,0.0,27.55,0,0,0,0.80881,0.0,0.4949,0.13557,0.48617,243473.16,0
H025444,0.1469,0.86613,0.49947,0.0,1.09,10.55,0.0,0,0,0,0.7873,0.0,0.53174,0.93812,0.56699,387069.49,0
H025445,0.56254,0.97031,0.74623,0.0,2.6,13.45,47.41,0,0,0,1.0,0.57143,0.33022,0.50751,0.14841,1995111.98,1
H025446,0.13759,0.5335,0.75457,2.07,0.0,5.44,13.23,0,0,0,0.63687,0.28571,0.35159,0.46808,0.50488,469557.05,0
H025447,0.31395,0.65661,0.88351,5.68,0.97,0.87,8.15,0,0,0,0.71873,0.57143,0.65887,0.35608,0.21503,290613.81,0
H025448,0.15566,0.70277,0.88568,4.65,0.0,7.91,15.05,0,0,0,0.83667,0.85714,0.74677,0.28034,0.04726,474213.14,0
H025449,0.23021,0.96321,0.51172,9.06,2.8,7.32,23.47,0,0,0,0.76044,0.57143,0.47411,0.454,0.0,269880.4,0
H025450,0.06517,0.64822,0.96372,0.0,0.0,11.14,21.51,0,0,0,0.7505,0.14286,0.51097,0.18568,0.43606,152304.85,0
H025451,0.45867,0.96972,0.89468,0.43,5.53,6.46,28.79,0,0,0,0.89813,0.0,0.43181,0.4311,0.57669,213213.74,0
H025452,0.11569,0.60939,0.71141,0.85,0.0,9.73,28.88,1,0,0,0.89464,0.71429,0.48787,0.80396,0.04763,1328509.07,0
H025453,0.25365,0.64098,0.71525,3.63,2.35,0.0,0.0,0,0,0,1.0,0.0,0.62361,0.38935,0.41389,2494708.24,1
H025454,0.10797,0.75688,0.66099,10.42,1.99,13.4,16.98,0,0,0,0.84381,0.71429,0.72414,0.45632,0.52111,343423.18,0
H025455,0.2183,0.69176,0.76625,3.26,3.37,0.0,2.56,0,0,0,0.86153,0.28571,0.59117,0.73825,0.39155,2290953.09,1
H025456,0.58515,0.93366,0.74729,9.86,0.0,0.91,18.52,0,0,0,0.76441,0.42857,0.70174,0.1634,0.16873,1140956.01,0
H025457,0.20981,0.89247,0.90122,3.58,1.2,2.45,12.18,0,0,0,0.90231,0.14286,0.43243,0.16664,0.42443,1927682.92,0
H025458,0.47971,0.82359,0.7489,7.84,8.53,0.0,0.0,0,0,0,0.71741,1.0,0.50274,0.31095,0.0,251988.53,0
H025459,0.54213,0.83112,0.68479,4.62,0.0,11.91,13.11,0,0,0,0.91486,0.57143,0.92641,0.58662,0.27976,1452152.37,1
H025460,0.07844,0.61894,0.44795,0.0,5.46,0.0,35.32,0,0,0,0.71548,0.57143,0.36528,0.3466,0.38949,474862.44,0
H025461,0.32307,0.97114,0.71012,0.0,4.47,0.0,3.28,0,0,0,0.82144,0.0,0.62804,0.3056,0.50068,369660.14,0
H025462,0.02727,0.89158,0.95356,0.0,2.53,2.7,23.88,0,0,0,0.74334,1.0,0.5913,0.85725,0.45069,484575.09,0
H025463,0.1844,0.84195,0.92022,0.83,1.4,5.16,16.67,0,0,0,0.74013,1.0,0.80968,0.59718,0.06616,445413.91,0
H025464,0.56031,0.89073,0.67286,0.0,2.45,0.0,19.37,0,0,0,0.55946,0.85714,0.78533,0.56838,0.50271,2775078.75,1
H025465,0.31846,0.88488,0.68126,0.0,0.0,0.0,14.97,0,0,0,0.86367,0.28571,0.35324,0.66236,0.3294,595748.11,0
H025466,0.28955,0.86469,0.82951,5.43,6.92,0.0,11.52,0,0,0,0.60628,0.57143,0.67526,0.84211,0.44747,436556.17,0
H025467,0.51438,0.81136,0.9095,0.0,2.92,0.0,12.4,0,0,0,0.80442,1.0,0.70605,0.41252,0.3882,530458.51,0
H025468,0.29426,0.93382,0.56698,0.0,0.0,14.75,14.25,0,1,0,0.66681,0.14286,0.53291,0.55479,0.28611,482610.27,0
H025469,0.54477,0.95688,0.92268,7.93,6.08,2.9,43.69,0,0,0,0.86631,0.85714,0.52484,0.71223,0.23601,733190.96,1
H025470,0.08392,0.90921,0.76628,4.57,0.0,0.0,48.33,0,0,0,0.50961,0.0,0.52383,0.51947,0.51945,320881.38,1
H025471,0.16212,0.90642,0.70758,10.99,0.0,0.0,25.76,0,0,0,0.7007,0.28571,0.69487,0.4091,0.49745,1262392.54,1
H025472,0.10218,0.91097,0.70381,0.0,0.0,0.0,10.45,0,0,0,0.88398,0.14286,0.63623,0.51081,0.23033,461981.14,0
H025473,0.06788,0.84922,0.77759,0.12,4.13,0.0,19.52,0,0,0,0.7848,0.28571,0.49882,0.64769,0.18168,482243.1,0
H025474,0.11609,0.87552,0.82588,0.0,1.93,10.34,44.44,0,0,0,0.66049,0.57143,0.6721,0.46803,0.49623,667933.84,0
H025475,0.26245,0.78786,0.65404,7.87,8.03,3.53,14.62,0,0,0,0.76123,0.28571,0.15,0.22143,0.13998,373253.47,0
H025476,0.3253,0.70742,0.91636,2.97,0.0,0.0,10.11,0,0,0,0.79105,0.42857,0.71543,0.71246,0.53565,203046.63,0
H025477,0.13732,0.78165,0.7413,0.0,4.04,0.0,41.82,0,0,0,0.69026,0.0,0.36199,0.50579,0.0,726447.79,0
H025478,0.10535,0.70936,0.74633,1.38,0.0,1.99,13.91,0,0,0,0.94431,0.71429,0.66308,0.65049,0.44206,433499.34,0
H025479,0.31945,0.58906,0.8319,7.69,2.0,0.0,15.45,0,1,0,0.83438,1.0,0.42222,0.56387,0.32785,217939.18,0
H025480,0.11099,0.77087,0.90397,0.0,0.51,0.0,5.82,0,0,0,0.80439,0.42857,0.51793,0.53295,0.47013,1037538.34,0
H025481,0.12419,0.60577,0.85212,4.66,0.0,1.27,20.33,0,0,0,0.74025,0.14286,0.78547,0.42476,0.19359,131821.86,1
H025482,0.38673,0.76415,0.5469,1.05,0.23,8.94,36.86,0,0,0,0.72289,0.85714,0.62263,0.63815,0.34033,86297.24,0
H025483,0.27445,0.70518,0.65863,4.87,0.86,1.3,27.85,0,0,0,0.5672,0.71429,0.48424,0.85266,0.25535,332505.27,1
H025484,0.39616,0.68621,0.86123,7.19,0.0,0.0,9.59,0,0,0,0.91777,0.0,0.40751,0.49384,0.28555,1416748.14,0
H025485,0.34732,0.6838,0.86044,11.69,7.36,0.0,14.78,0,1,0,0.75264,0.14286,0.58954,0.70514,0.43376,254049.27,1
H025486,0.30352,0.79623,0.83453,4.24,0.0,7.04,23.32,0,0,0,0.91484,0.14286,0.30945,0.27788,0.15333,498097.66,0
H025487,0.12663,0.92079,0.64877,2.95,0.38,4.0,33.21,1,0,0,0.94782,1.0,0.4324,0.59172,0.39751,191873.85,0
H025488,0.49175,0.83627,0.77804,6.73,6.2,2.98,33.9,0,0,0,0.85256,0.42857,0.45049,0.69363,0.36632,406018.38,1
H025489,0.17512,0.84345,0.61652,0.0,7.82,14.33,0.0,0,0,0,0.69292,0.28571,0.61626,0.41418,0.59219,374338.1,1
H025490,0.19284,0.83228,0.67699,2.83,1.96,0.0,17.55,0,0,0,1.0,0.14286,0.45971,0.35865,0.01866,503107.96,0
H025491,0.25476,0.49438,0.95675,0.0,0.28,11.55,39.11,1,0,0,0.74031,1.0,0.4886,0.33917,0.02678,151200.95,0
H025492,0.43995,0.62737,0.90477,0.0,0.46,7.24,28.18,0,0,0,1.0,0.85714,0.66474,0.53349,0.09296,207304.51,1
H025493,0.11851,0.88971,0.78233,1.11,0.0,0.0,24.13,0,0,0,0.74341,0.42857,0.81713,0.42215,0.51201,1124012.67,0
H025494,0.22374,0.66186,0.92869,4.07,5.09,6.75,19.13,0,0,0,0.64044,0.0,0.72602,0.2747,0.17301,233134.1,0
H025495,0.50138,0.5962,0.98228,6.56,0.0,0.0,12.16,0,0,0,0.66755,0.57143,0.21414,0.57328,0.4676,550208.44,0
H025496,0.06699,0.74349,0.7516,0.0,0.7,0.0,18.19,0,0,0,0.82956,1.0,0.60565,0.20109,0.54419,563202.49,0
H025497,0.27337,0.57157,0.59474,0.0,3.68,2.68,7.69,0,0,0,0.99745,0.57143,0.37387,0.46903,0.65521,270039.03,0
H025498,0.12651,0.86897,0.83031,0.0,5.05,4.59,29.96,1,0,0,0.9583,0.85714,0.84306,0.72825,0.32727,119947.59,0
H025499,0.3834,0.8296,0.90201,6.7,0.2,7.7,19.48,0,0,0,0.84392,0.42857,0.54336,0.72708,0.23293,409032.21,0
H025500,0.17428,0.75149,0.60783,7.96,1.69,10.04,29.01,0,0,0,1.0,0.71429,0.76552,0.49646,0.23375,326283.49,0
H025501,0.19275,0.80194,0.61642,2.03,1.36,10.09,25.15,0,0,0,0.96714,0.14286,0.58609,0.58163,0.32742,322313.96,0
H025502,0.19399,0.96641,0.88612,0.0,2.95,0.0,0.0,0,0,0,0.84746,0.71429,0.95,0.51373,0.32971,147373.64,0
H025503,0.37356,0.80094,0.94953,0.0,0.0,2.74,0.0,0,0,0,0.89138,0.14286,0.26711,0.62053,0.22497,173606.45,0
H025504,0.02415,0.59932,0.67589,10.34,0.0,8.55,19.35,0,0,0,1.0,1.0,0.55326,0.37389,0.21976,420261.81,0
H025505,0.09754,0.7952,0.88608,7.8,2.89,0.0,20.13,0,0,0,0.7964,0.71429,0.68115,0.61995,0.23943,203478.39,0
H025506,0.19874,0.73685,0.93434,4.46,1.54,11.5,36.16,0,0,0,0.88825,1.0,0.39792,0.4841,0.46975,338911.95,0
H025507,0.54027,0.78584,0.81249,15.31,0.0,5.65,26.56,0,0,0,0.84106,0.14286,0.69637,0.78338,0.29331,165642.52,0
H025508,0.28478,0.75641,0.77076,2.2,3.11,1.17,5.41,0,0,0,0.87336,0.71429,0.79537,0.36192,0.1916,513581.84,0
H025509,0.47878,0.86641,0.82173,0.0,0.0,0.0,16.52,0,1,0,0.79528,0.28571,0.48573,0.69513,0.42207,353812.65,1
H025510,0.06607,0.66237,0.8757,3.16,0.58,2.86,28.07,0,0,0,0.77784,0.57143,0.80119,0.68486,0.41206,588049.82,0
H025511,0.27651,0.79373,0.92498,0.84,4.4,0.94,10.6,0,0,0,0.89597,0.0,0.2805,0.62784,0.21325,366566.94,0
H025512,0.30983,0.88631,0.91639,0.0,0.43,7.69,9.83,0,1,0,0.95923,0.57143,0.71414,0.37963,0.24951,464844.09,0
H025513,0.38096,0.64996,0.80712,0.0,0.0,17.43,17.85,0,0,0,0.75459,0.14286,0.55056,0.72132,0.49603,2054778.3,1
H025514,0.03373,0.97729,0.85027,5.97,2.43,4.94,23.68,0,0,0,0.65667,0.14286,0.60323,0.48167,0.34447,345364.45,0
H025515,0.08733,0.938,0.63616,0.0,2.03,0.14,0.8,0,0,0,0.82144,0.14286,0.56974,0.3386,0.74158,607052.78,0
H025516,0.34534,0.83037,0.79402,5.72,0.0,19.93,0.0,0,1,0,0.80369,1.0,0.6168,0.30891,0.48093,238364.06,1
H025517,0.38944,0.89634,0.71952,0.34,0.0,0.0,17.3,0,0,0,0.76922,0.28571,0.79719,0.0,0.20642,620417.44,0
H025518,0.10662,0.92018,0.91237,2.64,0.08,6.81,26.86,0,0,0,0.88117,0.14286,0.61006,0.5584,0.24467,1904540.11,0
H025519,0.31584,0.78611,0.91065,3.51,1.05,10.03,25.95,0,0,0,1.0,0.71429,0.499,0.40356,0.53119,203664.85,0
H025520,0.74118,0.86547,0.89539,2.92,1.17,0.03,5.6,0,0,0,0.96385,0.42857,0.6599,0.87907,0.50564,409990.3,1
H025521,0.0879,0.74771,0.8583,0.0,0.61,3.43,0.0,0,0,0,0.97607,0.14286,0.53585,0.3248,0.4887,147797.32,0
H025522,0.21117,0.66454,0.97895,5.11,0.0,0.0,31.44,0,0,0,1.0,1.0,0.47405,0.35776,0.17439,199616.59,0
H025523,0.43002,0.81749,0.66596,10.06,4.02,6.39,41.9,0,0,0,0.78292,1.0,0.7521,0.26718,0.33312,701062.29,0
H025524,0.08921,0.77967,0.73206,0.75,0.53,8.28,39.85,0,0,0,0.7645,1.0,0.63756,1.0,0.46051,493282.86,0
H025525,0.44722,0.73328,0.76338,1.89,5.77,4.95,0.0,0,0,0,1.0,0.42857,0.5601,0.75447,0.08572,789560.09,1
H025526,0.39347,0.83755,0.92686,0.02,0.0,0.0,12.38,0,0,0,0.79278,1.0,0.66025,0.01646,0.25277,846000.84,0
H025527,0.21318,0.81498,0.80837,0.0,4.92,0.0,29.59,0,0,0,0.77522,0.42857,0.34955,0.68429,0.73558,237121.3,1
H025528,0.30367,0.68947,0.59244,1.24,3.71,8.75,0.0,0,0,0,0.82404,1.0,0.461,0.82271,0.36898,309316.64,1
H025529,0.07367,0.93877,0.38718,0.0,2.59,5.75,33.91,0,0,0,0.97276,1.0,0.76165,0.34206,0.51311,950924.62,0
H025530,0.33101,0.85975,0.85105,14.3,0.28,0.0,17.97,1,0,0,0.89493,0.85714,0.70649,0.84019,0.26058,188011.64,0
H025531,0.272,0.54415,0.71254,5.6,5.34,0.0,36.14,0,0,0,0.89937,0.85714,0.94246,0.67256,0.26577,713733.68,0
H025532,0.11224,0.87028,0.89284,0.0,1.58,12.1,21.22,0,0,0,0.76648,0.0,0.40217,0.9418,0.3508,353406.38,1
H025533,0.44561,0.53938,0.76117,0.56,1.79,0.0,36.22,0,0,0,0.79284,0.85714,0.48428,0.85126,0.29827,73595.3,0
H025534,0.15009,0.87885,0.80636,0.0,1.75,0.0,15.61,0,0,0,0.99183,0.0,0.63038,0.91592,0.47675,393487.54,0
H025535,0.15202,0.69371,0.70417,1.45,0.0,16.89,0.0,0,0,0,0.88676,0.28571,0.49764,0.5623,0.02903,233333.0,0
H025536,0.13144,0.92883,0.60667,0.0,0.0,0.0,24.05,0,0,0,0.88837,0.57143,0.43596,0.12656,0.06659,511358.6,0
H025537,0.15947,0.87087,0.87252,0.82,3.55,8.4,19.34,0,0,0,0.92326,0.71429,0.73515,0.58416,0.25732,357664.5,0
H025538,0.43007,0.77668,0.64414,0.28,3.2,11.2,11.21,0,0,1,0.99387,0.42857,0.4785,0.59126,0.22046,1401707.02,1
H025539,0.30875,0.66008,0.70908,14.48,1.55,7.91,0.0,0,0,0,0.8066,0.71429,0.40609,0.21562,0.3117,282543.77,1
H025540,0.03489,0.80412,0.8348,0.89,5.05,3.69,12.43,0,1,1,0.77554,0.0,0.50778,0.51508,0.21141,531239.34,1
H025541,0.29099,0.82277,0.86825,3.77,2.49,8.44,9.81,0,0,0,0.83941,1.0,0.76299,0.25139,0.38784,382163.18,0
H025542,0.34521,0.78343,0.58737,0.0,0.6,2.46,22.14,0,0,0,0.76729,0.85714,0.65221,0.06707,0.40243,213190.0,0
H025543,0.11315,0.84229,0.59765,5.5,3.77,13.49,27.05,0,0,0,0.90548,0.0,0.63557,0.29592,0.38228,1219607.56,1
H025544,0.42799,0.84657,0.75695,10.13,0.0,0.0,19.6,0,0,0,0.7087,1.0,0.83206,0.77573,0.62495,537388.96,1
H025545,0.22523,0.90986,0.76046,7.78,1.67,0.0,2.61,0,0,0,0.87418,0.14286,0.61457,0.85656,0.09763,441782.11,0
H025546,0.05284,0.85063,0.64956,0.87,4.92,1.77,37.55,0,0,0,0.80173,0.85714,0.50468,0.36838,0.24056,2078970.76,0
H025547,0.23272,0.7714,0.54749,0.59,1.54,9.86,6.45,0,0,0,1.0,0.14286,0.27564,0.63039,0.21492,314516.66,1
H025548,0.1828,0.84836,0.72997,11.02,0.0,6.65,31.8,1,0,0,0.86234,0.14286,0.53981,0.38976,0.03088,2711906.07,1
H025549,0.54577,0.74172,0.93004,7.29,6.26,0.75,35.14,0,0,0,0.72247,0.71429,0.35786,0.86051,0.00297,255927.41,0
H025550,0.40996,0.58297,0.84736,5.57,2.56,0.0,20.64,0,0,0,0.79145,0.14286,0.51805,0.90745,0.0,251028.32,0
H025551,0.31786,0.64869,0.80087,8.86,1.91,3.68,18.26,0,0,0,0.94361,0.57143,0.64063,0.37925,0.46583,109450.2,0
H025552,0.3527,0.83145,0.89242,7.46,5.0,0.0,53.24,0,0,0,1.0,0.0,0.61829,0.54748,0.64819,421882.25,0
H025553,0.1796,0.82533,0.65181,0.0,0.0,3.99,2.36,0,0,0,0.78224,0.14286,0.37844,0.83078,0.09062,199637.74,0
H025554,0.10838,0.87818,0.55524,0.0,0.0,4.62,48.24,0,0,0,0.73462,0.28571,0.79513,0.3784,0.24579,271304.65,0
H025555,0.41093,0.63117,0.88697,1.8,5.08,2.23,34.9,0,0,0,1.0,0.14286,0.3856,0.5044,0.61382,93433.73,0
H025556,0.2013,0.44802,0.922,0.72,2.35,2.93,30.51,0,0,0,0.81317,0.14286,0.59308,0.91371,0.24889,294076.53,1
H025557,0.391,0.57474,0.81529,4.59,0.49,0.0,31.0,0,0,0,0.89614,0.0,0.67574,0.18232,0.26142,232688.92,1
H025558,0.63953,0.792,0.71809,3.68,0.0,0.0,0.37,0,0,0,0.67261,0.14286,0.4865,0.52518,0.58386,561421.86,1
H025559,0.21179,0.57842,0.63113,4.64,7.41,0.0,4.86,0,0,0,1.0,1.0,0.74894,0.76805,0.6938,153096.79,0
H025560,0.33752,0.86845,0.8421,5.95,0.03,0.0,15.03,0,0,0,0.82618,0.0,0.57691,0.85836,0.13431,1259751.47,0
H025561,0.27416,0.92735,0.93335,4.63,0.0,0.0,58.98,0,0,0,0.6546,0.42857,0.38679,0.89611,0.60568,127822.95,1
H025562,0.10999,0.77523,0.77026,5.7,3.46,12.9,4.02,0,0,0,0.74382,0.42857,0.60834,0.77511,0.16519,310610.76,0
H025563,0.22373,0.79054,0.87388,3.65,0.0,17.37,34.03,0,0,0,0.8159,0.0,0.45461,0.34705,0.40145,451311.82,0
H025564,0.08764,0.78272,0.72775,9.95,6.85,0.0,2.17,0,0,0,0.68866,0.85714,0.49006,0.83602,0.23462,365903.59,0
H025565,0.10648,0.72033,0.84777,4.61,3.93,0.0,12.25,0,0,0,0.78572,0.28571,0.67298,0.5766,0.51231,463342.78,0
H025566,0.31007,0.89979,0.94207,0.28,0.84,0.0,13.7,0,0,0,0.80159,0.28571,0.75727,0.28675,0.2006,1480233.46,0
H025567,0.42525,0.67095,0.89499,0.78,4.38,1.39,2.49,0,0,0,0.6577,0.85714,0.42209,0.63062,0.26414,199008.8,0
H025568,0.37445,0.82452,0.89951,6.95,0.96,4.34,0.0,0,0,0,0.77697,0.85714,0.68585,0.41395,0.57406,163545.41,1
H025569,0.33436,0.50815,0.82299,5.28,0.0,13.67,0.0,0,0,0,0.796,0.71429,0.74991,0.83069,0.10664,599091.19,1
H025570,0.34263,0.63781,0.87158,1.89,0.0,2.42,47.19,0,0,0,0.96999,0.14286,0.51543,0.47323,0.26109,504308.61,1
H025571,0.55399,0.94244,0.77286,0.49,0.0,6.85,11.77,0,0,0,0.96342,1.0,0.51475,0.5776,0.13344,256205.09,0
H025572,0.15903,0.70704,0.86067,0.16,2.29,17.15,43.92,1,0,0,0.79056,1.0,0.50559,0.36689,0.2332,296825.19,0
H025573,0.45204,0.76634,0.91855,0.26,0.08,11.23,19.19,0,0,0,0.96396,0.57143,0.61168,0.9694,0.15675,2926709.24,1
H025574,0.22829,0.75486,0.88666,0.0,3.1,3.43,22.0,0,0,0,0.82174,0.85714,0.40221,0.50588,0.43169,1793543.93,0
H025575,0.11779,0.70711,0.8087,0.0,6.46,2.28,5.25,0,0,0,0.80351,0.14286,0.75469,0.46582,0.43636,207927.1,0
H025576,0.34521,0.69307,0.72161,0.0,4.9,8.08,27.15,1,0,0,0.9512,1.0,0.6962,0.31464,0.39323,110315.6,1
H025577,0.36573,0.89093,0.78773,0.0,3.77,10.61,32.06,0,0,0,0.8673,0.14286,0.72905,0.64518,0.51804,853490.21,1
H025578,0.267,0.6318,0.6347,0.0,1.64,3.0,16.96,0,0,0,0.84954,0.0,0.5098,0.61534,0.19599,1010340.77,0
H025579,0.42707,0.80551,0.91961,2.79,0.0,16.56,15.41,0,0,0,0.48557,1.0,0.52499,0.66356,0.34593,234431.67,0
H025580,0.23039,0.98696,0.83573,2.54,1.43,0.77,26.22,0,0,0,0.72056,1.0,0.52662,0.54298,0.0,977236.82,0
H025581,0.01027,0.93917,0.88107,12.45,4.97,5.68,0.12,0,1,0,0.74956,0.85714,0.95,0.6251,0.45173,542336.17,0
H025582,0.04023,0.86338,0.82042,4.0,0.12,8.92,32.72,1,0,0,0.92796,0.0,0.52707,0.3382,0.13789,360628.4,1
H025583,0.08378,0.69828,0.43354,0.49,0.0,4.72,33.47,0,0,0,0.72438,0.57143,0.82587,0.62636,0.15598,162836.27,1
H025584,0.59105,0.89272,0.56763,0.0,3.95,0.0,6.09,0,0,0,0.50195,0.42857,0.24173,0.93452,0.45626,791624.58,0
