asset_id,shipment_created,shipment_delay_days,location,ts,source
A1502,False,5.78,customer_dc,1786588948.8580961,logistics
A1503,True,1.75,customer_dc,1786383381.8581,logistics
A1504,True,0,in_transit,1785729834.858104,logistics
A1505,False,2.41,customer_dc,1786593270.8581078,logistics
A1506,False,0,customer_dc,1786271528.858112,logistics
A1507,False,4.72,customer_dc,1787361103.8581161,logistics
A1508,False,2.93,in_transit,1787869493.858121,logistics
A1509,True,8.13,in_transit,1786547564.858125,logistics
A1510,True,1.59,customer_dc,1785840831.8581288,logistics
A1511,True,6.02,in_transit,1785876755.858133,logistics
A1512,True,3.95,in_transit,1786547531.8581371,logistics
A1513,True,3.05,in_transit,1785875887.858141,logistics
A1514,True,5.34,customer_dc,1786529858.858145,logistics
A1515,True,0,regional_hub,1786630838.858149,logistics
A1516,False,9.74,customer_dc,1787726652.858154,logistics
A1517,True,3.3,in_transit,1787210134.8581572,logistics
A1518,False,0.52,customer_dc,1787825654.858162,logistics
A1519,False,0,customer_dc,1785346097.858166,logistics
A1520,True,0,customer_dc,1785448415.85817,logistics
A1521,True,0,regional_hub,1786101338.858175,logistics
A1522,False,1.92,customer_dc,1786280323.858179,logistics
A1523,False,3.34,supplier_facility,1787597464.858183,logistics
A1524,False,2.56,in_transit,1786261071.858187,logistics
A1525,True,2.29,regional_hub,1787489170.858191,logistics
A1526,False,0,customer_dc,1786892021.8581948,logistics
A1527,False,9.34,regional_hub,1785877076.8581991,logistics
A1528,True,1.98,in_transit,1786504835.858203,logistics
A1529,False,0.0,customer_dc,1787051303.858208,logistics
A1530,True,0,supplier_facility,1787524890.858211,logistics
A1531,False,3.38,customer_dc,1786002008.8582149,logistics
A1532,False,0,customer_dc,1785588226.858219,logistics
A1533,False,2.6,supplier_facility,1786171182.8582242,logistics
A1534,True,0,in_transit,1786733486.858227,logistics
A1535,False,1.75,customer_dc,1787829385.858232,logistics
A1536,False,6.07,customer_dc,1786696301.8582358,logistics
A1537,False,0,supplier_facility,1787903486.858239,logistics
A1538,True,8.74,customer_dc,1787761377.858243,logistics
A1539,True,4.15,supplier_facility,1786035550.858248,logistics
A1540,True,4.09,in_transit,1785551502.858252,logistics
A1541,True,0,supplier_facility,1787282162.8582568,logistics
A1542,False,1.9,customer_dc,1785723245.858262,logistics
A1543,False,0.87,regional_hub,1786922387.858266,logistics
A1544,True,7.38,supplier_facility,1786598568.858271,logistics
A1545,True,0.23,supplier_facility,1786898050.8582752,logistics
A1546,False,3.34,customer_dc,1785849271.858279,logistics
A1547,False,5.4,customer_dc,1786288406.858283,logistics
A1548,False,5.49,customer_dc,1786042545.858287,logistics
A1549,True,2.77,regional_hub,1786587934.858291,logistics
A1550,False,1.3,regional_hub,1786785335.858295,logistics
A1551,True,0.35,in_transit,1785590295.8582988,logistics
A1552,True,0,in_transit,1787347622.858304,logistics
A1553,True,0.66,regional_hub,1785698383.858308,logistics
A1554,False,4.09,regional_hub,1787860248.858312,logistics
A1555,False,3.43,in_transit,1787158273.858316,logistics
A1556,False,1.05,customer_dc,1787419595.8583198,logistics
A1557,True,0,supplier_facility,1785934767.858324,logistics
A1558,False,4.48,customer_dc,1785958923.858328,logistics
A1559,False,7.49,customer_dc,1787167009.8583329,logistics
A1560,True,0.88,customer_dc,1786495144.858337,logistics
A1561,True,0.69,in_transit,1787004324.858342,logistics
A1562,False,5.27,supplier_facility,1786165872.858345,logistics
A1563,True,5.32,customer_dc,1786043294.858351,logistics
A1564,True,3.38,customer_dc,1787553644.858356,logistics
A1565,True,0,supplier_facility,1785738736.85836,logistics
A1566,False,0,supplier_facility,1785926378.858367,logistics
A1567,True,1.55,in_transit,1786302184.858371,logistics
A1568,True,3.81,customer_dc,1785422290.8583748,logistics
A1569,False,1.58,regional_hub,1785500379.858378,logistics
A1570,True,0,regional_hub,1786865973.8583832,logistics
A1571,True,0,supplier_facility,1787744971.858387,logistics
A1572,True,9.16,customer_dc,1787824812.858391,logistics
A1573,False,2.56,in_transit,1786263495.8583949,logistics
A1574,False,4.41,regional_hub,1786544071.858399,logistics
A1575,True,1.02,in_transit,1786838502.858403,logistics
A1576,True,5.3,customer_dc,1785620571.858408,logistics
A1577,True,2.14,regional_hub,1785681866.858412,logistics
A1578,True,0,regional_hub,1787864799.858416,logistics
A1579,True,0.32,regional_hub,1787334599.858421,logistics
A1580,False,3.81,supplier_facility,1786333107.858426,logistics
A1581,True,1.1,customer_dc,1785389940.85843,logistics
A1582,False,2.74,customer_dc,1787298019.858434,logistics
A1583,False,0.87,customer_dc,1785404680.8584378,logistics
A1584,False,3.88,customer_dc,1785644268.858443,logistics
A1585,True,3.19,regional_hub,1786620398.858447,logistics
A1586,True,2.04,supplier_facility,1787090439.858451,logistics
A1587,True,4.51,regional_hub,1786814127.8584561,logistics
A1588,True,0,customer_dc,1787166895.85846,logistics
A1589,True,2.15,customer_dc,1786311899.858464,logistics
A1590,True,1.8,supplier_facility,1786474658.858468,logistics
A1591,True,3.49,regional_hub,1787669976.8584719,logistics
A1592,True,0.38,supplier_facility,1786769198.858477,logistics
A1593,False,3.88,in_transit,1786413725.8584828,logistics
A1594,False,2.23,customer_dc,1786425474.8584871,logistics
A1595,False,1.1,regional_hub,1786299110.858491,logistics
A1596,True,3.51,in_transit,1785577738.858494,logistics
A1597,True,0,supplier_facility,1787532438.858498,logistics
A1598,False,6.69,regional_hub,1787312751.8585029,logistics
A1599,False,1.16,supplier_facility,1785488159.858507,logistics
A1600,True,0,regional_hub,1786601649.8585112,logistics
A1601,True,5.2,in_transit,1786531104.858516,logistics
A1602,True,2.8,customer_dc,1786521002.85852,logistics
A1603,True,0,supplier_facility,1787404080.8585238,logistics
A1604,True,0,supplier_facility,1785352272.858528,logistics
A1605,False,1.18,in_transit,1786076308.8585322,logistics
A1606,False,0,supplier_facility,1785412856.858537,logistics
A1607,False,0.94,customer_dc,1786586098.858542,logistics
A1608,False,3.26,in_transit,1785978637.858546,logistics
A1609,False,3.43,in_transit,1785434598.858551,logistics
A1610,False,0,customer_dc,1787696103.8585548,logistics
A1611,False,6.76,customer_dc,1786505291.858559,logistics
A1612,True,0,regional_hub,1787417123.8585632,logistics
A1613,False,1.09,regional_hub,1787332221.858568,logistics
A1614,True,2.81,customer_dc,1787125506.858572,logistics
A1615,False,0.9,customer_dc,1787476842.8585758,logistics
A1616,False,0,regional_hub,1786760150.858581,logistics
A1617,True,5.28,customer_dc,1786270287.8585851,logistics
A1618,False,1.31,in_transit,1787288577.858589,logistics
A1619,True,2.65,regional_hub,1785811232.858593,logistics
A1620,False,0,regional_hub,1786052812.858598,logistics
A1621,False,1.94,supplier_facility,1785558430.858602,logistics
A1622,False,1.64,regional_hub,1787823094.858606,logistics
A1623,True,3.62,in_transit,1786654666.85861,logistics
A1624,True,0,in_transit,1787681325.858615,logistics
A1625,True,3.61,supplier_facility,1786788063.858619,logistics
A1626,True,5.87,in_transit,1786381159.858623,logistics
A1627,False,0.62,supplier_facility,1786059695.8586292,logistics
A1628,False,3.58,regional_hub,1785774727.858633,logistics
A1629,False,3.68,customer_dc,1787955056.858638,logistics
A1630,True,1.26,regional_hub,1786352645.8586419,logistics
A1631,False,0.13,regional_hub,1787810534.858647,logistics
A1632,True,3.28,in_transit,1787024058.858651,logistics
A1633,False,2.28,supplier_facility,1786716192.858655,logistics
A1634,True,0,supplier_facility,1786987383.858659,logistics
A1635,False,0,in_transit,1786109619.8586628,logistics
A1636,True,0,customer_dc,1786951037.858668,logistics
A1637,False,3.53,supplier_facility,1787312317.8586721,logistics
A1638,False,8.75,customer_dc,1786304122.858677,logistics
A1639,False,0.77,customer_dc,1786378873.8586812,logistics
A1640,True,0.7,supplier_facility,1785985452.858685,logistics
A1641,False,0,customer_dc,1786534471.858689,logistics
A1642,True,0,customer_dc,1786724280.8586931,logistics
A1643,False,0.12,supplier_facility,1786017752.858698,logistics
A1644,False,2.06,supplier_facility,1787072974.8587022,logistics
A1645,False,6.13,in_transit,1787571529.858707,logistics
A1646,True,3.56,in_transit,1787584836.858712,logistics
A1647,False,4.12,regional_hub,1785395485.858716,logistics
A1648,False,3.07,regional_hub,1787675406.85872,logistics
A1649,True,0,customer_dc,1787776531.858724,logistics
A1650,True,6.14,supplier_facility,1785738388.858728,logistics
A1651,True,1.82,customer_dc,1786825504.858732,logistics
A1652,False,4.14,customer_dc,1785514594.858737,logistics
A1653,False,3.64,regional_hub,1786881383.858741,logistics
A1654,True,7.71,supplier_facility,1786059570.858745,logistics
A1655,False,0,supplier_facility,1786103819.8587499,logistics
A1656,False,0,customer_dc,1786470044.858755,logistics
A1657,False,3.13,in_transit,1787346580.858759,logistics
A1658,False,2.5,regional_hub,1786491213.858764,logistics
A1659,False,0,supplier_facility,1785843526.858768,logistics
A1660,True,4.64,supplier_facility,1787646988.858773,logistics
A1661,False,0.42,supplier_facility,1785424238.858777,logistics
A1662,True,1.26,supplier_facility,1787232167.858782,logistics
A1663,True,4.08,in_transit,1787275798.858786,logistics
A1664,True,3.69,customer_dc,1786573256.85879,logistics
A1665,True,3.34,customer_dc,1787066909.858794,logistics
A1666,True,0,regional_hub,1786626438.858798,logistics
A1667,True,0,regional_hub,1786514522.858803,logistics
A1668,False,0,supplier_facility,1785686898.858807,logistics
A1669,False,1.46,in_transit,1786962677.858811,logistics
A1670,True,2.24,customer_dc,1785856516.858817,logistics
A1671,False,5.8,supplier_facility,1787223424.8588219,logistics
A1672,True,6.46,in_transit,1787446045.858826,logistics
A1673,False,3.35,in_transit,1785753366.8588312,logistics
A1674,True,0,customer_dc,1785847997.858835,logistics
A1675,False,0,in_transit,1787437276.85884,logistics
A1676,True,2.26,in_transit,1787837011.8588438,logistics
A1677,False,7.64,supplier_facility,1785633562.858849,logistics
A1678,True,3.55,customer_dc,1785538534.8588538,logistics
A1679,False,3.52,regional_hub,1785360166.8588579,logistics
A1680,False,1.47,in_transit,1786896097.858863,logistics
A1681,False,9.57,customer_dc,1786204366.858867,logistics
A1682,True,7.22,in_transit,1786026230.858871,logistics
A1683,False,2.92,regional_hub,1786794206.858876,logistics
A1684,True,6.33,regional_hub,1786264254.85888,logistics
A1685,False,5.93,regional_hub,1785612847.858884,logistics
A1686,False,1.46,supplier_facility,1787747443.8588889,logistics
A1687,False,0,customer_dc,1787901292.858894,logistics
A1688,True,2.83,in_transit,1785904237.858898,logistics
A1689,False,0,regional_hub,1787735556.858902,logistics
A1690,False,1.79,customer_dc,1786339348.858907,logistics
A1691,True,4.44,in_transit,1786035705.858911,logistics
A1692,True,4.7,in_transit,1785497378.858915,logistics
A1693,True,3.57,regional_hub,1786930254.8589199,logistics
A1694,True,0,regional_hub,1785988405.8589242,logistics
A1695,True,2.71,supplier_facility,1786475554.858929,logistics
A1696,True,0,in_transit,1786622068.858933,logistics
A1697,True,0,supplier_facility,1786601299.858937,logistics
A1698,True,3.55,supplier_facility,1785723300.858942,logistics
A1699,True,1.7,customer_dc,1785794708.858946,logistics
A1700,True,1.9,regional_hub,1786409377.85895,logistics
A1701,True,0,customer_dc,1786714331.858955,logistics
A1702,False,0,regional_hub,1785979142.8589592,logistics
A1703,True,2.75,regional_hub,1787438391.858964,logistics
A1704,False,0,regional_hub,1786302943.858968,logistics
A1705,True,3.2,regional_hub,1786764246.8589718,logistics
A1706,True,3.13,regional_hub,1785461358.858977,logistics
A1707,True,2.85,regional_hub,1787745416.8589811,logistics
A1708,True,0.51,in_transit,1787832380.858986,logistics
A1709,True,1.89,in_transit,1786938515.8589911,logistics
A1710,True,1.03,customer_dc,1786045686.858995,logistics
A1711,True,0,in_transit,1785530215.858999,logistics
A1712,True,0,regional_hub,1787155463.859005,logistics
A1713,True,2.9,regional_hub,1786085719.85901,logistics
A1714,True,4.13,supplier_facility,1787334852.8590138,logistics
A1715,False,2.55,supplier_facility,1787520254.859018,logistics
A1716,True,1.71,customer_dc,1786990345.859023,logistics
A1717,True,0.4,in_transit,1786609537.859027,logistics
A1718,True,3.17,customer_dc,1787401376.8590322,logistics
A1719,False,0,customer_dc,1787665075.859036,logistics
A1720,True,1.63,supplier_facility,1787470794.85904,logistics
A1721,False,2.01,regional_hub,1786691962.859045,logistics
A1722,True,3.67,in_transit,1787262273.8590488,logistics
A1723,True,0,supplier_facility,1785659903.859054,logistics
A1724,False,1.47,in_transit,1786931911.859058,logistics
A1725,False,1.08,customer_dc,1785753817.859062,logistics
A1726,False,4.3,supplier_facility,1785683060.859068,logistics
A1727,True,3.12,customer_dc,1787551483.859073,logistics
A1728,True,2.11,supplier_facility,1785832454.8590772,logistics
A1729,False,0,supplier_facility,1786410109.859081,logistics
A1730,False,4.14,supplier_facility,1787358068.859086,logistics
A1731,True,5.21,customer_dc,1787200596.8590899,logistics
A1732,True,1.78,in_transit,1785777385.859095,logistics
A1733,True,1.92,regional_hub,1785910385.859099,logistics
A1734,False,4.86,customer_dc,1785728740.859103,logistics
A1735,False,0,supplier_facility,1785443241.859107,logistics
A1736,True,0.66,customer_dc,1786067444.859112,logistics
A1737,True,0.02,customer_dc,1785837485.859116,logistics
A1738,False,0,regional_hub,1786590303.8591201,logistics
A1739,True,5.17,customer_dc,1787353273.859124,logistics
A1740,False,2.1,customer_dc,1785719675.859128,logistics
A1741,False,1.08,in_transit,1785691635.859133,logistics
A1742,True,2.33,customer_dc,1787561087.859137,logistics
A1743,True,6.02,supplier_facility,1787809604.859141,logistics
A1744,True,0.02,regional_hub,1785498905.859145,logistics
A1745,True,1.12,supplier_facility,1785383144.8591502,logistics
A1746,False,0.98,in_transit,1785515828.859154,logistics
A1747,False,5.85,in_transit,1786488832.859158,logistics
A1748,False,4.29,regional_hub,1787491161.8591628,logistics
A1749,False,2.88,supplier_facility,1785783869.8591669,logistics
A1750,True,2.72,customer_dc,1787733147.8591712,logistics
A1751,True,6.4,regional_hub,1786119130.859176,logistics
A1752,True,7.94,regional_hub,1786543423.85918,logistics
A1753,True,9.93,customer_dc,1785510353.859184,logistics
A1754,True,0.16,in_transit,1785925583.859189,logistics
A1755,False,4.91,supplier_facility,1787918574.859193,logistics
A1756,True,0,in_transit,1786921749.859197,logistics
A1757,True,2.5,in_transit,1786062148.859201,logistics
A1758,False,0.58,in_transit,1786978268.859206,logistics
A1759,True,1.12,regional_hub,1787797053.85921,logistics
A1760,True,1.74,customer_dc,1785958048.859214,logistics
A1761,False,5.38,regional_hub,1785465521.8592188,logistics
A1762,False,3.83,regional_hub,1785473603.8592231,logistics
A1763,False,0,in_transit,1787729999.859227,logistics
A1764,False,0,in_transit,1786143505.859231,logistics
A1765,False,2.59,regional_hub,1787310247.859236,logistics
A1766,True,0.53,in_transit,1785810082.859242,logistics
A1767,False,0.77,supplier_facility,1787263165.859246,logistics
A1768,True,1.92,in_transit,1786133561.8592498,logistics
A1769,True,0,customer_dc,1786718455.8592541,logistics
A1770,False,2.8,regional_hub,1786444582.8592582,logistics
A1771,False,1.0,customer_dc,1787655596.859263,logistics
A1772,True,3.25,supplier_facility,1787234291.8592682,logistics
A1773,False,5.75,customer_dc,1785779788.859273,logistics
A1774,False,0,supplier_facility,1785339502.859277,logistics
A1775,False,2.12,customer_dc,1786420487.859282,logistics
A1776,False,1.08,regional_hub,1787512891.859286,logistics
A1777,True,4.63,customer_dc,1786118862.8592908,logistics
A1778,False,0.09,regional_hub,1786857055.859295,logistics
A1779,True,1.41,in_transit,1786596134.8593001,logistics
A1780,True,5.09,regional_hub,1785928456.859304,logistics
A1781,False,0.75,in_transit,1787318241.859308,logistics
A1782,True,6.06,regional_hub,1787403035.859312,logistics
A1783,False,2.48,supplier_facility,1787359790.859317,logistics
A1784,True,0.22,customer_dc,1787245695.859321,logistics
A1785,False,0,customer_dc,1786565609.859325,logistics
A1786,False,2.9,customer_dc,1786860105.85933,logistics
A1787,True,1.07,regional_hub,1787311843.859334,logistics
A1788,True,7.61,in_transit,1787482605.859338,logistics
A1789,False,1.82,in_transit,1787310035.859342,logistics
A1790,False,6.83,supplier_facility,1787800164.8593469,logistics
A1791,True,1.5,supplier_facility,1787121720.859352,logistics
A1792,False,3.5,in_transit,1786549533.8593569,logistics
A1793,False,3.38,supplier_facility,1785981409.859361,logistics
A1794,False,0.35,customer_dc,1785595409.8593652,logistics
A1795,False,3.02,customer_dc,1786047427.859371,logistics
A1796,True,0,supplier_facility,1785895171.859375,logistics
A1797,True,2.44,in_transit,1786409790.859381,logistics
A1798,True,2.52,customer_dc,1786234255.8593862,logistics
A1799,True,4.34,customer_dc,1786924170.85939,logistics
A1800,False,0.81,customer_dc,1787719851.859395,logistics
A1801,True,0,customer_dc,1785541344.8594,logistics
A1802,False,5.15,supplier_facility,1785670460.859404,logistics
A1803,True,1.72,supplier_facility,1785730866.859408,logistics
A1804,True,0,in_transit,1786237121.859413,logistics
A1805,True,0,in_transit,1787497378.8594172,logistics
A1806,True,0,supplier_facility,1786254154.859423,logistics
A1807,False,1.87,in_transit,1786107815.8594282,logistics
A1808,True,5.3,supplier_facility,1786131882.859433,logistics
A1809,False,2.53,in_transit,1787814464.8594382,logistics
A1810,False,2.9,customer_dc,1787424783.859442,logistics
A1811,False,2.36,supplier_facility,1787499534.859447,logistics
A1812,False,2.23,in_transit,1785784230.8594508,logistics
A1813,True,2.75,customer_dc,1786639455.859456,logistics
A1814,False,3.53,supplier_facility,1787166270.859461,logistics
A1815,True,5.46,supplier_facility,1786538523.859465,logistics
A1816,True,1.46,supplier_facility,1787212950.859469,logistics
A1817,True,5.49,supplier_facility,1786871951.859474,logistics
A1818,False,0.58,regional_hub,1787324282.859478,logistics
A1819,False,4.24,supplier_facility,1787656003.8594828,logistics
A1820,True,8.11,customer_dc,1787666238.859488,logistics
A1821,True,0,in_transit,1786336047.859492,logistics
A1822,False,1.05,in_transit,1786483197.8594959,logistics
A1823,True,0,in_transit,1785689833.8595011,logistics
A1824,True,4.05,customer_dc,1787014204.859506,logistics
A1825,True,0.79,supplier_facility,1786537575.85951,logistics
A1826,True,0,regional_hub,1787618677.859514,logistics
A1827,False,2.97,in_transit,1786941812.859519,logistics
A1828,False,3.5,regional_hub,1787047710.859523,logistics
A1829,True,3.52,regional_hub,1786412541.8595269,logistics
A1830,False,4.06,regional_hub,1787818977.859531,logistics
A1831,True,0.15,customer_dc,1785679974.859536,logistics
A1832,True,0.44,in_transit,1786288240.85954,logistics
A1833,True,3.33,customer_dc,1786365663.859545,logistics
A1834,False,3.38,supplier_facility,1786443810.859549,logistics
A1835,False,6.5,customer_dc,1786340969.859553,logistics
A1836,True,2.38,regional_hub,1786854468.8595572,logistics
A1837,False,0,regional_hub,1787175894.859562,logistics
A1838,False,6.52,customer_dc,1786768453.859566,logistics
A1839,False,0.52,regional_hub,1786970860.85957,logistics
A1840,True,0.49,supplier_facility,1786570053.859576,logistics
A1841,True,0,regional_hub,1787522109.8595798,logistics
A1842,False,6.13,in_transit,1787404531.859585,logistics
A1843,True,4.53,in_transit,1787084449.859589,logistics
A1844,True,1.21,regional_hub,1785581594.859593,logistics
A1845,False,0.99,supplier_facility,1786861907.859597,logistics
A1846,False,0,supplier_facility,1786610781.859603,logistics
A1847,False,1.14,supplier_facility,1785355800.859607,logistics
A1848,True,1.5,regional_hub,1786768418.8596108,logistics
A1849,True,0,supplier_facility,1787506737.859616,logistics
A1850,True,2.35,in_transit,1787401696.85962,logistics
A1851,True,0.96,regional_hub,1787123319.859624,logistics
A1852,True,0,customer_dc,1787617558.8596292,logistics
A1853,True,7.94,customer_dc,1785655490.859633,logistics
A1854,True,1.28,in_transit,1787247135.859638,logistics
A1855,False,4.36,customer_dc,1785530033.859642,logistics
A1856,False,0,in_transit,1786617559.8596458,logistics
A1857,True,2.88,in_transit,1787736622.8596501,logistics
A1858,True,0,supplier_facility,1785661918.859655,logistics
A1859,True,5.2,in_transit,1787286072.859659,logistics
A1860,False,0,in_transit,1787510460.859664,logistics
A1861,True,0,customer_dc,1785426654.859668,logistics
A1862,False,0.85,in_transit,1787835130.859672,logistics
A1863,False,5.86,customer_dc,1786650613.8596768,logistics
A1864,False,6.39,supplier_facility,1786266123.8596811,logistics
A1865,True,2.49,customer_dc,1787823051.8596852,logistics
A1866,True,0,in_transit,1786222141.859689,logistics
A1867,True,0,in_transit,1787284508.859694,logistics
A1868,True,1.07,supplier_facility,1787914973.8596978,logistics
A1869,False,1.99,supplier_facility,1786258193.859702,logistics
A1870,False,5.67,regional_hub,1787547469.8597069,logistics
A1871,True,0.16,regional_hub,1787681482.859712,logistics
A1872,True,0,regional_hub,1785356098.8597162,logistics
A1873,False,0,regional_hub,1787036320.85972,logistics
A1874,True,0.78,regional_hub,1787282019.859725,logistics
A1875,True,0,regional_hub,1785886130.8597288,logistics
A1876,True,0.55,in_transit,1785673963.859733,logistics
A1877,False,0.37,in_transit,1786571174.8597372,logistics
A1878,True,0.19,regional_hub,1787664813.859742,logistics
A1879,True,5.0,supplier_facility,1787478310.859746,logistics
A1880,False,0.59,supplier_facility,1787905179.8597498,logistics
A1881,False,2.12,regional_hub,1786559539.859755,logistics
A1882,True,3.62,customer_dc,1787090430.85976,logistics
A1883,True,0,regional_hub,1787790568.859765,logistics
A1884,True,1.09,supplier_facility,1785939593.85977,logistics
A1885,False,6.7,in_transit,1786392143.8597739,logistics
A1886,True,3.81,supplier_facility,1787639988.8597791,logistics
A1887,True,1.35,supplier_facility,1787239620.859784,logistics
A1888,False,0,regional_hub,1787020520.859788,logistics
A1889,False,1.45,regional_hub,1785710000.859793,logistics
A1890,False,0,customer_dc,1787416099.859797,logistics
A1891,True,0,customer_dc,1786082767.859802,logistics
A1892,False,0,regional_hub,1785725558.859806,logistics
A1893,True,4.48,supplier_facility,1785491353.85981,logistics
A1894,True,1.9,regional_hub,1787344173.859815,logistics
A1895,True,2.34,in_transit,1787602229.859819,logistics
A1896,True,0,in_transit,1786075454.8598242,logistics
A1897,False,2.43,in_transit,1787121001.859828,logistics
A1898,False,1.29,in_transit,1785832806.859832,logistics
A1899,True,6.16,in_transit,1785562924.8598368,logistics
A1900,False,0.68,customer_dc,1786942603.859841,logistics
A1901,True,1.78,regional_hub,1786356827.8598452,logistics
A1902,True,5.68,regional_hub,1786203592.859849,logistics
A1903,False,1.0,customer_dc,1785463822.859854,logistics
A1904,True,0,customer_dc,1786794278.859858,logistics
A1905,True,7.12,customer_dc,1787084114.859863,logistics
A1906,True,0,customer_dc,1785398223.8598669,logistics
A1907,True,4.75,in_transit,1786445967.859871,logistics
A1908,True,1.43,in_transit,1787532398.859875,logistics
A1909,True,4.25,customer_dc,1786710433.859879,logistics
A1910,True,4.38,supplier_facility,1787781335.859884,logistics
A1911,False,0.31,in_transit,1787148308.859888,logistics
A1912,False,2.39,in_transit,1786226724.859892,logistics
A1913,False,1.04,supplier_facility,1786521757.8598971,logistics
A1914,True,7.49,regional_hub,1786604169.859901,logistics
A1915,True,0,regional_hub,1787237865.859906,logistics
A1916,True,0,supplier_facility,1787833222.8599098,logistics
A1917,True,2.73,in_transit,1787100883.859915,logistics
A1918,True,4.79,customer_dc,1787874951.859919,logistics
A1919,True,0,customer_dc,1787450769.859924,logistics
A1920,True,4.0,in_transit,1786666020.8599281,logistics
A1921,False,2.71,in_transit,1786567385.859933,logistics
A1922,True,0,in_transit,1786083682.8599381,logistics
A1923,True,4.58,supplier_facility,1785859088.859942,logistics
A1924,False,1.7,in_transit,1786492130.859947,logistics
A1925,False,4.07,in_transit,1787112982.859951,logistics
A1926,True,1.26,regional_hub,1787032798.859957,logistics
A1927,True,7.23,regional_hub,1787262322.8599622,logistics
A1928,True,3.2,in_transit,1786243052.859966,logistics
A1929,True,0,supplier_facility,1787071755.859971,logistics
A1930,False,7.31,supplier_facility,1787431417.859976,logistics
A1931,True,1.3,customer_dc,1785478815.859981,logistics
A1932,False,1.69,supplier_facility,1787907577.8599858,logistics
A1933,True,5.97,customer_dc,1787531934.859992,logistics
A1934,False,3.03,regional_hub,1785756630.8599958,logistics
A1935,False,3.07,regional_hub,1786182416.860002,logistics
A1936,False,0,regional_hub,1787781249.8600059,logistics
A1937,False,0,supplier_facility,1785630056.860012,logistics
A1938,True,3.74,supplier_facility,1786696049.8600168,logistics
A1939,False,0,regional_hub,1787004371.860022,logistics
A1940,False,0.36,regional_hub,1786251084.8600261,logistics
A1941,False,0,customer_dc,1786582588.860031,logistics
A1942,False,2.11,customer_dc,1787258012.8600361,logistics
A1943,False,0,regional_hub,1787436541.86004,logistics
A1944,False,5.13,in_transit,1787194503.860045,logistics
A1945,True,0,supplier_facility,1787336345.86005,logistics
A1946,False,3.25,in_transit,1785444973.860055,logistics
A1947,False,1.7,regional_hub,1786217226.86006,logistics
A1948,True,10.83,customer_dc,1787196503.860065,logistics
A1949,False,1.4,in_transit,1787505172.86007,logistics
A1950,False,2.35,supplier_facility,1787136585.860076,logistics
A1951,True,0,supplier_facility,1786122453.8600802,logistics
A1952,False,4.8,customer_dc,1785888690.860085,logistics
A1953,False,2.82,in_transit,1786450413.86009,logistics
A1954,True,9.34,supplier_facility,1787817329.860096,logistics
A1955,True,0.28,regional_hub,1786764117.8601012,logistics
A1956,False,1.93,regional_hub,1786502890.860106,logistics
A1957,False,6.28,regional_hub,1787653751.860111,logistics
A1958,False,3.48,supplier_facility,1786800826.860116,logistics
A1959,False,1.45,regional_hub,1787697750.860121,logistics
A1960,True,5.13,customer_dc,1786830744.860126,logistics
A1961,True,1.12,supplier_facility,1785677575.86013,logistics
A1962,False,4.83,customer_dc,1786779187.8601348,logistics
A1963,False,4.05,customer_dc,1786612868.86014,logistics
A1964,True,5.83,supplier_facility,1787201407.8601449,logistics
A1965,True,4.14,supplier_facility,1786502206.860149,logistics
A1966,True,5.48,regional_hub,1786672163.8601549,logistics
A1967,True,1.74,supplier_facility,1787896257.860162,logistics
A1968,True,0,customer_dc,1786766489.8601658,logistics
A1969,True,2.88,regional_hub,1786897553.860171,logistics
A1970,False,4.9,customer_dc,1786071848.8601758,logistics
A1971,False,0,customer_dc,1787383711.860181,logistics
A1972,False,0.05,regional_hub,1785472258.860186,logistics
A1973,False,0.43,customer_dc,1786469267.8601909,logistics
A1974,True,0,supplier_facility,1785502011.860196,logistics
A1975,False,0,customer_dc,1786154192.860201,logistics
A1976,True,0,regional_hub,1786559224.860207,logistics
A1977,False,0,regional_hub,1787865671.860211,logistics
A1978,False,0.17,customer_dc,1786259727.8602161,logistics
A1979,True,2.38,supplier_facility,1786964288.860221,logistics
A1980,False,0.05,customer_dc,1787469390.8602262,logistics
A1981,False,5.16,regional_hub,1787718991.860231,logistics
A1982,False,5.59,supplier_facility,1787507727.860235,logistics
A1983,True,3.63,regional_hub,1787794765.86024,logistics
A1984,True,3.59,customer_dc,1785580797.860245,logistics
A1985,False,0,in_transit,1787211788.86025,logistics
A1986,False,2.63,regional_hub,1786688578.860255,logistics
A1987,True,2.9,regional_hub,1787932730.86026,logistics
A1988,True,0.95,customer_dc,1786905640.8602638,logistics
A1989,False,2.97,customer_dc,1785473800.860269,logistics
A1990,True,0,in_transit,1786344050.8602738,logistics
A1991,True,0,supplier_facility,1785395193.860279,logistics
A1992,True,4.23,supplier_facility,1787891070.8602839,logistics
A1993,False,4.15,in_transit,1785765637.860288,logistics
A1994,False,0,supplier_facility,1787706306.8602931,logistics
A1995,True,0,in_transit,1787585906.860298,logistics
A1996,True,6.32,in_transit,1786605820.8603032,logistics
A1997,False,5.13,customer_dc,1787768861.860308,logistics
A1998,False,9.18,customer_dc,1786986572.8603132,logistics
A1999,True,7.49,customer_dc,1787599684.860317,logistics
