asset_id,existing_financing_amount,exposure_limit,lender_id,ts,source
A1425,0,20249402.01,lender_atlas,1787917956.862763,financial_system
A1426,3875925.48,5061579.01,lender_delta,1787917956.8627682,financial_system
A1427,0,8720871.13,lender_north,1787917956.8627741,financial_system
A1428,0,19030018.18,lender_prime,1787917956.8627799,financial_system
A1429,4664334.18,14040083.12,lender_delta,1787917956.862785,financial_system
A1430,0,31316799.8,lender_prime,1787917956.8627899,financial_system
A1431,0,11514565.55,lender_delta,1787917956.862794,financial_system
A1432,7403731.85,12018792.75,lender_prime,1787917956.8628,financial_system
A1433,1299964.99,3877976.01,lender_delta,1787917956.862805,financial_system
A1434,75640.74,232938.5,lender_delta,1787917956.8628101,financial_system
A1435,681281.75,1353723.63,lender_prime,1787917956.862815,financial_system
A1436,0,2423035.84,lender_atlas,1787917956.8628201,financial_system
A1437,6777603.16,22018685.53,lender_north,1787917956.862825,financial_system
A1438,0,9993833.73,lender_delta,1787917956.8628302,financial_system
A1439,3421969.76,5945615.27,lender_delta,1787917956.862835,financial_system
A1440,0,15470696.69,lender_atlas,1787917956.8628402,financial_system
A1441,106926.01,3182713.15,lender_delta,1787917956.862845,financial_system
A1442,0,359398.37,lender_prime,1787917956.86285,financial_system
A1443,11504897.84,20825982.76,lender_north,1787917956.862856,financial_system
A1444,113777.71,175910.86,lender_delta,1787917956.8628612,financial_system
A1445,0,20891894.92,lender_prime,1787917956.8628669,financial_system
A1446,888238.35,6471740.41,lender_north,1787917956.862873,financial_system
A1447,0,14641340.76,lender_north,1787917956.8628778,financial_system
A1448,0,3757511.63,lender_north,1787917956.862883,financial_system
A1449,0,21967769.72,lender_atlas,1787917956.8628879,financial_system
A1450,6687501.99,23318233.18,lender_prime,1787917956.862893,financial_system
A1451,0,1505349.3,lender_prime,1787917956.8628979,financial_system
A1452,0,5872396.36,lender_north,1787917956.862902,financial_system
A1453,0,11453663.82,lender_atlas,1787917956.862907,financial_system
A1454,0,23871970.88,lender_atlas,1787917956.862912,financial_system
A1455,343844.24,802578.01,lender_atlas,1787917956.862918,financial_system
A1456,0,16414567.21,lender_north,1787917956.862925,financial_system
A1457,0,6473174.9,lender_atlas,1787917956.862931,financial_system
A1458,375461.74,488191.75,lender_delta,1787917956.862939,financial_system
A1459,0,22510813.8,lender_atlas,1787917956.862944,financial_system
A1460,0,8661124.3,lender_prime,1787917956.8629498,financial_system
A1461,0,8821704.97,lender_atlas,1787917956.862956,financial_system
A1462,0,11531608.74,lender_north,1787917956.862962,financial_system
A1463,0,7272566.42,lender_delta,1787917956.862968,financial_system
A1464,0,1993500.87,lender_atlas,1787917956.862974,financial_system
A1465,1938770.86,12331980.97,lender_delta,1787917956.8629801,financial_system
A1466,1114032.19,3243550.71,lender_atlas,1787917956.862988,financial_system
A1467,3492983.41,15200354.49,lender_north,1787917956.862994,financial_system
A1468,0,24122580.04,lender_atlas,1787917956.8630002,financial_system
A1469,5384409.09,8297922.95,lender_atlas,1787917956.8630059,financial_system
A1470,0,4868011.13,lender_atlas,1787917956.863012,financial_system
A1471,1260479.15,1907463.58,lender_delta,1787917956.863019,financial_system
A1472,698420.12,947744.77,lender_prime,1787917956.863025,financial_system
A1473,0,3703246.38,lender_north,1787917956.8630311,financial_system
A1474,0,24861405.87,lender_north,1787917956.863039,financial_system
A1475,0,3845208.59,lender_north,1787917956.863044,financial_system
A1476,0,10364100.79,lender_atlas,1787917956.86305,financial_system
A1477,0,3811935.68,lender_prime,1787917956.863056,financial_system
A1478,0,2539132.68,lender_atlas,1787917956.863062,financial_system
A1479,0,1163530.37,lender_atlas,1787917956.863067,financial_system
A1480,12539557.01,27653302.68,lender_atlas,1787917956.863073,financial_system
A1481,0,9152389.07,lender_prime,1787917956.8630788,financial_system
A1482,0,16602448.59,lender_north,1787917956.863085,financial_system
A1483,0,34634371.47,lender_prime,1787917956.863091,financial_system
A1484,0,29439676.95,lender_atlas,1787917956.8630972,financial_system
A1485,0,7341242.3,lender_north,1787917956.863103,financial_system
A1486,86995.94,1280404.65,lender_north,1787917956.8631098,financial_system
A1487,0,1026880.29,lender_north,1787917956.863116,financial_system
A1488,0,17833179.71,lender_delta,1787917956.863122,financial_system
A1489,0,3312159.83,lender_north,1787917956.8631291,financial_system
A1490,0,13105657.09,lender_delta,1787917956.8631349,financial_system
A1491,0,30950875.14,lender_delta,1787917956.8631418,financial_system
A1492,0,23724933.59,lender_north,1787917956.863147,financial_system
A1493,0,11036108.07,lender_delta,1787917956.863153,financial_system
A1494,3670595.81,15090713.35,lender_prime,1787917956.8631601,financial_system
A1495,0,3644980.13,lender_prime,1787917956.8631659,financial_system
A1496,0,8422948.71,lender_prime,1787917956.863172,financial_system
A1497,53210.45,189692.46,lender_north,1787917956.863179,financial_system
A1498,0,17819439.51,lender_delta,1787917956.863185,financial_system
A1499,0,19438160.46,lender_delta,1787917956.86319,financial_system
A1500,0,1308559.81,lender_atlas,1787917956.863196,financial_system
A1501,0,11045913.03,lender_north,1787917956.863202,financial_system
A1502,666296.0,1341799.54,lender_north,1787917956.86321,financial_system
A1503,287986.46,510423.67,lender_atlas,1787917956.8632152,financial_system
A1504,0,16389301.52,lender_prime,1787917956.863223,financial_system
A1505,0,14830551.66,lender_atlas,1787917956.86323,financial_system
A1506,0,31037734.96,lender_prime,1787917956.8632362,financial_system
A1507,0,18242944.27,lender_atlas,1787917956.863241,financial_system
A1508,0,11292475.46,lender_prime,1787917956.8632479,financial_system
A1509,0,9364099.1,lender_atlas,1787917956.8632529,financial_system
A1510,0,10052774.47,lender_delta,1787917956.8632598,financial_system
A1511,0,21526672.39,lender_delta,1787917956.863266,financial_system
A1512,3370548.78,26090373.1,lender_delta,1787917956.863272,financial_system
A1513,8685102.16,22197167.78,lender_prime,1787917956.8632782,financial_system
A1514,0,3161390.23,lender_prime,1787917956.8632839,financial_system
A1515,0,16367781.64,lender_atlas,1787917956.863289,financial_system
A1516,1198728.91,4186854.72,lender_atlas,1787917956.863296,financial_system
A1517,0,2085208.38,lender_atlas,1787917956.863301,financial_system
A1518,0,9802196.65,lender_north,1787917956.863307,financial_system
A1519,1996031.69,18993253.55,lender_north,1787917956.863313,financial_system
A1520,0,30109721.03,lender_delta,1787917956.8633192,financial_system
A1521,0,10798324.73,lender_atlas,1787917956.863327,financial_system
A1522,57025.41,433938.56,lender_atlas,1787917956.863334,financial_system
A1523,15472613.46,22553993.34,lender_delta,1787917956.863339,financial_system
A1524,0,2937754.56,lender_prime,1787917956.8633459,financial_system
A1525,0,5930493.25,lender_delta,1787917956.863352,financial_system
A1526,0,4107298.14,lender_prime,1787917956.863358,financial_system
A1527,4444642.46,10008568.01,lender_prime,1787917956.863364,financial_system
A1528,0,24449752.86,lender_north,1787917956.86337,financial_system
A1529,643730.24,1485169.85,lender_north,1787917956.86338,financial_system
A1530,1608586.48,14063460.1,lender_north,1787917956.8633862,financial_system
A1531,6344198.09,9475977.73,lender_atlas,1787917956.863393,financial_system
A1532,0,32107030.51,lender_north,1787917956.863399,financial_system
A1533,0,1040374.82,lender_atlas,1787917956.863404,financial_system
A1534,0,15640697.72,lender_prime,1787917956.86341,financial_system
A1535,0,15911566.76,lender_delta,1787917956.8634171,financial_system
A1536,0,6283889.56,lender_delta,1787917956.863424,financial_system
A1537,0,15675632.12,lender_delta,1787917956.8634298,financial_system
A1538,0,19527300.62,lender_delta,1787917956.863436,financial_system
A1539,3262427.84,14547092.4,lender_delta,1787917956.863442,financial_system
A1540,0,5839622.06,lender_atlas,1787917956.8634481,financial_system
A1541,968818.85,4343256.56,lender_atlas,1787917956.8634539,financial_system
A1542,6208631.66,14330706.51,lender_delta,1787917956.863461,financial_system
A1543,0,9889272.18,lender_prime,1787917956.863467,financial_system
A1544,1228330.16,2156024.31,lender_north,1787917956.863474,financial_system
A1545,604653.84,909159.56,lender_delta,1787917956.86348,financial_system
A1546,0,11627034.29,lender_north,1787917956.863486,financial_system
A1547,373393.07,3340147.84,lender_atlas,1787917956.863492,financial_system
A1548,0,13718343.0,lender_north,1787917956.863498,financial_system
A1549,0,1070665.76,lender_delta,1787917956.863504,financial_system
A1550,1620302.16,23745828.48,lender_delta,1787917956.863511,financial_system
A1551,0,1090443.79,lender_delta,1787917956.8635159,financial_system
A1552,0,8287902.34,lender_prime,1787917956.8635242,financial_system
A1553,0,21204079.34,lender_delta,1787917956.86353,financial_system
A1554,477122.06,3783614.78,lender_delta,1787917956.8635368,financial_system
A1555,30775.2,43104.91,lender_delta,1787917956.863543,financial_system
A1556,328507.75,746931.4,lender_prime,1787917956.86355,financial_system
A1557,12447311.12,16711555.82,lender_north,1787917956.8635561,financial_system
A1558,99309.22,1271970.1,lender_prime,1787917956.8635619,financial_system
A1559,0,2885232.89,lender_atlas,1787917956.8635678,financial_system
A1560,2165720.39,4733022.6,lender_prime,1787917956.863574,financial_system
A1561,2701397.01,4118892.91,lender_prime,1787917956.863581,financial_system
A1562,0,15093796.05,lender_delta,1787917956.8635871,financial_system
A1563,18570494.8,29568021.16,lender_prime,1787917956.8635929,financial_system
A1564,19104.16,2269566.17,lender_delta,1787917956.8636,financial_system
A1565,2655220.94,3704126.12,lender_prime,1787917956.863606,financial_system
A1566,7303025.33,24205520.84,lender_prime,1787917956.863612,financial_system
A1567,0,1379755.75,lender_atlas,1787917956.86362,financial_system
A1568,0,6349470.6,lender_north,1787917956.863625,financial_system
A1569,12564296.58,25083759.57,lender_atlas,1787917956.863632,financial_system
A1570,1346460.4,7844217.5,lender_atlas,1787917956.863638,financial_system
A1571,0,1514736.08,lender_atlas,1787917956.863643,financial_system
A1572,0,24009232.89,lender_prime,1787917956.8636491,financial_system
A1573,0,281323.19,lender_atlas,1787917956.8636549,financial_system
A1574,0,9574664.46,lender_prime,1787917956.863662,financial_system
A1575,0,2984753.48,lender_north,1787917956.863668,financial_system
A1576,1465445.05,13269069.71,lender_atlas,1787917956.8636742,financial_system
A1577,0,19515164.55,lender_delta,1787917956.86368,financial_system
A1578,0,18676515.68,lender_delta,1787917956.8636858,financial_system
A1579,741064.78,1771753.97,lender_atlas,1787917956.863693,financial_system
A1580,329363.42,2555142.3,lender_atlas,1787917956.8637,financial_system
A1581,0,3015990.0,lender_north,1787917956.863706,financial_system
A1582,3191749.57,6056560.89,lender_atlas,1787917956.863713,financial_system
A1583,901754.89,12829405.94,lender_north,1787917956.86372,financial_system
A1584,0,18855011.51,lender_delta,1787917956.8637261,financial_system
A1585,886787.06,6656992.01,lender_delta,1787917956.8637319,financial_system
A1586,0,1385250.76,lender_atlas,1787917956.863737,financial_system
A1587,0,10379958.72,lender_prime,1787917956.863744,financial_system
A1588,0,9264193.72,lender_delta,1787917956.863749,financial_system
A1589,3056587.51,5055130.37,lender_delta,1787917956.863756,financial_system
A1590,0,11734982.35,lender_prime,1787917956.863762,financial_system
A1591,925255.83,1639567.17,lender_delta,1787917956.863768,financial_system
A1592,0,1172714.53,lender_north,1787917956.863777,financial_system
A1593,1939228.73,8447905.75,lender_delta,1787917956.8637838,financial_system
A1594,0,1326476.33,lender_north,1787917956.86379,financial_system
A1595,0,17151175.37,lender_north,1787917956.863795,financial_system
A1596,2791995.71,11370988.98,lender_delta,1787917956.8638022,financial_system
A1597,0,25294824.36,lender_north,1787917956.863808,financial_system
A1598,0,327380.92,lender_prime,1787917956.8638148,financial_system
A1599,1447602.19,6153464.2,lender_delta,1787917956.863822,financial_system
A1600,0,14421217.32,lender_north,1787917956.863827,financial_system
A1601,0,3197345.2,lender_atlas,1787917956.8638332,financial_system
A1602,0,30927287.36,lender_delta,1787917956.863839,financial_system
A1603,0,20816534.55,lender_delta,1787917956.863845,financial_system
A1604,0,1187458.81,lender_atlas,1787917956.8638499,financial_system
A1605,0,8959593.81,lender_north,1787917956.863856,financial_system
A1606,0,5312690.6,lender_north,1787917956.863862,financial_system
A1607,0,6738077.74,lender_north,1787917956.863868,financial_system
A1608,0,24905382.46,lender_prime,1787917956.863874,financial_system
A1609,0,22673000.33,lender_delta,1787917956.86388,financial_system
A1610,0,622873.77,lender_delta,1787917956.863886,financial_system
A1611,0,11286577.7,lender_delta,1787917956.863891,financial_system
A1612,0,4497223.62,lender_atlas,1787917956.863897,financial_system
A1613,1279519.04,11353488.97,lender_north,1787917956.863903,financial_system
A1614,5478483.0,10417892.62,lender_north,1787917956.863911,financial_system
A1615,0,14280658.78,lender_delta,1787917956.863917,financial_system
A1616,0,3800166.11,lender_delta,1787917956.8639228,financial_system
A1617,0,30941781.35,lender_prime,1787917956.863929,financial_system
A1618,0,24995043.64,lender_delta,1787917956.863935,financial_system
A1619,0,16176360.45,lender_delta,1787917956.8639412,financial_system
A1620,0,8688199.89,lender_prime,1787917956.863947,financial_system
A1621,0,2982286.62,lender_prime,1787917956.8639529,financial_system
A1622,38198.56,75438.94,lender_atlas,1787917956.86396,financial_system
A1623,91071.46,191436.34,lender_atlas,1787917956.863967,financial_system
A1624,0,10963867.14,lender_prime,1787917956.8639731,financial_system
A1625,369041.45,1497637.42,lender_delta,1787917956.863979,financial_system
A1626,11365320.11,26044127.5,lender_prime,1787917956.863986,financial_system
A1627,6480807.81,11751399.54,lender_north,1787917956.863992,financial_system
A1628,11713376.32,20452767.6,lender_north,1787917956.863999,financial_system
A1629,293164.51,10302005.9,lender_north,1787917956.8640058,financial_system
A1630,444570.54,1413825.08,lender_atlas,1787917956.864013,financial_system
A1631,16968145.15,22895693.66,lender_delta,1787917956.8640199,financial_system
A1632,122754.49,1532615.47,lender_delta,1787917956.864026,financial_system
A1633,0,27404577.89,lender_north,1787917956.864032,financial_system
A1634,4113288.88,17701701.24,lender_atlas,1787917956.864038,financial_system
A1635,206879.31,1001738.16,lender_north,1787917956.864044,financial_system
A1636,0,5623549.37,lender_atlas,1787917956.864049,financial_system
A1637,0,421072.4,lender_delta,1787917956.8640552,financial_system
A1638,0,2717500.19,lender_delta,1787917956.8640609,financial_system
A1639,140629.17,7013313.64,lender_north,1787917956.864067,financial_system
A1640,0,10100672.28,lender_atlas,1787917956.864074,financial_system
A1641,0,16892671.64,lender_atlas,1787917956.864079,financial_system
A1642,10772892.71,25846576.7,lender_delta,1787917956.864085,financial_system
A1643,519280.45,8005735.92,lender_atlas,1787917956.864091,financial_system
A1644,1265003.47,8409544.09,lender_north,1787917956.864098,financial_system
A1645,0,562209.52,lender_prime,1787917956.864104,financial_system
A1646,0,5892475.27,lender_north,1787917956.86411,financial_system
A1647,1828012.33,19202828.19,lender_north,1787917956.864116,financial_system
A1648,0,23942811.26,lender_prime,1787917956.8641222,financial_system
A1649,298811.26,1141336.01,lender_delta,1787917956.864128,financial_system
A1650,7014450.99,9011299.89,lender_prime,1787917956.8641338,financial_system
A1651,0,3366839.47,lender_prime,1787917956.86414,financial_system
A1652,0,23552520.75,lender_atlas,1787917956.864146,financial_system
A1653,0,21100316.82,lender_north,1787917956.864152,financial_system
A1654,0,21443463.29,lender_north,1787917956.864158,financial_system
A1655,0,5479594.79,lender_delta,1787917956.864164,financial_system
A1656,217931.24,1691477.56,lender_delta,1787917956.86417,financial_system
A1657,0,3280857.48,lender_prime,1787917956.864176,financial_system
A1658,0,10162997.3,lender_delta,1787917956.864182,financial_system
A1659,0,21347221.76,lender_atlas,1787917956.8641868,financial_system
A1660,1133247.87,2594173.31,lender_atlas,1787917956.8641942,financial_system
A1661,0,4707045.62,lender_delta,1787917956.864201,financial_system
A1662,0,568617.25,lender_prime,1787917956.864207,financial_system
A1663,1866439.03,3229107.08,lender_prime,1787917956.864213,financial_system
A1664,0,1026837.16,lender_atlas,1787917956.864219,financial_system
A1665,0,737623.43,lender_north,1787917956.864225,financial_system
A1666,0,9272557.69,lender_north,1787917956.8642318,financial_system
A1667,0,5249077.46,lender_atlas,1787917956.864237,financial_system
A1668,0,6720519.47,lender_north,1787917956.864244,financial_system
A1669,1963848.08,8763641.03,lender_prime,1787917956.8642502,financial_system
A1670,12936.99,50537.24,lender_north,1787917956.864256,financial_system
A1671,0,24936512.46,lender_atlas,1787917956.8642619,financial_system
A1672,6834814.11,22001102.98,lender_north,1787917956.864269,financial_system
A1673,0,16304506.61,lender_delta,1787917956.864275,financial_system
A1674,0,2374774.79,lender_atlas,1787917956.8642812,financial_system
A1675,1023822.57,9667051.53,lender_atlas,1787917956.864288,financial_system
A1676,0,8766430.86,lender_atlas,1787917956.864295,financial_system
A1677,3641914.82,9601122.68,lender_prime,1787917956.8643022,financial_system
A1678,0,17278769.72,lender_prime,1787917956.8643079,financial_system
A1679,225221.5,400280.75,lender_delta,1787917956.864314,financial_system
A1680,0,10513279.49,lender_atlas,1787917956.86432,financial_system
A1681,0,12385341.75,lender_north,1787917956.864326,financial_system
A1682,0,21243581.13,lender_atlas,1787917956.864332,financial_system
A1683,0,1109598.16,lender_atlas,1787917956.8643389,financial_system
A1684,0,1373118.03,lender_north,1787917956.864345,financial_system
A1685,1406011.07,6147426.15,lender_north,1787917956.864352,financial_system
A1686,0,131965.45,lender_delta,1787917956.864358,financial_system
A1687,0,8725773.63,lender_atlas,1787917956.864363,financial_system
A1688,2666009.61,34910499.77,lender_delta,1787917956.8643699,financial_system
A1689,662711.91,3922029.95,lender_prime,1787917956.864377,financial_system
A1690,0,1821711.92,lender_north,1787917956.864383,financial_system
A1691,0,1892216.37,lender_north,1787917956.8643892,financial_system
A1692,14123674.51,42256389.5,lender_north,1787917956.864396,financial_system
A1693,479498.52,3024760.22,lender_north,1787917956.864403,financial_system
A1694,489722.8,8949697.27,lender_prime,1787917956.864409,financial_system
A1695,125483.51,1186662.72,lender_prime,1787917956.864415,financial_system
A1696,0,5915230.59,lender_atlas,1787917956.8644211,financial_system
A1697,0,15831714.6,lender_delta,1787917956.864428,financial_system
A1698,0,16855791.0,lender_atlas,1787917956.864434,financial_system
A1699,0,3213302.75,lender_atlas,1787917956.864439,financial_system
A1700,1937182.31,4393375.31,lender_prime,1787917956.864446,financial_system
A1701,155762.41,1913764.44,lender_atlas,1787917956.8644521,financial_system
A1702,9015977.48,18492481.1,lender_prime,1787917956.864458,financial_system
A1703,3887593.31,7172401.91,lender_prime,1787917956.8644638,financial_system
A1704,0,9009512.52,lender_prime,1787917956.86447,financial_system
A1705,0,1232889.85,lender_prime,1787917956.864476,financial_system
A1706,0,291704.56,lender_north,1787917956.8644822,financial_system
A1707,0,10590090.07,lender_north,1787917956.864488,financial_system
A1708,5717094.29,11818049.95,lender_north,1787917956.8644962,financial_system
A1709,3031397.46,8639239.89,lender_prime,1787917956.864502,financial_system
A1710,8265736.19,21807241.59,lender_delta,1787917956.8645089,financial_system
A1711,0,3597633.06,lender_atlas,1787917956.864515,financial_system
A1712,1630903.86,4267611.92,lender_delta,1787917956.864523,financial_system
A1713,2576904.27,11506542.49,lender_atlas,1787917956.864529,financial_system
A1714,0,10242305.86,lender_north,1787917956.864535,financial_system
A1715,7006287.41,13704209.05,lender_north,1787917956.8645408,financial_system
A1716,0,16825104.29,lender_atlas,1787917956.8645482,financial_system
A1717,0,18002045.16,lender_delta,1787917956.864553,financial_system
A1718,0,9698462.67,lender_north,1787917956.8645601,financial_system
A1719,0,29167831.66,lender_prime,1787917956.864565,financial_system
A1720,0,3113533.74,lender_north,1787917956.8645709,financial_system
A1721,0,5671511.78,lender_atlas,1787917956.864577,financial_system
A1722,0,16287001.88,lender_atlas,1787917956.864584,financial_system
A1723,0,4551227.33,lender_north,1787917956.8645911,financial_system
A1724,4528154.63,12110731.54,lender_north,1787917956.864597,financial_system
A1725,0,3160045.77,lender_prime,1787917956.8646028,financial_system
A1726,3356027.43,5124569.0,lender_atlas,1787917956.86461,financial_system
A1727,8849000.26,23120553.49,lender_atlas,1787917956.864616,financial_system
A1728,7935399.93,16051264.5,lender_delta,1787917956.864622,financial_system
A1729,0,3111793.25,lender_north,1787917956.864628,financial_system
A1730,0,29972143.31,lender_atlas,1787917956.864634,financial_system
A1731,1359929.77,8773829.52,lender_north,1787917956.86464,financial_system
A1732,0,15504088.98,lender_north,1787917956.864645,financial_system
A1733,0,1527510.16,lender_atlas,1787917956.864651,financial_system
A1734,296377.61,6514134.59,lender_atlas,1787917956.864657,financial_system
A1735,8007112.83,21710559.93,lender_delta,1787917956.8646631,financial_system
A1736,0,28194922.09,lender_north,1787917956.8646688,financial_system
A1737,0,5871715.47,lender_north,1787917956.8646772,financial_system
A1738,3848833.84,7183709.4,lender_prime,1787917956.864683,financial_system
A1739,0,312466.77,lender_atlas,1787917956.8646898,financial_system
A1740,0,21299353.05,lender_delta,1787917956.864696,financial_system
A1741,0,24097510.82,lender_prime,1787917956.864702,financial_system
A1742,11266804.92,20877618.22,lender_prime,1787917956.8647082,financial_system
A1743,0,21695665.82,lender_north,1787917956.864714,financial_system
A1744,1398927.97,6248210.03,lender_north,1787917956.8647199,financial_system
A1745,0,8801970.63,lender_atlas,1787917956.864726,financial_system
A1746,370158.25,1307562.8,lender_delta,1787917956.8647318,financial_system
A1747,64332.88,396582.12,lender_prime,1787917956.864738,financial_system
A1748,0,31180071.37,lender_atlas,1787917956.864745,financial_system
A1749,0,10000477.37,lender_north,1787917956.864751,financial_system
A1750,1511602.75,6655987.46,lender_prime,1787917956.864758,financial_system
A1751,2370949.58,6289098.86,lender_prime,1787917956.864764,financial_system
A1752,0,23449521.46,lender_prime,1787917956.86477,financial_system
A1753,0,3411730.94,lender_north,1787917956.864776,financial_system
A1754,3291103.91,6664469.75,lender_north,1787917956.864782,financial_system
A1755,0,3278993.05,lender_prime,1787917956.864789,financial_system
A1756,2550325.35,4651360.66,lender_prime,1787917956.864795,financial_system
A1757,3515744.5,4997155.47,lender_north,1787917956.8648078,financial_system
A1758,573934.2,1192298.32,lender_delta,1787917956.864815,financial_system
A1759,0,15856999.24,lender_atlas,1787917956.86482,financial_system
A1760,0,183848.01,lender_atlas,1787917956.86483,financial_system
A1761,0,6955486.42,lender_delta,1787917956.864838,financial_system
A1762,0,24145023.13,lender_prime,1787917956.864844,financial_system
A1763,0,32146485.64,lender_delta,1787917956.8648498,financial_system
A1764,768153.16,4868755.4,lender_north,1787917956.864856,financial_system
A1765,9284506.88,17747906.22,lender_prime,1787917956.864862,financial_system
A1766,0,1762872.74,lender_atlas,1787917956.8648682,financial_system
A1767,475542.21,3526654.45,lender_north,1787917956.864874,financial_system
A1768,0,30082678.97,lender_atlas,1787917956.8648808,financial_system
A1769,0,7775878.22,lender_north,1787917956.864887,financial_system
A1770,18545190.46,34062315.5,lender_atlas,1787917956.864894,financial_system
A1771,0,609715.15,lender_north,1787917956.8649,financial_system
A1772,4024130.5,8246538.67,lender_prime,1787917956.864906,financial_system
A1773,0,3336052.76,lender_delta,1787917956.8649118,financial_system
A1774,0,23633202.0,lender_prime,1787917956.864918,financial_system
A1775,4003643.35,9370457.37,lender_delta,1787917956.864924,financial_system
A1776,0,13401897.79,lender_prime,1787917956.8649302,financial_system
A1777,0,15506999.08,lender_prime,1787917956.8649359,financial_system
A1778,4421257.36,8726458.39,lender_atlas,1787917956.864942,financial_system
A1779,2878872.68,5589513.99,lender_north,1787917956.864948,financial_system
A1780,0,1410876.46,lender_prime,1787917956.864955,financial_system
A1781,0,2520380.98,lender_prime,1787917956.864961,financial_system
A1782,0,3532830.82,lender_atlas,1787917956.8649669,financial_system
A1783,0,22655640.34,lender_north,1787917956.864973,financial_system
A1784,0,21949850.01,lender_atlas,1787917956.864979,financial_system
A1785,0,26870813.88,lender_delta,1787917956.864984,financial_system
A1786,0,11322421.03,lender_atlas,1787917956.864991,financial_system
A1787,0,25677811.92,lender_north,1787917956.8649971,financial_system
A1788,4985402.97,40210285.56,lender_atlas,1787917956.865003,financial_system
A1789,688870.42,3363203.5,lender_atlas,1787917956.8650088,financial_system
A1790,1223204.89,2210310.89,lender_delta,1787917956.865016,financial_system
A1791,0,4133007.65,lender_prime,1787917956.865022,financial_system
A1792,18453065.75,26135093.29,lender_atlas,1787917956.8650281,financial_system
A1793,0,26802142.15,lender_delta,1787917956.865035,financial_system
A1794,36298.03,1188585.97,lender_atlas,1787917956.8650408,financial_system
A1795,0,37238326.41,lender_delta,1787917956.865047,financial_system
A1796,1058595.5,12449364.89,lender_prime,1787917956.865053,financial_system
A1797,182119.68,1512340.1,lender_prime,1787917956.86506,financial_system
A1798,0,22022562.98,lender_atlas,1787917956.865066,financial_system
A1799,0,10356663.47,lender_north,1787917956.865071,financial_system
A1800,1562303.51,4561113.9,lender_delta,1787917956.865078,financial_system
A1801,50028.93,279209.5,lender_delta,1787917956.865085,financial_system
A1802,6506792.01,29532638.1,lender_north,1787917956.865092,financial_system
A1803,0,3390410.11,lender_prime,1787917956.865098,financial_system
A1804,1678404.21,5960708.22,lender_delta,1787917956.865104,financial_system
A1805,1168624.27,1992724.1,lender_atlas,1787917956.86511,financial_system
A1806,0,34573219.75,lender_atlas,1787917956.865116,financial_system
A1807,0,11042882.22,lender_prime,1787917956.865122,financial_system
A1808,0,17520718.83,lender_prime,1787917956.865128,financial_system
A1809,0,3638356.61,lender_atlas,1787917956.865133,financial_system
A1810,0,24495329.78,lender_prime,1787917956.865139,financial_system
A1811,716008.07,12181107.85,lender_atlas,1787917956.8651452,financial_system
A1812,0,8502542.97,lender_prime,1787917956.865151,financial_system
A1813,735181.88,1153247.97,lender_prime,1787917956.8651571,financial_system
A1814,0,6851436.9,lender_north,1787917956.865163,financial_system
A1815,1254899.18,6907266.96,lender_prime,1787917956.86517,financial_system
A1816,0,12606484.39,lender_delta,1787917956.865176,financial_system
A1817,1946356.72,4032092.52,lender_prime,1787917956.865182,financial_system
A1818,0,19180133.64,lender_atlas,1787917956.865189,financial_system
A1819,9424309.57,19287026.68,lender_delta,1787917956.865195,financial_system
A1820,0,14124852.52,lender_prime,1787917956.865201,financial_system
A1821,0,7707317.01,lender_prime,1787917956.865207,financial_system
A1822,1089210.97,5688422.24,lender_prime,1787917956.865213,financial_system
A1823,0,7021225.66,lender_delta,1787917956.865219,financial_system
A1824,8247275.96,24058569.13,lender_prime,1787917956.865225,financial_system
A1825,80180.89,288025.21,lender_north,1787917956.865232,financial_system
A1826,0,27777276.08,lender_atlas,1787917956.865238,financial_system
A1827,0,13626744.44,lender_prime,1787917956.865244,financial_system
A1828,0,1608893.61,lender_atlas,1787917956.865249,financial_system
A1829,8964346.85,17087879.55,lender_north,1787917956.8652558,financial_system
A1830,501966.47,2854637.21,lender_atlas,1787917956.865262,financial_system
A1831,1480467.56,9908630.37,lender_north,1787917956.865268,financial_system
A1832,0,1522909.49,lender_prime,1787917956.8652742,financial_system
A1833,0,370802.38,lender_north,1787917956.865282,financial_system
A1834,0,2077794.97,lender_north,1787917956.865288,financial_system
A1835,882280.39,3041337.95,lender_delta,1787917956.865294,financial_system
A1836,0,6320965.97,lender_prime,1787917956.8653,financial_system
A1837,1460254.25,5682458.31,lender_atlas,1787917956.8653061,financial_system
A1838,0,22246241.94,lender_north,1787917956.865312,financial_system
A1839,0,6613828.99,lender_atlas,1787917956.865317,financial_system
A1840,0,8749352.8,lender_prime,1787917956.865324,financial_system
A1841,0,20719526.14,lender_prime,1787917956.8653288,financial_system
A1842,664112.46,2265908.83,lender_north,1787917956.8653362,financial_system
A1843,9312163.4,18783695.77,lender_prime,1787917956.865342,financial_system
A1844,4123057.73,13866349.35,lender_delta,1787917956.8653498,financial_system
A1845,0,33457.43,lender_prime,1787917956.865356,financial_system
A1846,0,9357506.44,lender_north,1787917956.865362,financial_system
A1847,0,15630713.0,lender_delta,1787917956.8653681,financial_system
A1848,626687.38,7379430.6,lender_delta,1787917956.865376,financial_system
A1849,12820183.33,26876028.38,lender_atlas,1787917956.865382,financial_system
A1850,0,166841.1,lender_delta,1787917956.865388,financial_system
A1851,66005.52,839709.53,lender_atlas,1787917956.8653939,financial_system
